loss,weight_order,prod_distance_order,time_delivery_order,lambda
9426242413,4,2,4,0.0,568020.3888486435 85165.09891674179 71705.41110558418 2911.2901902095837 -30496.786578497282 -5210.621017813953 28317.12693621672 -1301.3956383655777 74282.64683366295 352.37826236044225 -26169.578684313197
9426242206,4,2,4,0.2,568020.3723071965 85165.07499129482 71705.58434939143 2911.3018452446067 -30496.851876845725 -5210.620560916619 28317.127980678506 -1301.4467661391027 74282.51861599283 352.4030144849133 -26169.53091903993
9426243155,4,2,4,0.4,568020.3031479775 85165.08897399678 71705.61432905648 2911.2948230077786 -30496.861922791923 -5210.62122386683 28317.130470617063 -1301.4460822907704 74282.66329580708 352.40287925054434 -26169.582927509447
9426243558,4,2,4,0.6,568020.3018895193 85165.10851260221 71705.39646643175 2911.28531074162 -30496.779293433046 -5210.621790581963 28317.13025431887 -1301.4076574013525 74282.8779978805 352.38434798840217 -26169.662273931357
9426243429,4,2,4,0.8,568020.2832994811 85165.09258500973 71705.61832749922 2911.293011857452 -30496.863085690275 -5210.621421673695 28317.1310829331 -1301.4445189472024 74282.71004306196 352.402178952478 -26169.599807783332
9426242523,4,2,4,1.0,568020.3466048111 85165.07173298094 71705.53665602293 2911.303461467167 -30496.833339616456 -5210.620807904365 28317.128757268645 -1301.4399308676266 74282.63042917899 352.3997774689252 -26169.57174349594
9297002216,4,3,1,0.0,599655.065548092 83827.99009313625 70525.2243478626 3572.98066981971 -30686.797180062105 -30117.60324569209 26803.63476736918 12538.895823767172 -511.38735701401504
9297001159,4,3,1,0.2,599655.1194781845 83827.9624993907 70525.0743084114 3572.994539551727 -30686.741168758428 -30117.554028618764 26803.63389743972 12538.875349649188 -511.3881105495719
9297001276,4,3,1,0.4,599655.1323171185 83827.97922947002 70525.03978339655 3572.9862598127206 -30686.72831270234 -30117.567785833315 26803.633185855346 12538.881135190573 -511.38796488509854
9297002144,4,3,1,0.6,599655.0097473026 83827.94729328554 70525.37444911207 3573.0017970872286 -30686.8530494387 -30117.569357775883 26803.637510465393 12538.88149845443 -511.3876515718308
9297002671,4,3,1,0.8,599655.0062254315 83827.99101328976 70525.38323343951 3572.980114131801 -30686.856241512935 -30117.58172357739 26803.637511153625 12538.886561065476 -511.3874110066687
9297001926,4,3,1,1.0,599655.027817506 83827.94599340452 70525.32464562655 3573.002491464059 -30686.834471572205 -30117.563480949542 26803.637018368143 12538.879085213985 -511.38777320702434
9345482277,4,3,2,0.0,590974.3684719725 84479.70036995353 75793.77793674583 3232.491791642673 -32305.320214753578 -29947.037089325004 27855.472834336317 12454.778327227388 -538.0485084980814 4204.112162550943
9345482377,4,3,2,0.2,590974.3579397526 84479.7155955608 75793.79668017152 3232.4842699273754 -32305.326897795876 -29947.010561103663 27855.47423143299 12454.767075806281 -538.0487494505561 4204.113627097545
9345480754,4,3,2,0.4,590974.4835358235 84479.66848060761 75793.48883703408 3232.5078632473756 -32305.212646685268 -29947.02502105725 27855.46923325077 12454.773674306696 -538.0490280071447 4204.103668897925
9345482336,4,3,2,0.6,590974.3410390288 84479.67895125946 75793.84440007234 3232.502338534115 -32305.344891796594 -29947.03743168966 27855.474025822467 12454.778458876932 -538.0484937001696 4204.11445934971
9345481720,4,3,2,0.8,590974.3852535826 84479.66261410981 75793.73456584949 3232.510534364834 -32305.304070438677 -29947.034231900485 27855.472520242 12454.777288757154 -538.048683190051 4204.111054143368
9345481368,4,3,2,1.0,590974.435471213 84479.68523212304 75793.60672053936 3232.499465976639 -32305.256402317093 -29947.02058849826 27855.471126169356 12454.77161695773 -538.0489128792178 4204.107480911519
9345607536,4,3,3,0.0,590923.6436179881 84507.02423076033 75790.13080895416 3215.4605473198085 -32296.376471755313 -29937.364619361928 27875.3543292492 12451.476787757561 -2109.201083459637 4209.190536348369 784.2838125979001
9345607268,4,3,3,0.2,590923.686974107 84507.058656175 75790.01211978249 3215.4435363271846 -32296.33181029015 -29937.33561714182 27875.354289243664 12451.464620233879 -2109.2522796759936 4209.187822855223 784.3085242324955
9345607820,4,3,3,0.4,590923.6109364694 84507.03889626141 75790.20455048978 3215.4531546878666 -32296.403480244437 -29937.333673990746 27875.356809098772 12451.46364228299 -2109.2530814254637 4209.193152757506 784.3089939257721
9345608439,4,3,3,0.6,590923.5339536375 84507.0244060931 75790.3998885027 3215.460259874405 -32296.47635277329 -29937.331679764742 27875.359101812926 12451.462596485868 -2109.205327520534 4209.198954103492 784.2859008613208
9345607021,4,3,3,0.8,590923.6986914551 84507.04145898744 75789.9820247819 3215.452050208676 -32296.32059626323 -29937.34318785184 27875.353920223002 12451.467901915166 -2109.2610993808544 4209.187033996534 784.3127882112115
9345607105,4,3,3,1.0,590923.6601871559 84507.01131050193 75790.08312456374 3215.4669898323973 -32296.358483220945 -29937.34099311249 27875.35476371349 12451.466932533756 -2109.217249412978 4209.1896939853605 784.2915007150652
9504324525,4,3,4,0.0,568533.1286244526 85393.37105512172 71619.28782089245 2756.3158906739436 -30540.26538217364 -30377.78375047665 27831.308114173997 12546.877407597856 -1120.0754158502143 74387.75778396978 383.83766219559715 -26192.358199537135
9504322989,4,3,4,0.2,568533.2063760989 85393.33695822147 71619.19718356321 2756.3328936016514 -30540.23207532339 -30377.732290579508 27831.307259433874 12546.856114290502 -1120.123372168184 74387.6402967737 383.8604745535516 -26192.316313681044
9504324084,4,3,4,0.4,568533.1894606756 85393.4048783117 71619.23510058997 2756.299228946505 -30540.24626869245 -30377.768415647555 27831.30678209382 12546.871051708535 -1120.0883992144754 74387.64972715154 383.8438126910725 -26192.31940171479
9504322655,4,3,4,0.6,568533.2788934965 85393.3646482725 71619.08810139069 2756.3193525319416 -30540.192183761264 -30377.757022016365 27831.303903665255 12546.866653057625 -1120.0836358711433 74387.56584264955 383.8411972638101 -26192.29029417115
9504322725,4,3,4,0.8,568533.282851876 85393.39265575366 71619.14828078746 2756.3054661876445 -30540.214912095664 -30377.737545072327 27831.30444054084 12546.858394122986 -1120.095461047115 74387.49383934782 383.84686548717616 -26192.263680658994
9504322842,4,3,4,1.0,568533.2521801228 85393.34933425738 71619.01277074715 2756.3268716694015 -30540.162958046458 -30377.75409322517 27831.305307603365 12546.865381345118 -1120.1170482770506 74387.70297461326 383.857472129203 -26192.34041223784
9432543155,4,4,1,0.0,584020.5181617013 83458.13982468689 68808.41233324373 3691.51599690722 -29863.346637045415 -35991.26663986256 73435.14182559944 15743.873107277617 -15465.148941937297 -549.36718683605
9432542628,4,4,1,0.2,584020.5513533269 83458.14340777422 68808.35360579145 3691.5143730348136 -29863.32477334258 -35991.22983804292 73435.10598208339 15743.857103082757 -15465.137117434064 -549.3675584691929
9432542191,4,4,1,0.4,584020.6356623489 83458.20741374028 68808.27515381342 3691.4829486129306 -29863.296451468916 -35991.221510591015 73434.95886879865 15743.851301316745 -15465.090129588354 -549.3672290194464
9432542144,4,4,1,0.6,584020.6344665955 83458.18090740638 68808.21203706363 3691.496010537697 -29863.272596252013 -35991.2403300383 73435.02249687788 15743.860354898143 -15465.11088935291 -549.3673190494823
9432542379,4,4,1,0.8,584020.6121599607 83458.17386248539 68808.20372202634 3691.4994168604503 -29863.268990617165 -35991.239758417716 73435.08712592954 15743.861104567426 -15465.131541327522 -549.3675126591377
9432542649,4,4,1,1.0,584020.6203194769 83458.18640884265 68808.18710691531 3691.493154280372 -29863.263035336102 -35991.2818485528 73435.08599541853 15743.878837455655 -15465.131789085815 -549.3670441369467
9475390010,4,4,2,0.0,576025.6206021287 84057.69239691792 73641.32923691333 3378.565066692025 -31442.820935250307 -35739.648295531784 76051.68778366265 15664.686349823049 -16180.837524601533 -568.288836245578 4130.606769253873
9475390406,4,4,2,0.2,576025.5940163396 84057.71078900344 73641.39540012165 3378.55591023129 -31442.845444304297 -35739.64195137349 76051.68698432585 15664.683515930483 -16180.836960830939 -568.2887889265519 4130.609096980244
9475388827,4,4,2,0.4,576025.6895101167 84057.67097877212 73641.30682660156 3378.57593466814 -31442.813726974473 -35739.62821218798 76051.54355911467 15664.675825602297 -16180.79129950637 -568.2887679489437 4130.60202234167
9475391028,4,4,2,0.6,576025.5741615113 84057.71997103299 73641.37400500746 3378.551209653658 -31442.83714699912 -35739.68583201471 76051.76007323715 15664.703124161873 -16180.860956715276 -568.288497500715 4130.60995524074
9475389490,4,4,2,0.8,576025.7041836841 84057.7246206213 73641.22399324515 3378.5493077632955 -31442.782590049075 -35739.66992570387 76051.58688674255 15664.694008573915 -16180.805824535226 -568.2884000128232 4130.601050027632
9475389514,4,4,2,1.0,576025.6232036672 84057.65383379179 73641.36798887549 3378.5842072343903 -31442.835816315466 -35739.639730774026 76051.6486388107 15664.682230589746 -16180.824903845485 -568.2888690359104 4130.606154222333
9475593353,4,4,3,0.0,575978.2131810482 84083.81718497956 73637.73515787836 3361.8975339773756 -31434.26920637977 -35731.14369209404 76077.92625663403 15662.127073285972 -16183.904864509635 -2178.5018711918997 4134.146206034165 821.6692704778751
9475592817,4,4,3,0.2,575978.2374547964 84083.82871366246 73637.77119902984 3361.8920497804625 -31434.28318470173 -35731.09140405312 76077.82948361733 15662.103475621621 -16183.873220844387 -2178.483496669413 4134.145049469798 821.6602032614752
9475592543,4,4,3,0.4,575978.2849914241 84083.84881615077 73637.68220218759 3361.882183781036 -31434.250169829807 -35731.09979328536 76077.79539575905 15662.106555639877 -16183.862563925839 -2178.4923948599385 4134.142190015168 821.6645518239113
9475593386,4,4,3,0.6,575978.2382281446 84083.86229092425 73637.76922568094 3361.875284171183 -31434.28246770317 -35731.13833611649 76077.8319519215 15662.123228187616 -16183.874508413537 -2178.5127973167846 4134.144914806946 821.6746936468974
9475592505,4,4,3,0.8,575978.2632993074 84083.83140100284 73637.7747586046 3361.8907693348174 -31434.284938723817 -35731.093458048184 76077.76298587317 15662.103346063654 -16183.851925062358 -2178.5025106006406 4134.1434698386765 821.6694768944895
9475592474,4,4,3,1.0,575978.2720697605 84083.81091039012 73637.63778124067 3361.9008620609898 -31434.23321267748 -35731.11157556933 76077.87165349556 15662.112843482319 -16183.887252385359 -2178.496534725111 4134.1423672463025 821.6664859151487
9617003033,4,4,4,0.0,554701.519393769 84982.59780517398 69790.08900572649 2900.0003686153946 -29767.561021112775 -35932.46465276394 73610.44404602628 15619.180228881087 -15362.217620409163 -1227.5188667814161 72327.23204493894 436.8559795077518 -25423.3336630675
9617001572,4,4,4,0.2,554701.6052068096 84982.54711206436 69789.95831914715 2900.0257884521466 -29767.51324529461 -35932.45504818436 73610.41027646506 15619.176055739801 -15362.207371815686 -1227.463872002959 72327.1735892339 436.82901773179395 -25423.313805894533
9617004436,4,4,4,0.4,554701.3787688173 84982.54192263169 69790.07110195773 2900.0277984057884 -29767.552231890502 -35932.50015552867 73610.5915204443 15619.197246284966 -15362.264928765473 -1227.471292992487 72327.47363579749 436.83311810091124 -25423.42073079081
9617002541,4,4,4,0.6,554701.5207337989 84982.53830645226 69790.02356215689 2900.02997706209 -29767.536645485936 -35932.473313255025 73610.43859301803 15619.18394620335 -15362.216227125036 -1227.4622431768348 72327.30499614726 436.8284577332574 -25423.360836426935
9617003153,4,4,4,0.8,554701.4829174575 84982.57009204272 69789.97924679589 2900.014226334768 -29767.518814333936 -35932.442627881595 73610.43173531693 15619.170642581457 -15362.213236578793 -1227.47976981701 72327.44606620149 436.8370093829633 -25423.412050121573
9617003960,4,4,4,1.0,554701.4872778374 84982.59768384215 69789.81345848428 2900.000400946599 -29767.45620862828 -35932.50605168287 73610.5935155773 15619.199951596709 -15362.266223731238 -1227.4669160358678 72327.43392303419 436.83091548922573 -25423.408101734043
