loss,weight_order,prod_distance_order,time_delivery_order,lambda
9436059110,2,4,2,1.0,601228.5281947482 90956.06205849159 -7957.6243036393425 -36040.575352260734 78931.83589208893 15892.130335602109 -17080.646521211984 -704.6866009701416 3700.6985335114887
9436448240,2,4,3,0.0,601155.9941510216 90949.24257888636 -7931.203533831874 -36029.23267931152 78963.3759733141 15888.801445185789 -17083.55681768641 -2919.093672458942 3704.7607163371526 1130.3107257595818
9436448896,2,4,3,0.2,601155.9474547835 90949.24214142533 -7931.199697651463 -36029.249937462395 78963.4800081891 15888.81027085338 -17083.590144925758 -2919.110022494419 3704.764057601909 1130.3186929831802
9436448435,2,4,3,0.4,601155.9908452644 90949.24245024224 -7931.20441131137 -36029.25103718965 78963.39354077325 15888.8094815376 -17083.562765245286 -2919.1198257955166 3704.7596499178217 1130.3235013356407
9436448269,2,4,3,0.6,601155.9933647328 90949.24259542325 -7931.203816245943 -36029.23441323843 78963.38033680711 15888.802241093188 -17083.55829920305 -2919.0828756919523 3704.7605517993807 1130.3054909071866
9436449085,2,4,3,0.8,601155.9427514629 90949.24203987427 -7931.199929050309 -36029.26880482567 78963.4961989905 15888.818488363077 -17083.595590406796 -2919.126344212781 3704.763744794493 1130.3266951473888
9436448664,2,4,3,1.0,601155.9852976511 90949.24230268439 -7931.2042385990735 -36029.27683229478 78963.40939308803 15888.820619743165 -17083.568103894082 -2919.151912501368 3704.7596238566584 1130.3391862780222
9606560974,2,4,4,0.0,577871.4030474174 91055.67617015471 -7717.135099865137 -36269.871377093485 76024.67788571164 15851.491826979323 -16160.481282140365 -1860.1196541051042 76617.40575027594 701.6759773019294 -27292.988404155152
9606561691,2,4,4,0.2,577871.3506666799 91055.67683545819 -7717.1325805598635 -36269.888846173475 76024.55926905091 15851.497062122435 -16160.442867532172 -1860.147423961236 76617.66376051513 701.6898529488338 -27293.082532547556
9606560845,2,4,4,0.4,577871.4136174838 91055.67655218508 -7717.136439883298 -36269.8714305705 76024.58713976291 15851.490406614977 -16160.452098556701 -1860.1354759793553 76617.4759021121 701.6837723125562 -27293.014417206778
9606560959,2,4,4,0.6,577871.3920314728 91055.67673136169 -7717.13444928457 -36269.85077155167 76024.54829113897 15851.480979315857 -16160.439065565424 -1860.157871349544 76617.56471579935 701.6946603915695 -27293.046628825687
9606560291,2,4,4,0.8,577871.4480272119 91055.67666951915 -7717.138276505453 -36269.84984700384 76024.53773228478 15851.480621533328 -16160.436080120566 -1860.1429972490357 76617.43694245073 701.6873097554977 -27293.00053161125
9606562042,2,4,4,1.0,577871.3183127498 91055.67645211027 -7717.130033843579 -36269.87970659723 76024.6733095341 15851.494942422198 -16160.479372296262 -1860.1147070874251 76617.62511197587 701.6738390911213 -27293.067808375974
8826538513,3,1,1,0.0,654126.8538748084 84488.56703773073 -10168.17533976044 3538.5891169290494 -4960.304620503438 -777.4045421924851
8826538683,3,1,1,0.2,654126.8541361379 84488.58365400504 -10168.175547025796 3538.5808881779026 -4960.304792185358 -777.4044938491039
8826539077,3,1,1,0.4,654126.8531058058 84488.62356534517 -10168.174911260143 3538.561116876979 -4960.3052152353985 -777.4044052657958
8826539210,3,1,1,0.6,654126.8531383281 84488.63673931514 -10168.174956165143 3538.554592167121 -4960.305352476612 -777.4043698382378
8826538605,3,1,1,0.8,654126.8538917777 84488.57613243735 -10168.175367012414 3538.584612546801 -4960.3047152829795 -777.4045178256051
8826538666,3,1,1,1.0,654126.8537844683 84488.58228906937 -10168.175304238266 3538.581562867653 -4960.304780210261 -777.4045033041618
8814207528,3,1,2,0.0,648046.2964836059 85179.87396821142 -8047.004927511713 3182.48760893906 -4977.192536885602 -822.963189411966 2720.48819970175
8814208074,3,1,2,0.2,648046.2943203072 85179.92791395218 -8047.004190399135 3182.4608849867177 -4977.193104370984 -822.9630657905808 2720.4890911711827
8814208030,3,1,2,0.4,648046.2938268054 85179.92379110769 -8047.00398603449 3182.4629257744336 -4977.193062488681 -822.9630811648191 2720.489275536751
8814207763,3,1,2,0.6,648046.2970498983 85179.89680480715 -8047.0052020124485 3182.4762996389004 -4977.192773766148 -822.9631237440659 2720.4880091669033
8814207623,3,1,2,0.8,648046.2961337778 85179.88335979839 -8047.004809738559 3182.4829565454925 -4977.192635621173 -822.9631676516343 2720.488344588506
8814208175,3,1,2,1.0,648046.2939416016 85179.93792884893 -8047.004062616367 3182.4559238053375 -4977.193209671192 -822.9630426350836 2720.4892478885513
8814794533,3,1,3,0.0,648037.1019209184 85186.0696773051 -8043.1837665970115 3180.6020248057093 -4976.85805593853 -621.5834422031627 2723.4888678076427 -190.87390838059906
8814794534,3,1,3,0.2,648037.1031830638 85186.06792000175 -8043.184346894825 3180.602937934437 -4976.858085235601 -621.5634277053343 2723.4885205006954 -190.88362623287748
8814794724,3,1,3,0.4,648037.0988472962 85186.09085394458 -8043.182506859346 3180.5914862740906 -4976.858230050113 -621.6047690164671 2723.4899229145253 -190.86352003700569
8814794731,3,1,3,0.6,648037.1039406833 85186.08603190102 -8043.184741130132 3180.5939945146406 -4976.858304911061 -621.5505452955124 2723.4883401602556 -190.8898447580687
8814794436,3,1,3,0.8,648037.1057606362 85186.05934688983 -8043.1852534339105 3180.6071463157264 -4976.857933524401 -621.5857318675754 2723.487368204416 -190.87280898489408
8814794582,3,1,3,1.0,648037.1044300895 85186.07402260986 -8043.184754623597 3180.5998719943927 -4976.85808685544 -621.586843011528 2723.4878875079594 -190.87224423868014
9019458317,3,1,4,0.0,621079.4384914051 86137.40611970997 -7503.0911039880475 2683.8611147660345 -5243.725189070086 443.9434086778154 80253.73600201933 -618.1234553264525 -28750.505859547982
9019458426,3,1,4,0.2,621079.409669978 86137.38827478516 -7503.0888119480815 2683.8698586519668 -5243.725162211053 443.91319490092195 80253.80701723722 -618.1087499536196 -28750.531478855475
9019458967,3,1,4,0.4,621079.396741748 86137.42980098425 -7503.0871042638155 2683.8492287468994 -5243.725636317033 443.89136770205977 80253.83482884428 -618.098051268104 -28750.54133813688
9019457922,3,1,4,0.6,621079.4505828462 86137.39339892806 -7503.09078791631 2683.867277963311 -5243.724751092887 443.86831049214237 80253.69976014164 -618.0870613614394 -28750.49261184691
9019458144,3,1,4,0.8,621079.450521591 86137.40485709383 -7503.091796847939 2683.861728886251 -5243.725041714122 443.9306143823618 80253.70507346008 -618.1172778451971 -28750.494676010414
9019458020,3,1,4,1.0,621079.4598296786 86137.40949818258 -7503.09176940946 2683.859363913457 -5243.72490771952 443.8925817460574 80253.6781512832 -618.0988348233491 -28750.484846399937
9126218747,3,2,1,0.0,626453.2371033843 84809.80968694745 -10265.615304481797 3183.986356415317 -4821.157720026619 26973.430896322505 -875.8407093518704
9126218387,3,2,1,0.2,626453.2379835802 84809.77446958184 -10265.615678471322 3184.00380281395 -4821.157349865095 26973.430675104773 -875.840791287483
9126218584,3,2,1,0.4,626453.2382813167 84809.79390446366 -10265.615826229168 3183.994178328653 -4821.157552367164 26973.430564633687 -875.8407367031156
9126218675,3,2,1,0.6,626453.2369564641 84809.80258080347 -10265.615233258455 3183.9898753341126 -4821.157646070692 26973.430948014895 -875.8407297646055
9126218666,3,2,1,0.8,626453.2375336051 84809.80176303071 -10265.615493574345 3183.990282866749 -4821.1576362142905 26973.43077763085 -875.840725010706
9126218219,3,2,1,1.0,626453.238335872 84809.75793888471 -10265.615826508601 3184.01199172388 -4821.157176252315 26973.4305893344 -875.8408304763569
9151982527,3,2,2,0.0,616843.0537415724 85504.3319365505 -7766.7746700417165 2812.054324359028 -4827.9518012161125 28607.059753814978 -935.343014289355 3841.4177097882252
9151982595,3,2,2,0.2,616843.0487239418 85504.33693680173 -7766.773140528322 2812.051831463299 -4827.951856005918 28607.06075009705 -935.3430398816874 3841.4192475835443
9151981967,3,2,2,0.4,616843.0513673188 85504.27683666788 -7766.77386768433 2812.0816066181883 -4827.951226815036 28607.060324047776 -935.3431781244384 3841.418330096712
9151981974,3,2,2,0.6,616843.0583272711 85504.27975370712 -7766.776002719893 2812.080184552041 -4827.95125374736 28607.058925155532 -935.3431166118517 3841.416215405717
9151982037,3,2,2,0.8,616843.0463792419 85504.28204983944 -7766.77234749182 2812.0790083629804 -4827.951283814777 28607.061314039638 -935.343202927508 3841.419859273807
9151982047,3,2,2,1.0,616843.0572177583 85504.28648479469 -7766.77567222137 2812.0768471457395 -4827.951324629711 28607.059135787593 -935.3431074179753 3841.416565967201
9152464499,3,2,3,0.0,616771.1352301117 85535.96052563218 -7740.8467237189025 2791.8782602998303 -4823.637128873783 28631.136961841323 -2924.0370877853957 3846.888044901178 997.0375960692278
9152463836,3,2,3,0.2,616771.1328790014 85535.89554817362 -7740.845913580913 2791.9104344084976 -4823.636449990488 28631.137545926962 -2924.037631732377 3846.8886358577997 997.0377350170023
9152464077,3,2,3,0.4,616771.1298900249 85535.91789051358 -7740.845016270909 2791.8993472090174 -4823.636670504905 28631.13813373159 -2924.0433264608628 3846.889538764594 997.0405391141683
9152463565,3,2,3,0.6,616771.1277338432 85535.86730918563 -7740.844257005994 2791.924366599756 -4823.636109927326 28631.138714186065 -2924.056363256796 3846.8899883285562 997.046770948995
9152464167,3,2,3,0.8,616771.1334856832 85535.92869705445 -7740.846270172073 2791.8941279080145 -4823.63693628176 28631.137105056663 -2923.9828116299113 3846.888989895256 997.0111821861803
9152464186,3,2,3,1.0,616771.1342239119 85535.93072717295 -7740.846496342209 2791.8931225084043 -4823.6369541233535 28631.136959303414 -2923.9839636740526 3846.8887586825804 997.0117461019881
9334023562,3,2,4,0.0,592579.6515666635 86392.7274181782 -7715.955545069967 2347.7204790315973 -5082.3766580175 28331.763070860132 -1837.4030043252744 78426.70457258065 558.765788528319 -27970.539688620756
9334022773,3,2,4,0.2,592579.6984121501 86392.7019628812 -7715.959727484151 2347.7331890256664 -5082.376087508658 28331.760717787667 -1837.3890690249875 78426.59938907153 558.7588700758522 -27970.501982615177
9334022679,3,2,4,0.4,592579.6901811669 86392.6808626421 -7715.960189740963 2347.743710535086 -5082.376052797227 28331.760201683825 -1837.3518013604607 78426.6274112286 558.7407698986475 -27970.512324749194
9334023362,3,2,4,0.6,592579.6824417706 86392.73878873231 -7715.958823107192 2347.7149714777024 -5082.376656916174 28331.761052921847 -1837.3671105160302 78426.63919921582 558.7483201835137 -27970.51634484854
9334022050,3,2,4,0.8,592579.7106903361 86392.64693877817 -7715.960639059756 2347.7605062345947 -5082.375479711055 28331.760195312752 -1837.3660749969918 78426.57092511207 558.7475731050806 -27970.491746887325
9334023391,3,2,4,1.0,592579.6686381691 86392.72925164051 -7715.95702902616 2347.719595094462 -5082.376548445457 28331.76225435368 -1837.4042931235927 78426.66580766783 558.7663789662507 -27970.525779612406
9205443407,3,3,1,0.0,627056.1400301979 85029.51266131381 -10460.41314302246 3033.5496821403954 -29952.48111389658 26491.666759366442 12552.42230546661 -635.1940370896903
9205443280,3,3,1,0.2,627056.1382809959 85029.50077276138 -10460.412349580001 3033.555565205715 -29952.479551529803 26491.667310512705 12552.42167690918 -635.1941036063529
9205443356,3,3,1,0.4,627056.1396783509 85029.50481207701 -10460.412957333108 3033.5535589630435 -29952.486534673142 26491.666801014133 12552.424611807286 -635.1940057287495
9205443240,3,3,1,0.6,627056.1390054097 85029.51161528661 -10460.4127920269 3033.550245176067 -29952.451756579092 26491.66744626314 12552.409937539063 -635.1943508446321
9205443531,3,3,1,0.8,627056.1405508188 85029.51566759998 -10460.41331344455 3033.5481661337108 -29952.498549962012 26491.666375184774 12552.429643381376 -635.193845826328
9205443588,3,3,1,1.0,627056.1409527897 85029.5173371937 -10460.413467148455 3033.547328202424 -29952.50614137738 26491.666155530078 12552.432837801905 -635.1937595592958
9229921962,3,3,2,0.0,617380.5539433807 85728.34535400411 -7958.285536581059 2659.75355210284 -29730.664043343546 28129.485226782537 12440.23427871413 -696.8787729742785 3898.5589369199192
9229921612,3,3,2,0.2,617380.5581639446 85728.32631237885 -7958.286790058182 2659.763039125725 -29730.63818778734 28129.484818209457 12440.223453754215 -696.8790549675876 3898.557393446605
9229921548,3,3,2,0.4,617380.5574059658 85728.30385776219 -7958.286542330099 2659.774106513641 -29730.669245498437 28129.484515233857 12440.236605982558 -696.8787969886478 3898.5578533166517
9229922024,3,3,2,0.6,617380.554777273 85728.36963868319 -7958.285808156749 2659.741585074464 -29730.629051650085 28129.485573716323 12440.219463608322 -696.8790663349187 3898.558423134935
9229921895,3,3,2,0.8,617380.5522540006 85728.34689685029 -7958.285013328648 2659.752809587031 -29730.647589005683 28129.48582192816 12440.227337748993 -696.8789518009197 3898.559311772437
9229921395,3,3,2,1.0,617380.555169523 85728.29691915606 -7958.285839898288 2659.777562668254 -29730.652868422632 28129.48523174756 12440.229722407204 -696.879000563601 3898.558380335352
9230269705,3,3,3,0.0,617306.9480825183 85760.83899230779 -7931.730777869875 2639.0099250032995 -29720.325456695162 28154.289071811927 12436.89276282842 -2746.9065506397824 3904.0132113749023 1029.1679485286174
9230269089,3,3,3,0.2,617306.9496707798 85760.78418224324 -7931.731281914141 2639.0371723225503 -29720.318626476976 28154.28874451129 12436.890033430729 -2746.864440655559 3904.0129375383735 1029.1473733612293
9230269966,3,3,3,0.4,617306.952065385 85760.85051825097 -7931.732049395397 2639.0042017324945 -29720.354319499576 28154.287755544978 12436.904891070757 -2746.8964750645814 3904.012352567226 1029.1632084145272
9230269546,3,3,3,0.6,617306.9455643843 85760.8202209238 -7931.730074489109 2639.019283465607 -29720.3313958523 28154.289323295343 12436.895294670825 -2746.8669662640673 3904.0143401407277 1029.1487180361719
9230269492,3,3,3,0.8,617306.9468012451 85760.81472702332 -7931.730416555902 2639.0219808147112 -29720.33250069207 28154.289127766267 12436.895787112573 -2746.879838040939 3904.013851096494 1029.1549635544334
9230269410,3,3,3,1.0,617306.9505782863 85760.80754653735 -7931.73162341838 2639.0255993818832 -29720.334005618057 28154.288234904212 12436.896437112551 -2746.853754499435 3904.012926785991 1029.1422964788806
9414039983,3,3,4,0.0,593117.2234628849 86618.87446936118 -7910.728663895708 2193.8596421350344 -30210.67919585477 27848.79820363795 12545.545844511358 -1658.5768907926022 78536.29392608536 591.223806226337 -27994.521306024963
9414040425,3,3,4,0.2,593117.1726020921 86618.8471982501 -7910.725513836333 2193.8730695611143 -30210.702912193785 27848.799387010156 12545.555736754604 -1658.5624314846823 78536.4196741599 591.2169696856157 -27994.566736881203
9414039496,3,3,4,0.4,593117.2550410574 86618.85556322776 -7910.731164705636 2193.869060949764 -30210.69193480649 27848.79661153492 12545.55136784386 -1658.5622889362744 78536.2209026878 591.2166643167728 -27994.495025753135
9414040142,3,3,4,0.6,593117.1905077647 86618.83619316967 -7910.726584474432 2193.878504853486 -30210.71194216962 27848.79876137981 12545.559643476678 -1658.5746181599118 78536.37551720887 591.222860060608 -27994.55077547623
9414040541,3,3,4,0.8,593117.1706915109 86618.85471323034 -7910.724473977136 2193.8692111781097 -30210.712213380695 27848.80011187438 12545.559660537208 -1658.6181764851647 78536.41707899861 591.2440834145704 -27994.56561518205
9414039636,3,3,4,1.0,593117.2323538307 86618.83826898616 -7910.729186034481 2193.8775116679426 -30210.706372358036 27848.797587929126 12545.557443308628 -1658.5902251248697 78536.27249867932 591.2303104844747 -27994.513560560143
9354582671,3,4,1,0.0,609650.7635704746 84601.3646248198 -9893.9942006745 3173.439638491367 -36138.9551121382 75854.60564119068 15928.21870535506 -16335.546543190761 -670.1185439858515
9354582634,3,4,1,0.2,609650.8287654548 84601.43120681505 -9894.000201340668 3173.4068831277523 -36138.96894229056 75854.45119038704 15928.22206533162 -16335.497466752988 -670.1178197053105
9354582820,3,4,1,0.4,609650.7930182267 84601.41054365544 -9893.996985696283 3173.4169949489265 -36138.96202429917 75854.53609003838 15928.220458185662 -16335.524449287706 -670.118169260871
9354582357,3,4,1,0.6,609650.8074243198 84601.39293411605 -9893.997928469444 3173.425801403075 -36138.94289836077 75854.49926012209 15928.211897366884 -16335.51245898551 -670.1183223544809
9354583148,3,4,1,0.8,609650.7789681614 84601.42935391363 -9893.995284634453 3173.407632055734 -36138.95821023407 75854.56701334308 15928.219237523666 -16335.534188728001 -670.1182577771461
9354583098,3,4,1,1.0,609650.7659759 84601.39672566832 -9893.99463824182 3173.4237098307003 -36138.97888458886 75854.60194052239 15928.228583976115 -16335.545648297833 -670.1182025569719
9374296696,3,4,2,0.0,601363.2534478802 85256.39761140822 -8000.893391589633 2826.8446422179823 -35780.823096323 78997.79878521997 15801.872950032805 -17107.72195953836 -720.5827685276158 3637.1073667411288
9374297777,3,4,2,0.2,601363.2386133015 85256.45821374978 -8000.892868934549 2826.814492090631 -35780.873339878104 78997.83730694625 15801.894537533459 -17107.734871941728 -720.5821809449328 3637.1083459067286
9374297448,3,4,2,0.4,601363.226757414 85256.4153010949 -8000.891779565059 2826.8357124101826 -35780.86757876441 78997.86328853639 15801.892622683094 -17107.743098802668 -720.5824182167197 3637.1091298641527
9374297995,3,4,2,0.6,601363.2262645125 85256.46559929951 -8000.892147916517 2826.8107957492625 -35780.86940830918 78997.86673349053 15801.893294342577 -17107.744247769795 -720.5822725420651 3637.1089321251106
9374297378,3,4,2,0.8,601363.2548620914 85256.45649418567 -8000.893857496586 2826.8154573579623 -35780.839476046225 78997.79774339347 15801.879666499732 -17107.72182722808 -720.5824411635704 3637.1072396443305
9374297362,3,4,2,1.0,601363.2215996885 85256.3948601279 -8000.891513204604 2826.8458001139197 -35780.87825970215 78997.8766388108 15801.897392473109 -17107.747512898553 -720.5823885187756 3637.1093622396415
9374735534,3,4,3,0.0,601295.4001073152 85287.58205478144 -7976.129757881593 2806.5967285829724 -35771.31268945725 79026.66888098799 15799.091245576637 -17110.24109985407 -2782.190610813856 3641.0987582758676 1052.387065004071
9374735183,3,4,3,0.2,601295.4119968902 85287.57800181635 -7976.1296496798805 2806.5987388007943 -35771.28647250255 79026.63409888907 15799.079688137057 -17110.229486454653 -2782.2326782454093 3641.0983159604457 1052.407379162536
9374735783,3,4,3,0.4,601295.3968474852 85287.60034458636 -7976.129191390512 2806.587546547284 -35771.31646320063 79026.67449136544 15799.092885306627 -17110.242790419663 -2782.243352932136 3641.09881276447 1052.4127197192634
9374735906,3,4,3,0.6,601295.3770315999 85287.58568982182 -7976.127154832139 2806.5947223095036 -35771.32669559093 79026.71552233402 15799.097845943494 -17110.25593171319 -2782.241115017321 3641.10072210001 1052.4116305058658
9374735627,3,4,3,0.8,601295.395666004 85287.57547012196 -7976.1293538291275 2806.5998632965457 -35771.33181637459 79026.67981453663 15799.099516685368 -17110.24473815915 -2782.230078837488 3641.098820797552 1052.4062941251645
9374735077,3,4,3,1.0,601295.4190796418 85287.55262267713 -7976.131238034177 2806.611238115341 -35771.32467879358 79026.62836192944 15799.09582640349 -17110.228240838846 -2782.2483313245234 3641.096831845973 1052.4151055061898
9538310014,3,4,4,0.0,578103.2771170082 86158.10415580761 -7751.795996767286 2357.515296454885 -36021.78942314794 76100.9028908512 15764.210173823965 -16189.168550280003 -1733.9068704543918 76153.32125986843 630.4786073573325 -27133.89029462926
9538310914,3,4,4,0.2,578103.2368623997 86158.14751416791 -7751.79257935741 2357.4936572091706 -36021.78358871717 76100.969077033 15764.2085236144 -16189.18941425276 -1733.9324344546842 76153.34805946753 630.4910704754291 -27133.89942440674
9538311336,3,4,4,0.4,578103.191729685 86158.14234577557 -7751.789196785992 2357.496155329909 -36021.77672820977 76100.99286068349 15764.205860756323 -16189.19666874769 -1733.926490245048 76153.43354823512 630.4882206530959 -27133.930097459783
9538311104,3,4,4,0.6,578103.2048674753 86158.13477456829 -7751.78901254312 2357.499788867059 -36021.77648708408 76101.05038354224 15764.206791981405 -16189.215154966509 -1733.9618911439552 76153.33540075863 630.5052643437576 -27133.894114364663
9538310464,3,4,4,0.8,578103.2889329735 86158.16254138475 -7751.796515585196 2357.486387851322 -36021.779139292885 76100.93988465957 15764.206302751913 -16189.180410497873 -1733.8988569183357 76153.2510859163 630.4746910420826 -27133.86461182839
9538311168,3,4,4,1.0,578103.2334888934 86158.17012624332 -7751.793181234533 2357.4825978834183 -36021.78177973867 76100.89403097765 15764.206430909222 -16189.165274038172 -1733.9010519502924 76153.43809701527 630.4759945882505 -27133.932517232817
8911848452,4,1,1,0.0,625723.4432134539 83265.71416351905 71762.56465835299 4086.0219105678652 -30712.109599031166 -5119.101716550007 -671.2197024180638
8911849444,4,1,1,0.2,625723.3356116103 83265.71144020815 71762.86835398231 4086.0230335404967 -30712.222665460526 -5119.10233926827 -671.2193572272071
8911849542,4,1,1,0.4,625723.3469599609 83265.73304037543 71762.83569147535 4086.012358608433 -30712.210445820263 -5119.102495999377 -671.2193425880192
8911849617,4,1,1,0.6,625723.3634507735 83265.75738328892 71762.78843499786 4086.000335968325 -30712.19278535307 -5119.102650238673 -671.2193382236123
8911848853,4,1,1,0.8,625723.4184049595 83265.73168271653 71762.63413934398 4086.013181066045 -30712.135416440866 -5119.102049492174 -671.2195793632625
8911850134,4,1,1,1.0,625723.3369314407 83265.78537370289 71762.8624331398 4085.986416385898 -30712.220255296197 -5119.103102799343 -671.2191844866503
8941223080,4,1,2,0.0,619191.9071829976 83884.0276972221 77895.49915279822 3769.316459768852 -32802.71024010299 -5132.813284388655 -678.922465373521 3517.8612034873963
8941222407,4,1,2,0.2,619191.9725147036 83884.02519542341 77895.32908646831 3769.3178346779123 -32802.64697067808 -5132.812908486528 -678.9226679438748 3517.8563275211072
8941223563,4,1,2,0.4,619191.8768480323 83884.04675244511 77895.5772494081 3769.306958525063 -32802.739245546756 -5132.813644416571 -678.9223285168453 3517.86359243639
8941224442,4,1,2,0.6,619191.8446612618 83884.10593928314 77895.65653236784 3769.27757689281 -32802.768514411735 -5132.8144277984475 -678.9220984559025 3517.86669882309
8941223930,4,1,2,0.8,619191.9004932857 83884.10985763825 77895.51196106352 3769.2757514861664 -32802.714756671325 -5132.814170952063 -678.9222518414508 3517.8623860584585
8941223105,4,1,2,1.0,619191.9241404622 83884.04776230169 77895.45439201487 3769.306556372505 -32802.69354731514 -5132.813402138974 -678.9224664909232 3517.8600137707504
8942148789,4,1,3,0.0,619192.9675924954 83885.04205351748 77895.64173207646 3770.9344103485378 -32804.11423569629 -5133.352746438837 -59.786599256992275 3520.001327343426 -401.0568337001043
8942148640,4,1,3,0.2,619192.9923097928 83885.05383265771 77895.57696137912 3770.928589295859 -32804.09005934773 -5133.352688754729 -59.80554083986976 3519.9993911088277 -401.04765642123834
8942149157,4,1,3,0.4,619192.9823850015 83885.0924465509 77895.60238844671 3770.9095372983843 -32804.09960746868 -5133.353264736369 -59.75787682158292 3520.00051174599 -401.07070792631345
8942148688,4,1,3,0.6,619192.9920708431 83885.0566901901 77895.5785134136 3770.92720323464 -32804.09071509481 -5133.3527595414835 -59.790381016368734 3519.9993570255365 -401.0550091193374
8942149419,4,1,3,0.8,619192.9490181945 83885.09117695845 77895.68619574337 3770.910002202246 -32804.13052894801 -5133.35330439422 -59.80577976563485 3520.003174669501 -401.04740449394143
8942148230,4,1,3,1.0,619193.0123781522 83885.02410498053 77895.52976136963 3770.943479830214 -32804.07290299452 -5133.352437151554 -59.74275538829376 3519.9975346330966 -401.07821915367106
9116205668,4,1,4,0.0,594861.7897007546 84872.0814430153 73700.58780309974 3260.4362390265005 -30896.276714225438 -5375.522369456612 897.6055488426983 76096.61733611983 -787.4093742202706 -26816.987854804906
9116204834,4,1,4,0.2,594861.8670787733 84872.08475204823 73700.55629701594 3260.434756312853 -30896.26641304716 -5375.521869993448 897.6380849029617 76096.4467879644 -787.4253543979695 -26816.926500667538
9116205522,4,1,4,0.4,594861.7824162178 84872.05157330212 73700.5761971379 3260.4511058065445 -30896.27241285891 -5375.522235121314 897.6424974321499 76096.6506894372 -787.4273383519018 -26817.000126411258
9116204894,4,1,4,0.6,594861.8375035749 84872.05275652478 73700.56488137796 3260.4506079767975 -30896.269257475327 -5375.5218298147765 897.6563926693259 76096.51809357219 -787.4342228859066 -26816.95230343194
9116203835,4,1,4,0.8,594861.9188591385 84872.04192801347 73700.44895432545 3260.4560310505162 -30896.226670525084 -5375.5210627558645 897.6210398812499 76096.41466922178 -787.417257380943 -26816.915758347033
9116205766,4,1,4,1.0,594861.7643749992 84872.07282725403 73700.75097623028 3260.4404213145217 -30896.338238751854 -5375.522320572834 897.6090893378869 76096.52763786873 -787.4111003804499 -26816.954198829222
9220207271,4,2,1,0.0,599081.3862091822 83605.58512845782 70602.69889466433 3724.7800270667262 -30639.803117916614 -4971.767910794002 27288.250684741768 -752.7393125245549
9220208117,4,2,1,0.2,599081.3262629812 83605.61282170618 70602.86003432955 3724.766173007414 -30639.863019896875 -4971.76853468979 27288.253068157595 -752.7390690409693
9220207657,4,2,1,0.4,599081.3745294425 83605.61348384361 70602.7292390974 3724.7659552660975 -30639.814326074968 -4971.768270827138 27288.251242176935 -752.7392116476254
9220207854,4,2,1,0.6,599081.3496113325 83605.60895321643 70602.79682252684 3724.768142459176 -30639.83949395968 -4971.768363310305 27288.2521886212 -752.7391486433685
9220208366,4,2,1,0.8,599081.2842930488 83605.59665248364 70602.974556376 3724.7740861902735 -30639.90570721961 -4971.7686022969765 27288.254580978628 -752.7389808368874
9220207473,4,2,1,1.0,599081.3909348164 83605.61083684361 70602.68444640742 3724.7673037501536 -30639.79763861518 -4971.768150498148 27288.250682906746 -752.7392698612907
9269355685,4,2,2,0.0,590460.7372861961 84253.50823330789 75878.10675615352 3385.975663733582 -32262.103197411067 -4979.190985168858 28336.367786197246 -777.6285893652129 4148.816018165579
9269354795,4,2,2,0.2,590460.7806856456 84253.46146406891 75878.00057872217 3385.998926748446 -32262.063821213098 -4979.190285729571 28336.366209200445 -777.6288199103832 4148.812491686251
9269355099,4,2,2,0.4,590460.774774954 84253.48695798407 75878.01217423413 3385.9862859038312 -32262.068008034996 -4979.19057474172 28336.36662306124 -777.6287510061728 4148.813330056451
9269355363,4,2,2,0.6,590460.778363475 84253.51745312217 75878.0033382519 3385.971189150611 -32262.064695543457 -4979.190876408509 28336.366400434712 -777.6286804903837 4148.813056519488
9269355252,4,2,2,0.8,590460.7597668195 84253.48641039539 75878.0551922639 3385.986523427551 -32262.084185875196 -4979.190655682291 28336.366658931438 -777.6286875329157 4148.813770297234
9269355256,4,2,2,1.0,590460.7620340486 84253.48953060375 75878.04657114079 3385.98498303711 -32262.080881720885 -4979.190670507998 28336.366832490254 -777.6286984312561 4148.813965483491
9269601993,4,2,3,0.0,590411.5184204454 84280.02926789901 75874.67439324986 3369.4759235242714 -32253.49736250227 -4975.822227754595 28355.505677644316 -2288.9810911427035 4153.881638728609 753.0993279319613
9269601380,4,2,3,0.2,590411.5574017991 84280.00635049524 75874.57733391815 3369.4874180243182 -32253.46135415933 -4975.821864603369 28355.504243881987 -2288.9540475121808 4153.878947144053 753.0860916176089
9269602059,4,2,3,0.4,590411.5076661777 84280.02590194104 75874.69576838292 3369.4775404236907 -32253.50511242871 -4975.822200880482 28355.506600091074 -2288.993944315494 4153.882990105473 753.1055738697356
9269602583,4,2,3,0.6,590411.4972767147 84280.06834664517 75874.72421928035 3369.4565119537315 -32253.51575379956 -4975.822725875449 28355.50658320893 -2288.984593876147 4153.883561234716 753.1011334572704
9269600938,4,2,3,0.8,590411.5950249052 84280.00092860195 75874.4779173078 3369.4900783439793 -32253.42408610576 -4975.8214718807285 28355.50365183093 -2289.0080969692553 4153.876286265365 753.1122553202448
9269601813,4,2,3,1.0,590411.4918617252 84279.98263711846 75874.74697857011 3369.4990407634295 -32253.524693807238 -4975.821984452827 28355.506021449426 -2288.9420503072724 4153.8832143098325 753.0803359400145
