loss,weight_order,prod_distance_order,time_delivery_order,lambda,thetas
61683437,2,2,4,0.0,7.713580782491613 0.1190968236987766 -0.09537319258836408 0.004066147939851247 -0.06621773651056427 -0.051227526641830175 -0.02381618089015454 0.03155853659516327 0.00553326288240266
61683415,2,2,4,0.2,7.7135282082398495 0.1190887390870118 -0.09536310544958052 0.004065253095864891 -0.06620927954730198 -0.05119588027392547 -0.02372652737573651 0.0315469396681253 0.005505088202725277
61683350,2,2,4,0.8,7.713370358656544 0.11906449201255193 -0.09533280662138313 0.004062569363890882 -0.06618386876128879 -0.051101291894321776 -0.023457551868596882 0.0315122966054359 0.0054205622296357794
61675711,2,3,2,0.8,7.686168948683143 0.11856725856572987 -0.09146096006577976 -0.031804945495526475 -0.06236462425002163 0.014125709315192428 0.016881725862904866 0.005048858632295914
61684120,2,3,4,0.2,7.713795182349376 0.11847207787154684 -0.09504692360907117 -0.030656350832875694 -0.06645931720509611 0.013488777457669071 -0.04914038568078285 -0.02357541578418114 0.03078036272312223 0.005409702838570257
61684070,2,3,4,0.6,7.713689239865987 0.11845721142683488 -0.09502741725584399 -0.03050492300432614 -0.06644209418762483 0.013413592291781476 -0.04908383714274555 -0.02339678000455032 0.03075976381724642 0.005353719272841699
61678152,3,2,2,0.0,7.685712926202105 0.15141415185282978 -0.09172614601348301 -0.016586550297951995 0.0039189477118502705 -0.062077992770791006 0.016411318093793516 0.0053697971211985095
61679285,3,3,2,0.2,7.686055591912032 0.1523664810792769 -0.09135835322927985 -0.017397644501557216 -0.033070580359106906 -0.06229330811204528 0.014702928560619078 0.016699150678559132 0.005150644951253346
61679176,3,3,2,1.0,7.685994350091952 0.15204445738606115 -0.09132723410950518 -0.01724424134850754 -0.03275067641415781 -0.06226976532885569 0.014544530783486862 0.016695411455227918 0.005151983907147128
61687621,3,3,4,0.6,7.713955909751391 0.15096441986063636 -0.09494094469890604 -0.01661643321137891 -0.031505285490164174 -0.0663858282207523 0.013868075907797704 -0.04818441477258629 -0.024322799269683674 0.030212300431500607 0.0057021461903689705
