loss,weight_order,prod_distance_order,time_delivery_order,lambda,thetas,diverge
46685217772846906007796100640492398697461319181966733039622956840904640430080000,1,3,3,0.6,-9.608590277560622e+31 -3.9590106279439323e+33 -2.2693149610800963e+35 -5.535688375079778e+38 -1.3862046230956898e+42 -7.168654338925824e+32 -6.88046054824114e+33 -7.427302648602064e+34,False
106356640707146203673917200036943699962461960123901674877511818511912612835360768,2,3,2,0.0,-1.4380941208229024e+32 -5.976252848306919e+33 -3.4480683429231384e+35 -3.406242388537177e+35 -8.332653551001106e+38 -2.0922807261872752e+42 -1.0762807998583109e+33 -1.0399102538439975e+34,False
13657535832217152842992405948564981283949641728,4,2,1,1.0,-8.040741186377842e+17 -5.621940909513045e+19 -4.11140433394442e+21 -3.078318478369062e+23 -2.3428425718163923e+25 -1.6608013348659633e+21 -3.62743202705272e+24 -5.946368974779716e+18,False
211672550440,2,1,1,0.2,71.97087618404075 4054.500119956089 268225.7214255672 146817.4244765451 528.8800818209306,False
60470646725717129240868862489274259782276317701282083229250206765740197937152,2,3,4,0.4,-3.9271476923717303e+30 -1.6412037268053443e+32 -9.500030995687025e+33 -9.271281666619e+33 -2.26028765257352e+37 -5.656948040978884e+40 -2.926190525392465e+31 -2.8222821762917637e+32 -3.061324620157295e+33 -3.5417656541959e+34,False
4386781214917635284885674733308290793472,1,2,2,0.8,-2108804334487264.8 -8.711815750799774e+16 -4.797837099820958e+18 -1.135655514087979e+22 -1.5879663964888256e+16 -1.5379441563862822e+17,False
3876997688126177060685598289770892101644574171146855970223887643343171486744576,1,3,4,0.8,-2.9644574189203007e+31 -1.2144183014139015e+33 -6.996902384003534e+34 -1.706015119104831e+38 -4.270526222194422e+41 -2.2299048457840773e+32 -2.1512934843452302e+33 -2.330425926011189e+34 -2.692217597788975e+35,False
9099938896857528557301932048353591296,1,2,4,0.0,113485015952514.36 4694649713792891.0 2.5832329374060618e+17 6.12006804551883e+20 854819037826936.0 8268110301952904.0 8.978431395882778e+16 1.0398526674016302e+18,False
199655377554559966356993017211255244776763874889806948831102295489045021623058432,1,3,2,0.2,-1.8340052705485776e+32 -7.645695220489902e+33 -4.333126034692766e+35 -1.0581424376677082e+39 -2.6540234739842204e+42 -1.3768047302966664e+33 -1.3260345779077994e+34,False
2683814271921648876137425628311343595520,1,2,3,0.8,-1824688193358276.8 -7.623837748156768e+16 -4.1296983823674373e+18 -9.730619119212341e+21 -1.358533174609039e+16 -1.3057361540862904e+17 -1.4116515053393224e+18,False
144751368028446560567805755687706820608,2,2,1,0.0,-386149639743467.7 -1.6186051975916886e+16 -9.358345677806221e+17 -8.749850028759515e+17 -2.0629320343580993e+21 -2898408273038073.0,False
2578624958231058049731096224009595912192,2,2,2,0.0,-1770401954843911.0 -7.307695417482208e+16 -4.1967997528481193e+18 -4.0293765588050903e+18 -9.538021527317431e+21 -1.3226915919205696e+16 -1.2767990418038154e+17,False
2481365702170,2,1,4,0.4,12833.3439865658 537515.1090832452 31082373.51592749 26163566.67580549 151944.32119340496 1870583.9095842221 23573950.77043728 302060250.1353594,False
211976182797,1,1,1,0.8,6.689166724191893 242.2127210244015 12025.160444691544 42.79925846298549,False
1187647905218428432265929982676780589225052435856189952578703871956664046120278905287262544690673918858025528474262831104,1,4,3,0.4,-5.768262240563029e+48 -2.3690342647310844e+50 -1.4093650625413995e+52 -3.5356822122111507e+55 -9.062021071811918e+58 -2.3636190312622514e+62 -4.3641541295534123e+49 -4.23028568797747e+50 -4.595798602253925e+51,False
213030467251,2,1,1,0.8,72.1078763636692 4076.843619589546 270585.3123517592 146862.77536242403 534.0895876951579,False
2282903299064245108977762613295358935040,2,2,3,0.6,-1801676803171453.2 -7.425531235772133e+16 -4.26187699194885e+18 -4.096401551729517e+18 -9.693516532114868e+21 -1.3603783638210434e+16 -1.3197846902244936e+17 -1.4366216266775954e+18,False
1560323625275712874862703743373417085406511887129754145211022671183171421332842612484394088926228170446145834274330247168,1,4,1,1.0,-5.7954235040929605e+48 -2.3786599558518176e+50 -1.4111452574183763e+52 -3.528769410535074e+55 -9.018194315318071e+58 -2.3462354819357548e+62 -4.3789199887760986e+49,False
212346289701,2,1,3,0.0,76.7908390676233 4270.379411451382 280768.9205962763 157657.35660692485 587.9329668657566 5812.522296717037 64136.62418649329,False
154996495849081529273573362419149156095366876774655009835069064136241441070931884368937165435039892954079574712385536,3,4,4,0.0,-7.775809063863534e+46 -3.207844673388043e+48 -1.8548361920236125e+50 -1.206984179856218e+52 -1.8958359131930915e+50 -4.747844136837441e+53 -1.2152111153158627e+57 -3.1662551815639108e+60 -5.842039711102399e+47 -5.655295937068831e+48 -6.150930740244792e+49 -7.133583475860242e+50,False
468122089916518170347932966265578061824,2,2,4,0.4,-876774875781518.6 -3.6078356359605016e+16 -2.0652673301209823e+18 -1.9888463292571748e+18 -4.6925887644103606e+21 -6586472450587890.0 -6.385021251845472e+16 -6.953053924468536e+17 -8.067719152733442e+18,False
109786327043192224981733548992961788417655682573585875981205079922521621397504,2,3,1,1.0,-4.2851176497423e+30 -1.7749944721682455e+32 -1.0199531421999641e+34 -1.0146533150185329e+34 -2.480669725646947e+37 -6.223552846012786e+40 -3.2113407885432498e+31,False
167290293543541276109466197092253491949652032959737768855799969019900286874943488,2,3,4,0.0,-2.0466915296261856e+32 -8.412358293500237e+33 -4.8283384508413026e+35 -4.848400781616198e+35 -1.1856853261259662e+39 -2.975399288914106e+42 -1.535654631732726e+33 -1.481977667615663e+34 -1.6068590198640244e+35 -1.857671302762542e+36,False
1598287279274167335254779161473999437824,2,2,4,0.2,-1612059524412142.5 -6.721284090527116e+16 -3.898380439479996e+18 -3.6642392373075446e+18 -8.670823102494171e+21 -1.2211866131856236e+16 -1.1914641137027992e+17 -1.303059500407214e+18 -1.5165799165839434e+19,False
1888032030927665209654756419988522795008,3,2,4,0.8,-1856088169943407.0 -7.608116277638878e+16 -4.3623680699117655e+18 -2.8171953880885045e+20 -4.2208980078411684e+18 -9.9917444853731e+21 -1.3994017659755082e+16 -1.3557078999786938e+17 -1.4745122206522831e+18 -1.7095975448637852e+19,False
48504486657942639615222142935966090433910626352934246918650461712458145245167616,3,3,4,0.4,-1.177100736322848e+32 -4.892092783079444e+33 -2.8272239679454465e+35 -1.8356220362074302e+37 -2.774489871049223e+35 -6.755581819900415e+38 -1.688805305169851e+42 -8.905755621705618e+32 -8.683638963651124e+33 -9.49251262338286e+34 -1.1044072811356805e+36,False
2774701272026,1,1,4,0.4,12418.467544588606 517535.6461416602 25395040.595393155 148729.88882658395 1840017.5419936557 23260903.57176735 298777801.2912198,False
8824452495307507756696415973791933846857449472,4,1,4,0.0,-7.13393152496652e+17 -5.1157020760257446e+19 -3.769655809541955e+21 -2.8329676400153074e+23 -2.160809363312149e+25 -1.4493989262555302e+21 -5.377583472818439e+18 -5.194324411788661e+19 -5.619206010954253e+20 -6.473428228067864e+21,False
2805330776987148678892868943381037460314128384,4,2,4,1.0,-4.3598023901653184e+17 -3.046535462550268e+19 -2.227422747767175e+21 -1.6676483958811986e+23 -1.2693119791928234e+25 -8.965031755800901e+20 -1.952005939711568e+24 -3.261199885032154e+18 -3.1618021681068065e+19 -3.44709709914993e+20 -4.0060352856667775e+21,False
303527369556854027550803159144973991936,3,2,1,0.4,-612364769818387.5 -2.5291410464651884e+16 -1.4520983571013343e+18 -9.360057498668943e+19 -1.387459753528846e+18 -3.271036608788243e+21 -4606291809428729.0,False
2472937947513938734219264,3,1,1,0.4,742802537.7000774 51148480933.69227 3663656592636.0425 269608317693201.88 1518440237211.1404 5567381974.529227,False
1463607529247984624872067587393374095427610071552928014191506416573675721402939844264439482440816107100356785253098979328,2,4,4,0.0,-7.238483911568412e+48 -3.0023239510781302e+50 -1.7265329703485203e+52 -1.763382818745468e+52 -4.4110630422460587e+55 -1.1275092018908256e+59 -2.9336003478151135e+62 -5.492752386940385e+49 -5.341886384993885e+50 -5.821868203970045e+51 -6.760332506957968e+52,False
132539969437258045409419542405475565915142891043752289637921657220238277724864512,3,3,1,0.6,-1.626168058230205e+32 -6.839315929157412e+33 -3.981980390845862e+35 -2.5959631609918693e+37 -3.835801097646058e+35 -9.342684504715331e+38 -2.3356678420755368e+42 -1.2146570465317261e+33,False
2940368147480772965859548948625759404032,3,2,1,0.6,-1899299801349132.8 -7.925527196384042e+16 -4.587803600847807e+18 -2.982228276677169e+20 -4.30968986980089e+18 -1.0180727467147088e+22 -1.4364811692142102e+16,False
102427024998474532993682367240615434042009297854909081333657359284840233191866368,3,3,3,0.4,-1.6228522397198962e+32 -6.739246302024795e+33 -3.8933408880363764e+35 -2.5300799496373633e+37 -3.82544178647883e+35 -9.31405552768965e+38 -2.3281832605623043e+42 -1.226800638274381e+33 -1.1929905504402594e+34 -1.3011422771023132e+35,False
3788693699931132378512935524034244474254126149774846875904524105298165922529280,2,3,4,0.8,-3.0965062133915184e+31 -1.2837265759195296e+33 -7.4002443918416625e+34 -7.315635716756217e+34 -1.7859903489303413e+38 -4.4776962682014e+41 -2.3260649113200694e+32 -2.2551439846064782e+33 -2.4570151045827874e+34 -2.8527801485265217e+35,False
6572991569678194765496404660592405884447647807354907609301150161927048905077064632906674261575702203028582760122085801984,3,4,1,0.0,-1.3704559728422413e+49 -5.740492055447412e+50 -3.3211013327119835e+52 -2.1557258435345452e+54 -3.339838643435931e+52 -8.356927208141697e+55 -2.1366424273092622e+59 -5.560516862533974e+62 -1.036553854932681e+50,False
53562121242195811417295057077946365590187609131927845021587087718348093181132800,3,3,4,0.8,-1.2398315221209233e+32 -5.127563908150912e+33 -2.954332458176787e+35 -1.9122332264297335e+37 -2.921846568679228e+35 -7.10853686016089e+38 -1.7746696096347214e+42 -9.277634916421443e+32 -8.943549325421525e+33 -9.684843364636676e+34 -1.1181693210614085e+36,False
2433301132391598113423360,3,1,3,0.2,869177029.4479799 59854642977.203255 4291985300370.092 316437367499632.75 1782382717592.1987 6545801875.043156 62949716815.52569 679297482058.2611,False
2188597835901348293378048,3,1,4,1.0,875096086.4363141 60422504383.655334 4342982091714.591 320730234728427.4 1781869286588.5068 6512898386.195145 62570788618.612526 677158958454.1089 7826622999670.745,False
4073768832485609710928920658529874116144218678491486715462873137668253771694992183584686265205024632324647866118688473088,2,4,3,1.0,-1.1413075811583134e+49 -4.7378102738102235e+50 -2.7312197441754396e+52 -2.784261202568297e+52 -6.972683902458442e+55 -1.783720637587114e+59 -4.643100416731696e+62 -8.481162847919844e+49 -8.204656956986611e+50 -8.94349572101604e+51,False
2727104150376087078043648,3,1,2,1.0,844287019.1810715 58382561805.882385 4198780618389.6924 310147788833784.6 1716562021972.4097 6320849426.80424 60946223504.737206,False
3372391115839621954836410481385073016832,3,2,1,0.8,-2035186798207771.8 -8.531100459834994e+16 -4.935374234229626e+18 -3.2004892751318876e+20 -4.616093157323863e+18 -1.0903003328306882e+22 -1.5354125536455714e+16,False
1312071589170023302692864,3,1,4,0.2,682115332.3330623 46982632233.399086 3369222179154.194 248326222827870.38 1390980845446.62 5137791892.933488 49953118390.22634 545683791769.9838 6351820597838.907,False
16630536181370119532498427322784966288360157720565514976485437294862929280106496,2,3,4,1.0,-6.498991875966002e+31 -2.7375881951053573e+33 -1.5920209080566452e+35 -1.5346465705641782e+35 -3.744339241297643e+38 -9.381299667513764e+41 -4.856473322495374e+32 -4.699009847420956e+33 -5.117170584045383e+34 -5.9425242455296374e+35,False
4586322809410345307568801990077959314650169344,4,1,1,0.8,-4.176387318982605e+17 -2.999926922798281e+19 -2.213812663981912e+21 -1.6657940965558998e+23 -1.2719186860399018e+25 -8.512651146734503e+20 -3.1604817369785247e+18,False
810860234904292874733377626749711713361199104,4,1,1,0.2,-1.7640812442789558e+17 -1.2650078025987568e+19 -9.323259398648808e+20 -7.008843362268353e+22 -5.348105804991988e+24 -3.579292976404295e+20 -1.3057868707873713e+18,False
16238269771753915854589984087443836015993989822174288159818688859699540163297280,3,3,4,0.6,-6.746844048771166e+31 -2.8237209240922213e+33 -1.6377791922251756e+35 -1.065707491214549e+37 -1.5959987082385455e+35 -3.898121108631404e+38 -9.77143853540325e+41 -5.091707221611263e+32 -4.925708492056386e+33 -5.349900109826876e+34 -6.1963809373485645e+35,False
1826935652457630406818186721670377504768,3,2,3,1.0,-1725192641518732.2 -7.241369324115995e+16 -4.199411679993681e+18 -2.7330127305178854e+20 -3.9187484601977636e+18 -9.266300483264297e+21 -1.2942901435858184e+16 -1.2510857081007786e+17 -1.359006884044282e+18,False
2821196636830098549374976,3,1,4,0.0,998001520.9841305 68781482756.13724 4936544830735.682 364132909726677.4 2029349957207.1523 7582931278.753175 73751085989.0745 804089739623.2961 9336451489825.664,False
188670730049119639620223328191852738251421783702553431342151096853482754101215232,3,3,1,1.0,-1.924905538301647e+32 -8.093502631390488e+33 -4.68644632266595e+35 -3.043471773390781e+37 -4.549243611659793e+35 -1.1110784005762985e+39 -2.7866980484795716e+42 -1.441867256501698e+33,False
13782920199056544287887989432876173647112014549174208353867905947440456350564352,3,3,2,0.0,-5.600388939526317e+31 -2.339969797346255e+33 -1.3579736546461476e+35 -8.831191341716635e+36 -1.3199685567234252e+35 -3.216435904745423e+38 -8.052008834017724e+41 -4.1967786107785886e+32 -4.0601909781620933e+33,False
4180416826252901776097280,3,1,1,0.2,952014643.3072531 65892958364.22601 4742505118595.868 350539535956380.0 1947479221953.275 7163348017.21803,False
3990130581549729755657817196365179261641487005426171246904545511205888598190992043639447562020444947454829971174380797952,3,4,2,1.0,-1.1202469848519756e+49 -4.583698187692807e+50 -2.6079479601424085e+52 -1.670961407903858e+54 -2.738201163399209e+52 -6.871089555595997e+55 -1.7614221778282712e+59 -4.595189651684967e+62 -8.37627640266181e+49 -8.059672260529856e+50,False
8855852118873145098272981660235818364163822513656685764985914729200568961871676375519732351717277661753264830836291665920,4,4,1,0.8,-1.6800905229777258e+49 -6.9679192962731055e+50 -4.014906724482664e+52 -2.6023060080785367e+54 -1.7990411915233927e+56 -4.100221018939701e+52 -1.0272121255169564e+56 -2.6288125430982582e+59 -6.845813501872294e+62 -1.2769782570988843e+50,False
2159487250120894138112596062430132436992,3,2,1,0.2,-1637093897822233.0 -6.807625444839182e+16 -3.917270504974263e+18 -2.533656623437779e+20 -3.7040381765491226e+18 -8.72482016752882e+21 -1.229706412747866e+16,False
10144067733886299431995694787081951401214125494396081797139059679572811590898228009598085585355101824338470612090444840960,3,4,4,0.2,-1.9923559143954098e+49 -8.291340160954666e+50 -4.790984037336908e+52 -3.110433944915578e+54 -4.858988769005517e+52 -1.2165534424362376e+56 -3.111742642939e+59 -8.100112370815162e+62 -1.4962988769329792e+50 -1.450984970910044e+51 -1.5814214110426238e+52 -1.8371238494395817e+53,False
52741917799818147621078498211378660462374985891845605723160463116140072728002560,3,3,4,1.0,-1.2175452076649877e+32 -5.03344629084665e+33 -2.883375551573038e+35 -1.8570698101824827e+37 -2.8779691106990577e+35 -7.026745090674212e+38 -1.761029321882953e+42 -9.112442617975772e+32 -8.843640017240021e+33 -9.65387780959964e+34 -1.1234729969405258e+36,False
476696930715890355879160499552459648324662132371093468558306723696806654377984,3,3,4,0.2,-1.169718393842194e+31 -4.85033898961821e+32 -2.803909226474147e+34 -1.8203789889496397e+36 -2.753276965437411e+34 -6.698507696549151e+37 -1.674209516033367e+41 -8.84264309849426e+31 -8.563053367749509e+32 -9.300807892143632e+33 -1.076931411452277e+35,False
65172445736684198783710247820087072704388570182520558718589403417021778230921104560878383351591852628990303622840451072,4,4,1,0.2,-1.4360724517400297e+48 -5.960620528020491e+49 -3.427281716528485e+51 -2.216708336572844e+53 -1.5284701404320117e+55 -3.5077533736013765e+51 -8.795449774765172e+54 -2.2529597499695804e+58 -5.87275516329623e+61 -1.0744347846658784e+49,False
5996954976349638157951453420215281720546557952,4,2,2,0.8,-5.639556353617402e+17 -3.948850253871967e+19 -2.895465020779444e+21 -2.1745717647250053e+23 -1.6604178671268742e+25 -1.1578196311739449e+21 -2.52006257639224e+24 -4.246702973248741e+18 -4.120312895803587e+19,False
2268715878461022869088782616098051512606916608,4,2,2,0.4,-3.522372906193789e+17 -2.4575200633434542e+19 -1.79457237376788e+21 -1.342400379386503e+23 -1.0211653930217176e+25 -7.196424707984097e+20 -1.5570789334068323e+24 -2.6401058636052495e+18 -2.5599126380687413e+19,False
1669187422152642765887741256165673029992540672441860281335526801555620347906106513184186815377257577943530823295638175744,4,4,3,0.2,-8.000818063433087e+48 -3.314877201184301e+50 -1.906575072744764e+52 -1.2318556267094277e+54 -8.482717169915538e+55 -1.956139705378555e+52 -4.910448078855774e+55 -1.2592293657429365e+59 -3.285772764636005e+62 -5.954021089320304e+49 -5.7208414193659266e+50 -6.178439215796413e+51,False
155084271873444747297493679840507533198915017122771891991662694085454705373216768,1,3,1,0.6,-1.4650496003204436e+32 -6.048186034185242e+33 -3.473455870597746e+35 -8.501925193300297e+38 -2.135293157918096e+42 -1.0956184265989719e+33,False
16588276828187388738110634241368844434447269888,4,2,1,0.8,-8.891472527153079e+17 -6.2047475437450895e+19 -4.533574116371419e+21 -3.393109528086004e+23 -2.58232098174744e+25 -1.8284559525238213e+21 -3.9774556122919635e+24 -6.528223779637172e+18,False
3902356977255928218131536691227803306843663084458265294013641108210032134972416303616166893550175544254354879876618518528,4,4,1,1.0,-1.113631271991557e+49 -4.632863795282082e+50 -2.6739609246193195e+52 -1.7335718322355043e+54 -1.1970164242694113e+56 -2.7193840832895034e+52 -6.815513373188264e+55 -1.7446937303801246e+59 -4.544366851353471e+62 -8.404498294374e+49,False
14476927710128697618713117848317139771168129024,4,1,2,0.8,-7.963421002228018e+17 -5.73044589874245e+19 -4.2356098726202085e+21 -3.191967565891676e+23 -2.440836818387183e+25 -1.6226532432026371e+21 -5.974493342634966e+18 -5.761472878839022e+19,False
3118910923691315220947120507053481510156894208,4,1,4,1.0,-4.182016804385897e+17 -3.0108844077024444e+19 -2.2267636636670883e+21 -1.679065144227187e+23 -1.2846188290287665e+25 -8.490974478217247e+20 -3.1123780673493806e+18 -3.0021316781143917e+19 -3.2527528474128876e+20 -3.7560045927132173e+21,False
7404074975844816421958110036697318764532727808,4,2,2,1.0,-6.372501713147082e+17 -4.444790476114629e+19 -3.244611907477215e+21 -2.4259006931207828e+23 -1.844217359963322e+25 -1.309352365531578e+21 -2.8486940160349936e+24 -4.755273480456351e+18 -4.583602534172932e+19,False
109452846497463102910424918699103140549563421445258027601473014654715204913332224,1,3,2,0.0,-1.3584016240494425e+32 -5.570448473814194e+33 -3.2107207442517944e+35 -7.839286256464949e+38 -1.965068907159824e+42 -1.0146164657652072e+33 -9.789863787783168e+33,False
167423583636937395243150186958965276896126766707680587443672082091831719752630272,4,3,2,0.8,-2.0674585509727908e+32 -8.528015909062002e+33 -4.899352023482258e+35 -3.1648316062786373e+37 -2.1805039073301512e+39 -4.878839182264903e+35 -1.1893451808463501e+39 -2.97658359128807e+42 -1.5587250450510326e+33 -1.5050622676083071e+34,False
7027725209482232192879885580660826472572857697126210342281078229252021172209470685397133066733889368900569166010690568192,4,4,1,0.0,-1.4889914273466302e+49 -6.179178321465187e+50 -3.570787698632722e+52 -2.315944010007949e+54 -1.5998428930730952e+56 -3.6387901871691276e+52 -9.12825863432157e+55 -2.339037710011366e+59 -6.098419167085776e+62 -1.1249876641688369e+50,False
452360440838916101151375631859556111947399168,4,2,3,0.2,-1.654304935727211e+17 -1.157456893424192e+19 -8.471148777963133e+20 -6.347652567503133e+22 -4.835014754381246e+24 -3.415865781733483e+20 -7.466704318387581e+23 -1.2314341927290296e+18 -1.1841340995456446e+19 -1.282822578165124e+20,False
2138625955795467242221567790232986588282880,4,1,3,0.0,1.0395832164634822e+16 7.470411895545306e+17 5.51532593387634e+19 4.1518949016225993e+21 3.171493704244872e+23 2.1231164912354607e+19 8.001337454658877e+16 7.866820960411177e+17 8.652650451951448e+18,False
13294563331065261189538480887632546414001651712,4,2,1,0.6,-7.870200055508369e+17 -5.512308990550697e+19 -4.040105036342721e+21 -3.0318106230139864e+23 -2.3126241229317896e+25 -1.614723925109669e+21 -3.505603460268904e+24 -5.918020483929937e+18,False
2112396092766688730496731698493749824319389696,4,2,2,0.6,-3.373429119494201e+17 -2.3591111185932268e+19 -1.7263040969294154e+21 -1.2935719469623613e+23 -9.85473024425344e+24 -6.899365684389497e+20 -1.4948803549544164e+24 -2.5300671377329034e+18 -2.4331048207113535e+19,False
6545035744217532715878690136721188414622364012224618996241382868274594740834950183666015764858456867601987521857535868928,4,4,1,0.4,-1.4360837676863564e+49 -5.882630856595584e+50 -3.3759504690375043e+52 -2.1812559148477895e+54 -1.5031245838077388e+56 -3.508961269805026e+52 -8.80276591851124e+55 -2.256185247132041e+59 -5.885263296406056e+62 -1.0910095561732887e+50,False
26293996640640516860045391142247486762524787186184788691122463547545874820235264,4,3,1,0.6,-7.70327436924402e+31 -3.2049261918882716e+33 -1.850756684513475e+35 -1.1994145253076812e+37 -8.284637670849879e+38 -1.819529667629131e+35 -4.4397305799054475e+38 -1.1121459968760906e+42 -5.7426809956828154e+32,False
212303004438,1,1,2,0.2,6.658608879432196 243.9029016953644 11992.940799700868 42.89117404977654 406.2768139545226,False
120994201417430044074896067003850123847723175071173370397258188165300137756721152,1,3,2,0.8,-1.4247621514865309e+32 -5.908961217008621e+33 -3.3697718171694126e+35 -8.23433475753902e+38 -2.066077139887117e+42 -1.0767608197802534e+33 -1.0439878463918063e+34,False
213100136636,1,1,3,0.8,9.49970691655784 363.0385637436831 17987.093767952458 69.17556022316495 699.6905962485578 7856.311743757167,False
2436478391680,1,1,4,0.8,11605.801795836196 481408.1637402617 23744168.123764534 138820.17773135213 1715966.372788623 21681073.330723364 278402074.20999485,False
36594986190942319513547046845353561262809840825499942420297868100896128682164224,1,3,2,0.6,-7.816779867522044e+31 -3.238695871335136e+33 -1.8503883539941968e+35 -4.525488690063333e+38 -1.1362530123242499e+42 -5.7987249442983366e+32 -5.578606108582923e+33,False
64471475475412650398191605081694104023337295996898887950514499123219106707275776,1,3,4,0.2,-1.2019044381114276e+32 -5.0104174371055956e+33 -2.8418015571109573e+35 -6.94264141362774e+38 -1.7414757317744723e+42 -9.038547823244948e+32 -8.713338324409008e+33 -9.436433899335693e+34 -1.0905229862110379e+36,False
152371749514008668216704887758628001620256468000129003591479774352092213524037632,4,3,2,1.0,-1.9640993413066303e+32 -8.235185294925258e+33 -4.784970058853915e+35 -3.1174182799839075e+37 -2.1619358362806213e+39 -4.640644814596133e+35 -1.1328843579758082e+39 -2.8396314947393324e+42 -1.4905344126241247e+33 -1.458157947719496e+34,False
31038038688610960679357183295374199869131103059685489791071500691199864952848384,1,3,3,0.0,-7.835743282478668e+31 -3.241954369470777e+33 -1.849132196666157e+35 -4.510738528740892e+38 -1.1302767222921864e+42 -5.911636256534919e+32 -5.724847901039624e+33 -6.22210908602955e+34,False
11014307865862690905585548750332362752,1,2,3,0.0,-115967655044084.48 -4797734411712895.0 -2.6357668064845408e+17 -6.233656258016648e+20 -873714623002634.0 -8468098058843677.0 -9.224086797222502e+16,False
271560399065297148161924192144983178684702453133789167994021046664253031757905920,1,3,1,0.0,-1.957867456430527e+32 -8.109352773121447e+33 -4.6235575292026535e+35 -1.1280266349207953e+39 -2.825575067145701e+42 -1.4758812792036542e+33,False
121432904916806942277281329840349644835605964771434351605143077520787193173288932918623518386507378234350243343518138368,1,4,3,0.6,-1.8720311237216353e+48 -7.746870006225401e+49 -4.554347682444047e+51 -1.138081186005007e+55 -2.9067019282662236e+58 -7.557911750209088e+61 -1.4038833622740205e+49 -1.3523690242657336e+50 -1.464650106558929e+51,False
1669850398784339213425860983810074607616,2,2,1,1.0,-1313466140656679.0 -5.448149319161835e+16 -3.1348002647523497e+18 -2.973461483733442e+18 -7.006681315198242e+21 -9863399457501738.0,False
