loss,weight_order,prod_distance_order,time_delivery_order,lambda,thetas,diverge
213236544763,2,1,3,0.0,-965.2624862009319 -54447.997807381435 -3588969.372182681 -2001643.5246179234 -7501.4245233158035 -73828.67429470489 -811293.3078712325,False
212360775572,2,1,2,0.2,-856.8998978287718 -49217.26206184277 -3260670.811683582 -1784399.2849468254 -6478.426880473694 -62950.409864599715,False
212300219884,1,1,3,0.8,-32.76591567558638 -1403.4345850790778 -72466.29039081145 -272.9600959892495 -2793.6334715545363 -31590.132406110726,False
209668334891,1,1,2,0.8,-17.44792916751673 -757.8183773412588 -40398.238298578945 -138.28795908948206 -1344.0445884775568,False
211893939250,2,1,1,0.0,-835.7284728419655 -48000.136596788936 -3190057.612642561 -1740972.8827674233 -6239.75491031324,False
116137091441068432,1,1,4,0.2,-2629073.975973189 -108161973.07208061 -5360103019.15456 -31557506.447658364 -390982118.686678 -4947554293.323428 -63591938239.040085,False
108367412105852304,2,1,4,1.0,-2785455.2329172166 -117843725.41393876 -6862482027.848904 -5694834904.83364 -33053368.436007384 -407602394.1962342 -5143854215.447551 -65986581000.87648,False
108190903682678784,1,1,4,0.8,-2562822.336129553 -106992271.08178297 -5254156971.062952 -30649980.70743663 -378736232.529448 -4782709577.307176 -61370443486.38927,False
212082813801,2,1,1,0.6,-848.5666090833919 -48522.35471261299 -3216224.8114975467 -1762922.6081926932 -6355.863228264852,False
107075388107442656,2,1,4,0.0,-2809914.629379908 -118471945.23282702 -6897942167.55314 -5734490517.388983 -33178118.428010017 -407498731.95280504 -5125692005.711792 -65576629876.67549,False
213080386501,1,1,1,0.8,-17.190610487033165 -745.2401035440736 -39610.86253500696 -136.5126683603507,False
211317015829,2,1,2,0.0,-838.9959868313772 -48088.79795132682 -3185320.266791355 -1748240.934487431 -6319.520479019381 -61133.91010205264,False
