loss,weight_order,prod_distance_order,time_delivery_order,lambda,thetas
43488962962,1,2,1,1.0,0.5693187960544207 1.046005899054943 0.6075468553514868 0.13504865838122976 0.7420131023655816
41267823393,1,2,2,0.0,0.6525638961324992 1.0187005958989894 0.7375878707386965 0.10999578727050409 0.5210373867629227 0.5133327137404036
100194317363,1,2,2,0.4,0.5406870197837789 0.7525035207036841 0.6428302526244565 0.18965184911600033 0.4093151148996604 0.4090597788518026
43128874645,1,2,3,0.2,0.48703220779648715 0.18575168487472266 0.9034798575401557 0.13408946469445257 0.3917382187934193 0.13041285668551109 0.41940345329332057
107242429003,2,2,1,0.2,0.3748637384220673 0.37651669884350586 0.2369718995298173 0.5698522365802258 0.19367177587459217 0.2892615001933476
64575321255,2,2,1,1.0,0.5075289764961892 0.13599428075687292 0.8305588636179376 0.12177470421307349 0.1639100216821103 1.0037347007234716
140686570435,3,1,3,1.0,0.929647380438949 0.9928280678249458 0.27811396901385466 1.0042454976927546 0.29905375130437306 0.7726749952760875 0.28296369133810956 0.5024554637456136
139571127080,3,1,4,0.2,1.178239288888905 0.6769215263697065 0.6442501688845677 0.9537921563681445 0.8981990424145756 0.5468527521535205 0.5261101453381538 0.46533890021820584 0.5258995723095151
43015310910,3,2,2,0.2,0.7103527223568501 0.32303783750615134 0.8903756769955516 0.5520932316550687 1.0415372179226616 0.0795269384284735 0.1648997654883977 0.10608771420499989
105126918568,3,2,4,1.0,0.9642759358193969 0.3053579122096755 0.4433171127133099 0.014145213728186957 0.173715390721959 0.04268812852237889 0.7733512381371024 0.9647451331802498 0.7786018099133234 0.790376840901606
