loss,weight_order,prod_distance_order,time_delivery_order,lambda,thetas
978404338.5346535,1,1,1,0.0,518542.5412319937 3516.6922299924045 -9.984627737205084 -17.17369504919001
978404350.2235352,1,1,1,0.2,518542.55579886417 3516.6918674086814 -9.984627514624341 -17.173693278437202
978404361.9125931,1,1,1,0.4,518542.57036572957 3516.6915048250307 -9.984627292042633 -17.17369150768475
978404373.6018283,1,1,1,0.6,518542.5849325934 3516.6911422414582 -9.984627069461721 -17.173689736932683
978404385.2912396,1,1,1,0.8,518542.59949945286 3516.6907796579567 -9.984626846880106 -17.17368796618096
978404396.9808278,1,1,1,1.0,518542.6140663102 3516.690417074532 -9.984626624299036 -17.173686195429617
978087986.6359459,1,1,2,0.0,518969.83009076456 3516.258452839211 -9.993705808486178 0.5548693180516473 -7.2470961110677194
978087998.7006544,1,1,2,0.2,518969.84499329893 3516.25809000784 -9.99370559230739 0.5548689519924892 -7.247100217112234
978088010.76554,1,1,2,0.4,518969.8598958283 3516.2577271765413 -9.993705376127652 0.5548685859334235 -7.247104323155725
978088022.8306035,1,1,2,0.6,518969.874798357 3516.2573643453193 -9.993705159949199 0.554868219874443 -7.247108429198136
978088034.8958436,1,1,2,0.8,518969.88970088016 3516.257001514172 -9.993704943769542 0.5548678538155514 -7.24711253523958
978088046.9612617,1,1,2,1.0,518969.90460340225 3516.2566386830986 -9.993704727590922 0.5548674877567485 -7.247116641280002
978682168.5641835,1,1,3,0.0,518389.69802660757 3516.2436713692077 -9.986459011061472 5.02108634048574 29.97366599282947 -2.7438452050678386
978682180.2639326,1,1,3,0.2,518389.71326888923 3516.2433085014677 -9.98645879943912 5.021082681353381 29.973642980386103 -2.743843854397288
978682191.9638602,1,1,3,0.4,518389.7285111687 3516.2429456338054 -9.986458587817735 5.021079022225896 29.973619967973605 -2.7438425037285166
978682203.663966,1,1,3,0.6,518389.74375344615 3516.2425827662187 -9.986458376196772 5.021075363103283 29.973596955591898 -2.743841153062945
978682215.3642496,1,1,3,0.8,518389.7589957187 3516.2422198987088 -9.986458164575268 5.021071703985544 29.973573943241036 -2.743839802399386
978682227.0647117,1,1,3,1.0,518389.7742379863 3516.2418570312675 -9.98645795295342 5.021068044872672 29.973550930921036 -2.743838451737077
9545048818.237026,1,2,1,0.0,645243.6222831581 5.616468106194319e-07 -4.6396453919347146e-07 -0.00030456360736009705 -2.6954802671066166e-09
9545048818.237026,1,2,1,0.2,645243.6222831581 5.616468106194319e-07 -4.6396453919347146e-07 -0.00030456360736009705 -2.6954802671066166e-09
9545048818.237026,1,2,1,0.4,645243.6222831581 5.616468106194319e-07 -4.6396453919347146e-07 -0.00030456360736009705 -2.6954802671066166e-09
9545048818.237026,1,2,1,0.6,645243.6222831581 5.616468106194319e-07 -4.6396453919347146e-07 -0.00030456360736009705 -2.6954802671066166e-09
9545048818.237026,1,2,1,0.8,645243.6222831581 5.616468106194319e-07 -4.6396453919347146e-07 -0.00030456360736009705 -2.6954802671066166e-09
9545048818.237026,1,2,1,1.0,645243.6222831581 5.616468106194319e-07 -4.6396453919347146e-07 -0.00030456360736009705 -2.6954802671066166e-09
9545048818.195534,1,2,2,0.0,645243.6223156233 5.616468229196832e-07 -4.639645493544487e-07 -0.000304563614030141 -2.6954803261385277e-09 -4.4959710904395415e-08
9545048818.195534,1,2,2,0.2,645243.6223156233 5.616468229196832e-07 -4.639645493544487e-07 -0.000304563614030141 -2.6954803261385277e-09 -4.4959710904395415e-08
9545048818.195534,1,2,2,0.4,645243.6223156233 5.616468229196832e-07 -4.639645493544487e-07 -0.000304563614030141 -2.6954803261385277e-09 -4.4959710904395415e-08
9545048818.195534,1,2,2,0.6,645243.6223156233 5.616468229196833e-07 -4.639645493544488e-07 -0.00030456361403014107 -2.695480326138528e-09 -4.495971090439542e-08
9545048818.195534,1,2,2,0.8,645243.6223156233 5.616468229196833e-07 -4.639645493544488e-07 -0.00030456361403014107 -2.695480326138528e-09 -4.495971090439542e-08
9545048818.195534,1,2,2,1.0,645243.6223156233 5.616468229196833e-07 -4.639645493544488e-07 -0.00030456361403014107 -2.695480326138528e-09 -4.495971090439542e-08
9545048810.04715,1,2,3,0.0,645243.6285777859 5.616492502201788e-07 -4.6396655449599776e-07 -0.0003045649302797503 -2.6954919753466494e-09 -4.4959905209293265e-08 -6.317989345382237e-07
9545048810.04715,1,2,3,0.2,645243.6285777859 5.616492502201788e-07 -4.6396655449599776e-07 -0.0003045649302797503 -2.6954919753466494e-09 -4.4959905209293265e-08 -6.317989345382237e-07
9545048810.04715,1,2,3,0.4,645243.6285777859 5.616492502201788e-07 -4.6396655449599776e-07 -0.0003045649302797503 -2.6954919753466494e-09 -4.4959905209293265e-08 -6.317989345382237e-07
9545048810.04715,1,2,3,0.6,645243.6285777859 5.616492502201788e-07 -4.6396655449599776e-07 -0.0003045649302797503 -2.6954919753466494e-09 -4.4959905209293265e-08 -6.317989345382237e-07
9545048810.04715,1,2,3,0.8,645243.6285777859 5.61649250220179e-07 -4.639665544959979e-07 -0.00030456493027975043 -2.6954919753466503e-09 -4.495990520929328e-08 -6.317989345382239e-07
9545048810.04715,1,2,3,1.0,645243.6285777859 5.616492502201786e-07 -4.639665544959976e-07 -0.0003045649302797502 -2.6954919753466486e-09 -4.4959905209293245e-08 -6.317989345382235e-07
9552336415.005907,1,3,1,0.0,640066.0428526116 5.314424887058189e-14 -4.3901338833970774e-14 -2.881847424472348e-11 3.87989377451803e-07 -2.550522346648226e-16
9552336415.005907,1,3,1,0.2,640066.0428526116 5.314424887058189e-14 -4.3901338833970774e-14 -2.881847424472348e-11 3.87989377451803e-07 -2.550522346648226e-16
9552336415.005907,1,3,1,0.4,640066.0428526116 5.314424887058189e-14 -4.3901338833970774e-14 -2.881847424472348e-11 3.87989377451803e-07 -2.550522346648226e-16
9552336415.005907,1,3,1,0.6,640066.0428526116 5.314424887058189e-14 -4.3901338833970774e-14 -2.881847424472348e-11 3.87989377451803e-07 -2.550522346648226e-16
9552336415.005907,1,3,1,0.8,640066.0428526116 5.314424887058189e-14 -4.3901338833970774e-14 -2.881847424472348e-11 3.87989377451803e-07 -2.550522346648226e-16
9552336415.005907,1,3,1,1.0,640066.0428526116 5.314424887058189e-14 -4.3901338833970774e-14 -2.881847424472348e-11 3.87989377451803e-07 -2.550522346648226e-16
9552336415.005907,1,3,2,0.0,640066.0428526116 5.314424887058189e-14 -4.3901338833970774e-14 -2.881847424472348e-11 3.87989377451803e-07 -2.550522346648226e-16 -4.25418602571582e-15
9552336415.005907,1,3,2,0.2,640066.0428526116 5.314424887058189e-14 -4.3901338833970774e-14 -2.881847424472348e-11 3.87989377451803e-07 -2.550522346648226e-16 -4.25418602571582e-15
