loss,weight_order,prod_distance_order,time_delivery_order,lambda,alpha,thetas
73331350186410192,4,2,1,0.6,0.001,569142.1791536532 69707.97897899234 110249.67416642077 10593.08975319936 -43515.18441712422 -4975.453197112278 34935.80372406797 -771.7347090964092
73327106361775648,4,2,1,0.8,0.001,569158.9757612074 69693.5828081591 110196.04208495493 10599.596425631878 -43494.43371003284 -4974.859305367633 34934.74235215605 -771.6097140687936
73322857672197280,4,2,1,1.0,0.001,569175.8445531881 69679.23924677388 110142.1994116155 10606.076993366305 -43473.60408584512 -4974.2661648196145 34933.68184480304 -771.4844511197651
75393723259640864,4,2,2,0.0,0.001,538242.2005711643 68403.69061797707 106903.61047405859 11165.604295802626 -40452.84308321364 -4847.524460983459 39875.98023387678 -302.129654744026 19172.9941695014
75389608449449184,4,2,2,0.2,0.001,538259.3006198714 68389.96695732434 106855.78576345538 11171.780423390665 -40434.45007292312 -4846.95670841522 39874.21774022985 -302.078084942867 19172.12562431004
75385499725025088,4,2,2,0.4,0.001,538276.3020854368 68376.09468307522 106808.3095632503 11178.030456980208 -40416.189945961574 -4846.387160478558 39872.449710671295 -302.02724259706036 19171.25056927949
75381366762923024,4,2,2,0.6,0.001,538293.5268468575 68362.27363476862 106760.25375853379 11184.25521140244 -40397.7142886736 -4845.818034795779 39870.67596128374 -301.97577190457844 19170.36604157703
75377243427786928,4,2,2,0.8,0.001,538310.6731367235 68348.4192840273 106712.34951638212 11190.496468517757 -40379.29354370905 -4845.248516645933 39868.909405299404 -301.92433802542286 19169.492198029762
75373147454508336,4,2,2,1.0,0.001,538327.6185335347 68334.58499268371 106665.05100037518 11196.72761377881 -40361.10094478998 -4844.679845356769 39867.14062254617 -301.8736579624347 19168.61661082737
75402199998743280,4,2,3,0.0,0.001,538239.1815148424 68402.9575167811 106917.23290150688 11166.114701704433 -40460.154272461434 -4849.157255108657 39878.00987365578 1187.2059084064567 19163.798413340635 -863.4419673703528
75398066170720144,4,2,3,0.2,0.001,538256.3442499777 68389.11832597961 106869.30908280463 11172.34844024906 -40441.72589841209 -4848.586789108021 39876.239224627134 1186.63814710109 19162.922469299 -863.1028367335554
75393935211740512,4,2,3,0.4,0.001,538273.4923235992 68375.27620621782 106821.42882869371 11178.583662082186 -40423.31404643696 -4848.01616343189 39874.468710294146 1186.0269850622303 19162.047041805294 -862.7425851713409
75389816943874400,4,2,3,0.6,0.001,538290.5722092073 68361.4967319718 106773.71962264173 11184.787730322849 -40404.96569280408 -4847.446207155463 39872.70087958558 1185.2867613923725 19161.175719677554 -862.3195334786595
75385681217441776,4,2,3,0.8,0.001,538307.789668238 68347.67465085974 106725.69017004054 11191.013012081907 -40386.49962966076 -4846.876469145582 39870.926119914206 1184.8282041759842 19160.29373240294 -862.033576117343
75381558324044752,4,2,3,1.0,0.001,538324.8669799179 68333.74548871465 106678.05738977075 11197.29160052946 -40368.182370910996 -4846.304656303252 39869.152503020756 1184.114455110451 19159.415131493595 -861.6236739453459
74814027554337856,4,2,4,0.0,0.001,526628.4994662663 68521.94224267702 102964.05256563434 10964.745661480778 -40082.03526236706 -5122.246863973168 36226.14447524766 1662.30746475632 104594.23954289065 -1240.0026132795783 -35637.60681363684
74809186555867456,4,2,4,0.2,0.001,526652.9230769738 68507.951679717 102918.49065954579 10971.134078499668 -40063.87267514099 -5121.542651424128 36226.41389166576 1661.5728025202802 104548.96312655791 -1239.5368597472964 -35620.022308908396
74804370781147056,4,2,4,0.4,0.001,526677.1878020557 68494.11105545073 102872.90102936939 10977.44698145813 -40045.70007469098 -5120.841135672464 36226.67717452783 1660.6339538177851 104504.2118716158 -1238.9715697533265 -35602.63196216222
74799581549254928,4,2,4,0.6,0.001,526701.2579027456 68480.31972667189 102827.51937019975 10983.734670189351 -40027.603493857896 -5120.14136007202 36226.94544153526 1659.7417702673374 104459.77197084548 -1238.4294025949062 -35585.35434806717
74794769541516080,4,2,4,0.8,0.001,526725.4883193515 68466.39325415788 102781.8212863021 10990.089879340432 -40009.39078473715 -5119.439383844451 36227.20731899367 1658.8706155054028 104415.24696737222 -1237.89713386681 -35568.047946093815
74789968675340048,4,2,4,1.0,0.001,526749.7069972394 68452.56434815927 102736.77465066586 10996.397533945743 -39991.42497406906 -5118.738207584262 36227.46683835116 1658.0312826855252 104370.13970965754 -1237.3810512355237 -35550.528331020374
73516374241251792,4,3,1,0.0,0.001,569398.6337428594 69640.7465224375 110497.75555140553 10644.40026557243 -43604.43650819442 -20618.0244614161 34384.65401656737 8527.755853588675 -815.1125864512778
73512006823906592,4,3,1,0.2,0.001,569415.5261750043 69626.27270893192 110443.57073211466 10650.942924091472 -43583.4726056153 -20613.6224751491 34383.71775870624 8526.028862640938 -814.9830774487672
73507681279440096,4,3,1,0.4,0.001,569432.1557546773 69611.88202968815 110390.16805351264 10657.444071357242 -43562.80292461389 -20609.28972754621 34382.77697324975 8524.330517473645 -814.8543768128078
73503309934529776,4,3,1,0.6,0.001,569449.0556048743 69597.32073359474 110336.01424048284 10664.030262662778 -43541.853219760815 -20604.829325811264 34381.834796714626 8522.579415492217 -814.7250151362496
73498994610996512,4,3,1,0.8,0.001,569465.6745084794 69583.10802541142 110282.6503064863 10670.442815687959 -43521.1986397458 -20600.381084080276 34380.89553738802 8520.83126980748 -814.5962973718971
73494643284439616,4,3,1,1.0,0.001,569482.5232615717 69568.64914578375 110228.65844855657 10676.978130030606 -43500.31040521858 -20596.078718671743 34379.94934834261 8519.14628987852 -814.4669410915255
75588703647567872,4,3,2,0.0,0.001,538504.1088399222 68292.29312777103 106977.77631573656 11236.610309121981 -40482.16481053939 -20937.77574686042 39296.95998315412 8661.904660553571 -341.2544708716408 19270.02131987052
75584469041904624,4,3,2,0.2,0.001,538521.1599344208 68278.32338086446 106929.88838289097 11242.90612674948 -40463.74194324762 -20933.037905770736 39295.33136741165 8660.039441422885 -341.200508466798 19269.12501777602
75580255248417520,4,3,2,0.4,0.001,538538.1665584287 68264.63549060823 106882.19501567294 11249.061707399149 -40445.39383740526 -20928.30837394908 39293.69658516469 8658.17614885821 -341.1467314931981 19268.21960591998
75576008380226928,4,3,2,0.6,0.001,538555.376545248 68250.74567456337 106833.93735323528 11255.31795867672 -40426.8350390177 -20923.613134184106 39292.059125147855 8656.328612749056 -341.09235173311816 19267.312133722517
75571794365386176,4,3,2,0.8,0.001,538572.322476864 68236.86421049976 106786.48586155135 11261.569849380214 -40408.58004116515 -20918.85473376773 39290.41954138914 8654.454194979407 -341.0392002532529 19266.39987186246
75567571684614896,4,3,2,1.0,0.001,538589.4509872711 68223.1873355794 106738.51903397779 11267.720151825493 -40390.132066195954 -20914.19267738472 39288.77663140613 8652.61943818052 -340.9851304798662 19265.485904269066
75596240061840704,4,3,3,0.0,0.001,538501.218203375 68291.6152261479 106990.62934051282 11237.060838664847 -40489.07732660455 -20934.742419946968 39299.04325043363 8659.22030814018 1105.054640866923 19261.18518360691 -834.4600427207753
75591988247055744,4,3,3,0.2,0.001,538518.3327908887 68277.63177928556 106942.72821214463 11243.363617092822 -40470.65363087025 -20929.89362311384 39297.40099986717 8657.30931562792 1104.4307011994613 19260.268180916013 -834.0950677226779
75587760536528912,4,3,3,0.4,0.001,538535.4252305812 68263.89130192883 106894.74271319102 11249.545596860495 -40452.194237191405 -20925.303959438697 39295.76619526007 8655.506352055327 1103.7803356037507 19259.373316124478 -833.7166274452596
75583536986846080,4,3,3,0.6,0.001,538552.4567476354 68250.20351080813 106847.08613607138 11255.701227607618 -40433.86246256803 -20920.47493640792 39294.123512429636 8653.60190516058 1103.1967473854952 19258.455630715176 -833.3715409232876
75579316211100496,4,3,3,0.8,0.001,538569.4201289784 68236.28568399254 106799.46514709282 11261.971322797584 -40415.53996908325 -20915.776688684018 39292.492697447706 8651.753939619186 1102.5590863004281 19257.562751110392 -832.9999378924058
75575090402202288,4,3,3,1.0,0.001,538586.4964955612 68222.49162193351 106751.58916153628 11268.179925277273 -40397.12394001615 -20911.13202805362 39290.85412535385 8649.927788569254 1102.055276037069 19256.66038119616 -832.693275885285
74987817850141040,4,3,4,0.0,0.001,526894.5640346231 68410.55047951372 103039.35192540004 11035.860108891402 -40109.71620348731 -21100.629003029717 35652.193618317775 8641.833284633502 1580.6392282794216 104631.66161698545 -1211.562887215865 -35613.00870073954
74982923562098416,4,3,4,0.2,0.001,526918.5686256443 68396.59263690886 102994.04984010298 11042.228008375283 -40091.64370631259 -21095.92873464542 35652.59220803076 8640.019767987913 1579.8529032670713 104587.08480145925 -1211.0733860779483 -35595.687832263255
74977977451271168,4,3,4,0.4,0.001,526943.0851651303 68382.82501785828 102948.01619887634 11048.502902964981 -40073.29997908921 -21091.068626206234 35652.990243169625 8638.139055259175 1578.7520595880237 104541.8223551423 -1210.4292578481393 -35578.1193940395
74973089781846912,4,3,4,0.6,0.001,526967.0346029297 68368.84895253174 102902.9423510402 11054.879735533954 -40055.31561607405 -21086.228343385996 35653.38523581364 8636.266260110651 1578.1063570797864 104497.23702616806 -1210.0088208451837 -35560.79783293832
74968164698851968,4,3,4,0.8,0.001,526991.3381664017 68354.95023239974 102856.93037460225 11061.218626883281 -40036.97925274059 -21081.35106567904 35653.7834182905 8634.378094602678 1577.1882886364428 104452.56584814773 -1209.4541879385768 -35543.44644002148
74963288288436512,4,3,4,1.0,0.001,527015.3179981309 68341.11279676178 102812.00010311478 11067.527053755068 -40019.05106185399 -21076.638474836476 35654.17136773229 8632.559118021909 1576.2535188565919 104407.80075005216 -1208.8927228038792 -35526.060124283256
75623431936264640,4,4,1,0.0,0.001,552909.174774918 69650.58403999089 105901.08332167569 10766.657453461165 -42559.45809165099 -27287.984049994924 108548.36280824708 12987.390799971132 -26146.472817264697 -716.3421405004747
75616585566807056,4,4,1,0.2,0.001,552935.5981761697 69636.15655211678 105849.85187222462 10773.101598285895 -42539.071543263955 -27279.237388986276 108502.72061372356 12982.85557613809 -26130.821524227045 -716.2675921800507
75609783448758160,4,4,1,0.4,0.001,552961.8548500289 69621.891687652 105799.0337546388 10779.46511725655 -42518.841555131796 -27270.828136963544 108457.18816947402 12978.464447839578 -26115.211607734636 -716.1930737147021
75602951541136448,4,4,1,0.6,0.001,552988.1568065194 69607.46344301522 105748.54460554206 10785.90907662645 -42498.737895408005 -27262.158309536957 108411.22180021444 12973.955577322997 -26099.45828082584 -716.119465575019
75596125500432672,4,4,1,0.8,0.001,553014.5315392952 69593.1387873383 105697.53813458142 10792.30202518381 -42478.439199074455 -27253.41430926832 108365.5522598724 12969.420495532428 -26083.800305418677 -716.0451323097608
75589339930423552,4,4,1,1.0,0.001,553040.7486538687 69578.80765648167 105646.67563372913 10798.698874436825 -42458.19442361509 -27245.002847390817 108320.2153540018 12965.03265580886 -26068.255242205538 -715.9705102572991
76593649238443648,4,4,2,0.0,0.001,527702.658294675 68361.8163709959 103892.00496570196 11336.908043615242 -40021.7865374139 -26657.24729884326 107948.2048561047 12664.171071560731 -24862.257810148472 -306.2580273785446 16109.560853890758
76587638922346000,4,4,2,0.2,0.001,527726.1683352231 68347.9698283119 103846.61906357878 11343.06558319567 -40003.85451522491 -26649.013366310228 107906.2832012442 12659.935252224477 -24847.98422541616 -306.21534549357955 16110.621173905936
76581569686685712,4,4,2,0.4,0.001,527750.0857137069 68334.0280720437 103800.42135625443 11349.270412853117 -39985.622449698356 -26640.740952812088 107864.104960852 12655.679133271695 -24833.62940079443 -306.1720540862002 16111.665425955693
76575568169795904,4,4,2,0.6,0.001,527773.629245643 68320.19723633782 103754.73794654837 11355.420615557028 -39967.579408999714 -26632.51762555629 107822.41466268392 12651.452255214295 -24819.43183546663 -306.12895387949885 16112.720936373084
76569551784391648,4,4,2,0.8,0.001,527797.3185867305 68306.46947009374 103708.69463757229 11361.519487136306 -39949.401436987326 -26624.18439667876 107780.66176683581 12647.177141422739 -24805.2125889952 -306.0853161850451 16113.775216433663
76563532216953072,4,4,2,1.0,0.001,527820.9961902188 68292.66438376301 103662.95353618487 11367.656538415997 -39931.33946331172 -26615.959673344914 107738.68743698907 12642.944216592585 -24790.92416392248 -306.04216936703136 16114.827429204526
76603280898564768,4,4,3,0.0,0.001,527700.3220738663 68361.2416603608 103905.6212410106 11337.401628600204 -40029.37546400576 -26654.114739912147 107952.79399107842 12661.518310157395 -24863.34838990137 1260.9841189383287 16099.285354362899 -916.6310310749507
76597246007722640,4,4,3,0.2,0.001,527723.99373138 68347.35900157041 103859.74187197637 11343.57746449503 -40011.25786665184 -26645.99526790449 107910.90724975038 12657.332949774827 -24849.088143897734 1260.2260175998192 16100.349166794798 -916.1916716673436
76591206791056512,4,4,3,0.4,0.001,527747.6449137887 68333.3139900268 103813.73644136077 11349.834226990797 -39993.09164480702 -26637.654057496547 107869.17774932596 12653.05760337193 -24834.87517638051 1259.4374307741032 16101.414021113309 -915.7375106674523
76585163500828112,4,4,3,0.6,0.001,527771.4609836433 68319.70200619582 103767.76342782356 11355.874948957482 -39974.94266205929 -26629.367748859288 107827.06189804601 12648.795380462489 -24820.540552086837 1258.9482411477877 16102.460982273758 -915.4293207369797
76579166108309024,4,4,3,0.8,0.001,527794.9481787783 68305.89425206865 103722.14389115205 11362.013734650825 -39956.92208147074 -26621.075184808094 107785.45122781245 12644.541251114057 -24806.36764445249 1258.3283435040169 16103.521893175786 -915.0579244412463
76573107972394608,4,4,3,1.0,0.001,527818.794047199 68291.89944561064 103675.86269404249 11368.245389831412 -39938.656288534614 -26612.730664148545 107743.52062356255 12640.260563808608 -24792.091627821716 1257.5617412382855 16104.576873108039 -914.6141102115854
76343195714665104,4,4,4,0.0,0.001,514873.8289340603 68471.2037497087 99614.04371650088 11134.885354667696 -39505.57795099498 -26919.817409172043 103601.44302052815 12634.207242511144 -24251.930394211595 1747.5924365902113 101062.35684609716 -1289.8023904678419 -35000.88467972776
76336335660282624,4,4,4,0.2,0.001,514905.3896804274 68457.4728719563 99570.513631861 11141.066401654423 -39487.73022878801 -26911.313151365877 103561.67790342934 12629.916813688447 -24237.908473621155 1746.5674082938785 101019.95759616292 -1289.192863543224 -34983.913822720475
76329493584007776,4,4,4,0.4,0.001,514936.9257463031 68443.59397550448 99526.69387306205 11147.32267468587 -39469.77186978056 -26902.859892897486 103522.53048915962 12625.660939746826 -24224.08691920855 1745.5265790362344 100977.27690446978 -1288.5752552810643 -34966.83839768076
76322643743475888,4,4,4,0.6,0.001,514968.4248225504 68429.60623922132 99483.42623259296 11153.632068160041 -39452.02580275615 -26894.499868571023 103482.8937998588 12621.435635881784 -24210.110373827134 1744.548754105289 100934.72943505632 -1287.9891416958662 -34949.814360608376
76315837062809504,4,4,4,0.8,0.001,514999.63599065825 68415.82663577664 99440.22080028402 11159.83703720656 -39434.29839502405 -26885.883745818162 103443.48303559286 12617.104094120987 -24196.20190944773 1743.735912372117 100892.64822461012 -1287.483872072559 -34932.95983574611
76309008510484048,4,4,4,1.0,0.001,515031.0625456191 68401.84275399192 99396.90649727911 11166.144690166571 -39416.53524402545 -26877.510455441847 103404.0622508478 12612.877027461927 -24182.295968521168 1742.8965720675021 100850.16032005836 -1286.9653615057287 -34915.958783701884
