loss,weight_order,prod_distance_order,time_delivery_order,lambda,alpha,thetas
75887522094260240,2,4,1,0.4,0.001,571959.5893120948 91296.16505795112 4374.936259521594 -26434.295644305093 114466.3782417532 12629.89982937947 -27125.438835240075 -441.7172790777138
75879452568389072,2,4,1,0.6,0.001,571975.1688381913 91289.86783844906 4374.830184355872 -26426.27457363197 114417.2469862192 12625.574780874971 -27109.20650011837 -441.69856162741127
75871405662193424,2,4,1,0.8,0.001,571990.6360643762 91283.57193138046 4374.740756065319 -26418.226848820024 114368.35693918342 12621.24293195834 -27093.050117069044 -441.6797145168265
75863324880986736,2,4,1,1.0,0.001,572006.2554770152 91277.27534680224 4374.638331687357 -26409.945426764174 114319.08340104361 12616.804874243031 -27076.767653224717 -441.66123772255526
77517152364214688,2,4,2,0.0,0.001,540328.3654114725 91012.25760891638 10382.574051721827 -26009.295772346435 112014.97226724814 12384.737175529774 -25367.353818631185 65.45495070093108 20264.960650026493
77509428697297712,2,4,2,0.2,0.001,540344.6119961784 91006.0142454124 10381.8023910872 -26001.421921131194 111970.50967748564 12380.56130706024 -25352.688158073957 65.39325917176117 20263.656652162656
77501737824931616,2,4,2,0.4,0.001,540360.7231195864 90999.7728642628 10381.018146281405 -25993.432659415463 111926.54611505374 12376.346066183056 -25338.18425134106 65.33103023994664 20262.336253573176
77494024579180352,2,4,2,0.6,0.001,540376.9577927911 90993.53160714329 10380.240932500012 -25985.6247354592 111882.17002834 12372.199827315617 -25323.548619824025 65.26934639451154 20261.027361908
77486311128018288,2,4,2,0.8,0.001,540393.196965636 90987.29100933055 10379.46251025066 -25977.7383955819 111837.7910241873 12368.020321190612 -25308.911149490817 65.20753780674299 20259.71641929889
77478630649137168,2,4,2,1.0,0.001,540409.2912975925 90981.0522252713 10378.6848192567 -25969.832795708957 111793.83452545454 12363.840676591255 -25294.410410934852 65.14569391583326 20258.40309460673
77519471471828688,2,4,3,0.0,0.001,540328.1249493846 91012.56086486732 10381.024402167457 -26007.41450325409 112017.90938884973 12383.134318606842 -25368.018548220596 1000.57062564791 20259.058100913084 -542.6477678551164
77511786173202608,2,4,3,0.2,0.001,540344.1915224575 91006.31897108296 10380.25862224725 -25999.63944574546 111973.93435006724 12379.010262735344 -25353.511730090944 999.9601408654412 20257.75955762178 -542.3565751592615
77504073680992512,2,4,3,0.4,0.001,540360.3897761422 91000.07673807828 10379.481661671696 -25991.68012939611 111929.65843257253 12374.802210664466 -25338.906174955056 999.5089372303069 20256.450276985655 -542.1432674938727
77496364270460160,2,4,3,0.6,0.001,540376.5955722984 90993.8356428885 10378.704080363928 -25983.81764091193 111885.37201116783 12370.635226576496 -25324.298877163346 998.9285243922972 20255.1415862331 -541.866829213514
77488635618113712,2,4,3,0.8,0.001,540392.8883008582 90987.59440979232 10377.922885334892 -25975.795943904875 111840.85685697815 12366.396337740905 -25309.61563462941 998.4235780443353 20253.829083662928 -541.6273009381404
77480932672176704,2,4,3,1.0,0.001,540409.0911618754 90981.35500574112 10377.14276365225 -25967.952773051333 111796.60362602447 12362.237991718333 -25295.020024431185 997.9704139972708 20252.518184171244 -541.4129604757976
77016401436179648,2,4,4,0.0,0.001,528908.1886606849 90760.39995605411 6145.2066886480525 -26242.346286528766 108107.52981396795 12335.069848356032 -24876.975857017445 1463.7677231969883 105580.15228777837 -930.6018025061998 -35642.503143029855
77008001017430576,2,4,4,0.2,0.001,528931.5103919244 90754.31166985414 6146.819320032379 -26234.309198018414 108065.41193798423 12330.897736409092 -24862.63597944523 1463.1936658499696 105534.78611385684 -930.273944944242 -35625.03718055024
76999608948204800,2,4,4,0.4,0.001,528954.7494893239 90748.22282782955 6148.42814222052 -26226.21296569316 108023.25197673887 12326.699892592633 -24848.282247218853 1462.3786723952385 105489.7264690584 -929.8286990091642 -35607.68448830021
76991243339747680,2,4,4,0.6,0.001,528977.85082492 90742.13441277575 6150.038597899497 -26218.265660873945 107981.24340407383 12322.567667662655 -24833.9800293198 1461.6395299197663 105444.91733946558 -929.4204778204881 -35590.423496133175
76982880716919760,2,4,4,0.8,0.001,529000.9932146943 90736.04872894913 6151.650090685044 -26210.1742525028 107939.4779474326 12318.379579043447 -24819.7542134991 1460.7779810646673 105399.73301755708 -928.9525444944675 -35573.024646237034
76974502360374416,2,4,4,1.0,0.001,529024.1988677481 90729.96107048632 6153.248803983899 -26202.173436918827 107897.23437362215 12314.219913194735 -24805.377019075462 1460.2651768302603 105354.93968851716 -928.654832783409 -35555.77285673246
66314015570053680,3,1,1,0.0,0.001,635744.9919641933 70534.81797866533 1973.3729325028603 10266.435741381265 -3895.927058701225 -169.47472743711083
66312295370982760,3,1,1,0.2,0.001,635748.0151561808 70520.14273571242 1971.2073979615343 10273.062103212273 -3895.5841174921825 -169.49920030592534
66310570146495632,3,1,1,0.4,0.001,635751.0424503938 70505.37112863646 1969.0393041728503 10279.736434165636 -3895.2398410524065 -169.52382690686912
66308841678649776,3,1,1,0.6,0.001,635754.0619392198 70490.53076844792 1966.8767933185154 10286.444997510938 -3894.8944293567874 -169.54845714691746
66307121353111744,3,1,1,0.8,0.001,635757.0898416493 70475.83839925753 1964.7084575349995 10293.079939995236 -3894.551342966085 -169.5729982081952
66305395161276920,3,1,1,1.0,0.001,635760.0920588163 70461.02128966991 1962.55805130056 10299.776977396441 -3894.20589376734 -169.59746381839017
67933981334974472,3,1,2,0.0,0.001,600317.3708383532 69014.7583973021 10311.031343071327 10940.88739113775 -3592.3413781658865 414.4658782210727 21371.61328846319
67931763397499680,3,1,2,0.2,0.001,600324.7108568952 69000.77601113451 10308.199137942995 10947.184509344852 -3592.048416402215 414.3069999200298 21368.091145322403
67929542531097696,3,1,2,0.4,0.001,600332.0558889923 68986.73797187603 10305.365195760158 10953.50934567664 -3591.75466520309 414.14804912214015 21364.56725408491
67927319636641560,3,1,2,0.6,0.001,600339.382177049 68972.62097233998 10302.538024774713 10959.873460152714 -3591.459558114218 413.98929031304755 21361.05175055735
67925100848254960,3,1,2,0.8,0.001,600346.7259047008 68958.60642913931 10299.704588549963 10966.186640018586 -3591.1661484251454 413.83042574752795 21357.528811747445
67922883080988528,3,1,2,1.0,0.001,600354.0466505234 68944.5658764608 10296.880326503046 10972.512747838331 -3590.8721331884435 413.6718781085894 21354.01499573675
67934055506321048,3,1,3,0.0,0.001,600319.2593303544 69014.56451001222 10309.610661234441 10941.114170695204 -3592.379460471924 993.1954109916163 21367.17557529196 -344.24147173866083
67931832260505352,3,1,3,0.2,0.001,600326.625335962 69000.52304498991 10306.768290767628 10947.440729410275 -3592.0856260740275 992.7031372636858 21363.645485653386 -344.05721512543596
67929613298517840,3,1,3,0.4,0.001,600333.9316209839 68986.45754550313 10303.949838209332 10953.779179918181 -3591.790719945217 992.218801803481 21360.138454497257 -343.876528003461
67927397098756592,3,1,3,0.6,0.001,600341.2451505109 68972.45068047615 10301.128704372137 10960.08847942046 -3591.496817752352 991.7451080590982 21356.62848069531 -343.7010407959805
67925182653534312,3,1,3,0.8,0.001,600348.5733181647 68958.49507819864 10298.301895332293 10966.37229793972 -3591.203908746531 991.2993149170624 21353.112754963877 -343.5392167541007
67922950987079120,3,1,3,1.0,0.001,600355.9436040951 68944.26715921544 10295.457187052762 10972.791735614115 -3590.907345705344 990.7486037153707 21349.583451911116 -343.32651793003174
68903150983259664,3,1,4,0.0,0.001,584677.089786087 69122.59110967965 4956.51499542225 10719.186765127335 -4030.3270705629 1516.6751306152382 118717.556203687 -797.7899850020112 -40631.93109721737
68899100836836864,3,1,4,0.2,0.001,584693.654521363 69108.52612218072 4956.781910227996 10725.61909234455 -4029.8043577056355 1516.1058657316319 118662.60982625403 -797.4894041919505 -40611.29719841656
68895039825147960,3,1,4,0.4,0.001,584710.2734682339 69094.38413310517 4957.046756701172 10732.090263312884 -4029.2784993333776 1515.0529107562725 118607.52216378479 -796.9527876874956 -40590.611290448825
68891005205047088,3,1,4,0.6,0.001,584726.7771436312 69080.4490492198 4957.3271831871125 10738.457860271836 -4028.756683622588 1514.262631577484 118552.69201672472 -796.5442472470287 -40570.01838409865
68886968790262520,3,1,4,0.8,0.001,584743.2586562771 69066.3047744475 4957.588151257491 10744.929126232784 -4028.233846830136 1513.7329123129932 118498.02650593706 -796.263156392768 -40549.48915886118
68882952649505360,3,1,4,1.0,0.001,584759.6581006813 69052.3826180394 4957.865993123992 10751.28975021494 -4027.7127277516897 1512.823720896285 118443.51770768008 -795.7967349761706 -40529.01496662138
72653336186934832,3,2,1,0.0,0.001,586227.3733894969 69772.23516517147 7956.800873215076 10587.631877563093 -4623.745044667981 39630.87003159636 -516.0464509542157
72650408516464528,3,2,1,0.2,0.001,586234.3915652963 69757.63014772731 7954.290021365938 10594.229952464055 -4623.268057459501 39627.21654701503 -516.0133671696937
72647491466060864,3,2,1,0.4,0.001,586241.4167636937 69743.23810722432 7951.776072332919 10600.722074654184 -4622.7941830676755 39623.560611130924 -515.9801388676675
72644581826687360,3,2,1,0.6,0.001,586248.4352306242 69728.96337604689 7949.265452269288 10607.155842331706 -4622.322020614908 39619.906467367466 -515.946700097471
72641670645892448,3,2,1,0.8,0.001,586255.4263844733 69714.58093763138 7946.767342813907 10613.643214928667 -4621.848148010056 39616.261032544186 -515.9134159225282
72638756976388576,3,2,1,1.0,0.001,586262.4333862822 69700.18174055745 7944.261913047654 10620.138950247081 -4621.374209845529 39612.61113367938 -515.8801349716207
75500904744469904,3,2,2,0.0,0.001,549743.4137830741 68377.25422335684 13229.966236086031 11185.55146152222 -4471.099197358655 43443.343177480834 43.478927961311896 23318.297864343134
75497518989664656,3,2,2,0.2,0.001,549753.5681295955 68363.36976236377 13227.372282650384 11191.805263227892 -4470.6517615796765 43439.67225176026 43.39425940363653 23315.147376776073
75494140072098512,3,2,2,0.4,0.001,549763.7343412177 68349.64930792685 13224.775272668025 11197.97749594048 -4470.206794903817 43435.99881990028 43.30972210861688 23311.992452034552
75490755548168256,3,2,2,0.6,0.001,549773.873275929 68335.7251643528 13222.18624563888 11204.251058380021 -4469.758785251633 43432.331461420035 43.22524561308671 23308.8467849957
75487368418958160,3,2,2,0.8,0.001,549784.0792751319 68321.93669930073 13219.576311139357 11210.457221474195 -4469.313075018662 43428.64994667091 43.14035782861039 23305.681091166258
75483996821018256,3,2,2,1.0,0.001,549794.1887636953 68308.16819732895 13216.997148277278 11216.653338925958 -4468.867246166708 43424.98897292668 43.056226639321274 23302.543300886486
75502578313140432,3,2,3,0.0,0.001,549742.5582252749 68376.92841557057 13228.919360849326 11185.742210243814 -4472.118807179293 43444.69427578964 900.57266957745 23313.494557356462 -486.38505167656143
75499189836619088,3,2,3,0.2,0.001,549752.7249395339 68363.03256426276 13226.321615182658 11192.001736739454 -4471.670904070884 43441.02044255807 900.251508498327 23310.341826488315 -486.26025775612965
75495803872607760,3,2,3,0.4,0.001,549762.87787692 68349.13776616169 13223.728402897807 11198.26074894353 -4471.222904767084 43437.34964000537 899.910150009499 23307.19315052218 -486.12556537359495
75492419396729488,3,2,3,0.6,0.001,549773.0362372223 68335.27915113592 13221.133667724467 11204.501782901225 -4470.775550784191 43433.67787355668 899.5710466492568 23304.042664243192 -485.99197122982076
75489036226676240,3,2,3,0.8,0.001,549783.2134331713 68321.49578876297 13218.532862585844 11210.705539126233 -4470.328457001251 43430.00243065595 898.9690823771468 23300.88734079993 -485.73012902938126
75485651559666336,3,2,3,1.0,0.001,549793.3805493702 68307.63949023308 13215.935532390657 11216.945433431405 -4469.881444203805 43426.32896105736 898.7076409908378 23297.734299222546 -485.63444633630473
74573462780647904,3,2,4,0.0,0.001,539318.1119615616 68496.89683451288 9165.05909512984 10986.203609586548 -4769.755722807514 40068.86171215357 1353.7733142414868 108792.04504266361 -875.2282577830603 -36096.37888833073
74569631457422016,3,2,4,0.2,0.001,539334.8089715221 68483.04533224955 9164.760065655459 10992.51871887384 -4769.161931207884 40067.082642581474 1353.1687973441533 108744.70538332194 -874.9067783882444 -36078.6264577226
74565804912442576,3,2,4,0.4,0.001,539351.4636568933 68469.18388762708 9164.446477954221 10998.838416663688 -4768.5683336583725 40065.293177846186 1352.4324202266773 108697.59986724626 -874.5211181245556 -36060.96267506028
74561978793397872,3,2,4,0.6,0.001,539368.1353957256 68455.34499851915 9164.142736500735 11005.147193056431 -4767.97423735675 40063.510827758306 1351.5670336422384 108650.37464244821 -874.0724060311574 -36043.253233414405
74558163254476528,3,2,4,0.8,0.001,539384.7151667195 68441.46930971066 9163.833791400624 11011.473557146166 -4767.3814496764835 40061.72375325703 1350.9956015127705 108603.45912910278 -873.7672922646411 -36025.6589189824
74554347443326800,3,2,4,1.0,0.001,539401.2962165149 68427.58098947434 9163.51603386538 11017.80619975726 -4766.788192351674 40059.930766537596 1350.2396445680758 108556.60777590935 -873.3722082894232 -36008.089725693244
72800829541199264,3,3,1,0.0,0.001,586521.194522159 69667.79030349519 7998.138985638218 10654.775941989737 -19654.655978349823 39097.68402509175 8171.169719083009 -555.8213052741811
72797828984721824,3,3,1,0.2,0.001,586528.1630688591 69653.17729893755 7995.619425771537 10661.375629589165 -19650.66979549119 39094.13435356377 8169.6190781807545 -555.7860427936872
72794846328649328,3,3,1,0.4,0.001,586535.1207073346 69638.81349373652 7993.106120119461 10667.851401719603 -19646.804467021353 39090.58474933858 8168.118073374561 -555.7504417146923
72791855251348592,3,3,1,0.6,0.001,586542.0603786256 69624.3585347798 7990.599040021179 10674.37240737957 -19642.695937121374 39087.04649478502 8166.514789043476 -555.7150944638896
72788882081097392,3,3,1,0.8,0.001,586549.0355827323 69610.11780880128 7988.079201595831 10680.787075554052 -19638.999419256896 39083.487867250275 8165.084437108883 -555.6791983812957
72785890387344224,3,3,1,1.0,0.001,586555.9657794589 69595.56833698723 7985.5771639847735 10687.355187878244 -19634.965253540806 39079.95134562749 8163.513069929971 -555.6438976964067
75678718721492016,3,3,2,0.0,0.001,549998.5353599534 68270.16695407631 13252.081685805535 11253.908665550212 -20134.47719293178 42880.950400067515 8404.660245056642 6.757412708409642 23411.544769063807
75675249526793824,3,3,2,0.2,0.001,550008.626281131 68256.32723176073 13249.493725804452 11260.137725383604 -20130.142272060486 42877.40349171731 8402.951501848622 6.6741852727719095 23408.368898317698
75671785342262000,3,3,2,0.4,0.001,550018.7643432544 68242.68586995544 13246.892238606964 11266.268206772382 -20125.873474001677 42873.84487943867 8401.269619949437 6.590871454930745 23405.178480370134
75668304233137632,3,3,2,0.6,0.001,550028.8556120719 68228.65250790247 13244.303391905012 11272.593588507863 -20121.41350512611 42870.30150269069 8399.509124208127 6.507379115807771 23402.00240980267
75664843683004112,3,3,2,0.8,0.001,550038.9597781808 68214.98949914974 13241.712466741625 11278.734807408642 -20117.09934734239 42866.751544157065 8397.808160598059 6.424277865915083 23398.821710259806
75661376597722928,3,3,2,1.0,0.001,550049.0711686676 68201.16935153508 13239.118497605254 11284.954271273185 -20112.84291571626 42863.19885413228 8396.132468687034 6.3410414423915435 23395.64095494545
75679917611466512,3,3,3,0.0,0.001,549997.6754105929 68269.83230738898 13251.154303943076 11254.075177818297 -20132.66489689988 42882.28205115475 8403.022097779323 820.1680767975822 23407.09701558417 -457.3713882738588
75676440991045248,3,3,3,0.2,0.001,550007.7928686116 68255.95691081915 13248.558170739974 11260.322127175323 -20128.271242050425 42878.730999086634 8401.289377400268 819.6873887809529 23403.914104705567 -457.170489846143
75672977557037712,3,3,3,0.4,0.001,550017.9126637533 68242.24133382048 13245.96245833954 11266.489644220404 -20124.06974450927 42875.17431180718 8399.636829297082 819.2770333853514 23400.731686389045 -457.0037032349742
75669508702098864,3,3,3,0.6,0.001,550028.0416675642 68228.54706261045 13243.363311629004 11272.646491527901 -20119.66567487679 42871.621148937294 8397.898594978722 818.852903953122 23397.54437109769 -456.8303617563305
75666045270906208,3,3,3,0.8,0.001,550038.1001564706 68214.68718894357 13240.78602987848 11278.885674840407 -20115.35653364086 42868.080604349205 8396.201213697346 818.5013741005873 23394.379737188567 -456.69223496022977
75662571148352192,3,3,3,1.0,0.001,550048.2209176752 68200.83952582785 13238.189123651022 11285.118797360377 -20110.95033773601 42864.52954540607 8394.462659550298 818.2333187561402 23391.195431495016 -456.5950848290082
74729137005592992,3,3,4,0.0,0.001,539577.2644516609 68390.20454889178 9191.670854508617 11054.422094576024 -20281.824503708754 39512.42556806432 8360.629277609054 1273.837006962822 108827.86415172287 -846.6886125694226 -36072.91231468106
74725219806852320,3,3,4,0.2,0.001,539593.863043497 68376.17895330998 9191.36839159654 11060.82101907144 -20277.266377315107 39510.76755740039 8358.873505131927 1273.119409472038 108780.65094369113 -846.3135820135506 -36055.214719000156
74721335303568832,3,3,4,0.4,0.001,539610.4381991082 68362.59514982806 9191.061690587387 11067.000090496507 -20272.98246240966 39509.097666277106 8357.231111589283 1272.3323430809621 108733.55876412342 -845.9043612620718 -36037.5631001689
74717433899821040,3,3,4,0.6,0.001,539626.9877814588 68348.63568070007 9190.743406190652 11073.365642220784 -20268.584184593044 39507.42348621913 8355.54196559042 1271.790176503879 108686.61896044383 -845.614983537536 -36019.9692888678
74713544886001296,3,3,4,0.8,0.001,539643.4609824221 68334.79377662623 9190.44497915544 11079.672549342644 -20264.06577264676 39505.76540557381 8353.801563858964 1271.0695462261865 108639.7557558991 -845.2384922611783 -36002.40045460057
74709637930087632,3,3,4,1.0,0.001,539660.1419438221 68320.909162561 9190.140274000672 11086.00196754185 -20259.773693847692 39504.09903230656 8352.157646885564 1270.3197258737728 108592.34265945923 -844.8474418613382 -35984.63055838042
74566831490393312,3,4,1,0.0,0.001,571945.2634525563 69684.62594646754 4330.356279228573 10779.923670446216 -26218.336202017967 114742.78779248384 12664.555264435085 -27203.74952985851 -464.6519390468741
74561459038009008,3,4,1,0.2,0.001,571960.8704620696 69670.23999466629 4330.253151511154 10786.331520234111 -26210.375715517792 114693.58737651896 12660.308225164914 -27187.49806153276 -464.6663515982599
74556066387427072,3,4,1,0.4,0.001,571976.5359835759 69655.7549234439 4330.141505445433 10792.788348605714 -26202.159488657733 114644.24714657634 12655.950769729123 -27171.19842676398 -464.6811819309531
74550741341329552,3,4,1,0.6,0.001,571991.9882732866 69641.54089999045 4330.045997428901 10799.111340837755 -26194.29015003114 114595.46345554569 12651.749287369534 -27155.082814395846 -464.6952397883722
74545374996226000,3,4,1,0.8,0.001,572007.4983583554 69626.8547236198 4329.952679732187 10805.66886065876 -26186.178197621568 114546.49190185503 12647.444072789545 -27138.902292206596 -464.70997333298794
74540008106801888,3,4,1,1.0,0.001,572023.1569669299 69612.7332451835 4329.842562303474 10811.944866637254 -26177.969028640917 114497.17433426884 12643.08806299868 -27122.61071381579 -464.72439012882063
76239219525543872,3,4,2,0.0,0.001,540194.5219724873 68339.13617391157 10331.023531721055 11357.19535341221 -25771.8844212619 112166.31995369725 12414.3274659908 -25404.227690300817 44.24841962785823 20431.982095679235
76234211135025888,3,4,2,0.2,0.001,540210.819772917 68325.22185119138 10330.235745263746 11363.382908082842 -25764.099701498195 112121.90037557489 12410.241639031838 -25389.583333025468 44.15339673510145 20430.65684667967
76229235184233376,3,4,2,0.4,0.001,540227.026793748 68311.56745054477 10329.449820312926 11369.441503108868 -25756.254540524307 112077.74467636128 12406.133765199143 -25375.02373938119 44.05851947946937 20429.327570763347
76224205765276736,3,4,2,0.6,0.001,540243.3718820035 68297.45955463049 10328.667883624685 11375.725035855734 -25748.350685165366 112033.13705949795 12401.994970782363 -25360.316057804997 43.96344816206604 20428.00915070007
76219226737751776,3,4,2,0.8,0.001,540259.580886668 68283.76111794438 10327.887560826954 11381.805422686939 -25740.421991556766 111988.92882399917 12397.85094752492 -25345.737661655403 43.86866131807205 20426.685759698194
76214245014308240,3,4,2,1.0,0.001,540275.7888372311 68269.83164527974 10327.093137531123 11388.00108463259 -25732.605478567548 111944.83584619845 12393.758025784076 -25331.20009566528 43.773503754122196 20425.352070517587
76241445245978688,3,4,3,0.0,0.001,540194.0747436254 68338.76104944786 10329.530809550315 11357.489006118416 -25770.136671081742 112169.4580738958 12412.798671928276 -25404.955592886014 969.2433415030459 20426.19364739614 -536.8948941011739
76236448442474208,3,4,3,0.2,0.001,540210.3188752353 68324.90368441884 10328.744210241513 11363.648443236849 -25762.281940088134 112125.18968048223 12408.686230146457 -25390.359151941168 968.7350207896495 20424.868642347585 -536.6711284830266
76231446643391568,3,4,3,0.4,0.001,540226.5816958833 68311.01602698595 10327.958897543425 11369.822845065008 -25754.39551816885 112080.8581545643 12404.559303229684 -25375.74175282046 968.2492391811987 20423.54483721219 -536.4583557057216
76226444302738704,3,4,3,0.6,0.001,540242.8273820996 68297.08137173923 10327.1742018908 11376.020559112803 -25746.358834255017 112036.56634788871 12400.36953724533 -25361.13498136091 967.8744628885097 20422.22050095216 -536.2998859022647
76221453280301264,3,4,3,0.8,0.001,540259.1275660258 68283.45461786521 10326.387557027125 11382.065224501748 -25738.584229435502 111992.15144774572 12396.287298066061 -25346.492808537612 967.20736681791 20420.895237040448 -535.998417165466
76216480163853168,3,4,3,1.0,0.001,540275.2970816287 68269.5553823497 10325.601213999733 11388.245971916542 -25730.867126279234 111948.11163338237 12392.237749579563 -25331.973057053798 966.738024367535 20419.571463688422 -535.7936085188807
75732318894008592,3,4,4,0.0,0.001,528826.9164506956 68451.2262646665 6097.958300420726 11156.828945575839 -26006.322847672243 108270.25476927549 12363.429196970168 -24917.535795877757 1431.6055301982262 105622.68393887619 -924.3946454919316 -35607.14105338805
75726627511773632,3,4,4,0.2,0.001,528850.1070777155 68437.4659971244 6099.5705029721785 11163.020528387851 -25998.210451831477 108228.37810861347 12359.281524793858 -24903.276442223567 1430.752855701668 105577.42447951021 -923.948026348766 -35589.70262904613
75720910910547904,3,4,4,0.4,0.001,528873.5001030761 68423.72376346267 6101.166989768777 11169.202894455522 -25990.28684168713 108186.12965195991 12355.206619604085 -24888.90173196963 1430.062300836104 105532.06837410918 -923.580330177364 -35572.23237204707
75715233470210640,3,4,4,0.6,0.001,528896.5053018383 68409.61695198341 6102.7785973645605 11175.56630563712 -25982.236231981376 108144.37989059214 12351.088975932385 -24874.68495154199 1429.279794187978 105487.23168586177 -923.1682341819001 -35554.948779178936
75709537589969168,3,4,4,0.8,0.001,528919.764128512 68395.8840609894 6104.366761182623 11181.743366155006 -25974.290129750127 108102.17022324634 12347.005072026033 -24860.3239943179 1428.4745690639897 105442.28403065549 -922.7448162537469 -35537.630321497985
75703856039770832,3,4,4,1.0,0.001,528942.9472373461 68381.99393309464 6105.9703594200755 11187.99975598958 -25966.26171054686 108060.37680016199 12342.895213334443 -24846.09482647985 1427.7367203821848 105397.04083006056 -922.3542879277788 -35520.20030508035
69206702361421576,4,1,1,0.0,0.001,608642.349825169 70469.18520799335 116304.09617668309 10263.718239127877 -47384.17029723093 -4355.754249861423 -470.7181834500516
69202037264236904,4,1,1,0.2,0.001,608659.9918849086 70454.56222537885 116242.33702356368 10270.338114590893 -47360.15276152848 -4355.2110561689415 -470.6155672699873
69197366526597608,4,1,1,0.4,0.001,608677.6414027578 70439.80764344668 116180.56921085002 10277.023491919457 -47336.13294767331 -4354.666060946128 -470.51313137905885
69192686892006464,4,1,1,0.6,0.001,608695.3198757274 70424.91486648128 116118.73190348249 10283.777668591774 -47312.08814705401 -4354.119078628036 -470.41075895870966
69188011696676936,4,1,1,0.8,0.001,608713.0958128248 70410.29616497568 116056.63305344137 10290.395550481571 -47287.94696673558 -4353.57605930733 -470.3077879284367
69183348286697616,4,1,1,1.0,0.001,608730.7757779678 70395.61587563196 115994.81164356822 10297.044025436957 -47263.90975529937 -4353.03235440323 -470.20524279575466
69650739404102064,4,1,2,0.0,0.001,583374.2446140015 69035.20092105168 115601.3927038591 10919.799256260048 -44919.16794750333 -4082.2972722293207 -14.417080353260621 15924.075659601394
69646532810979056,4,1,2,0.2,0.001,583391.3184844196 69021.23744584306 115546.03246792093 10926.091612762617 -44897.840514578675 -4081.8140054233686 -14.3901945867703 15923.634171897695
69642347867403088,4,1,2,0.4,0.001,583408.2411469275 69007.23076821849 115491.15242675108 10932.4053838427 -44876.6949602255 -4081.3306440688584 -14.364305500924324 15923.185944957595
69638131130052552,4,1,2,0.6,0.001,583425.3923232412 68993.16728331463 115435.6614805389 10938.7476275184 -44855.32228463927 -4080.8462384863146 -14.337747086506521 15922.728966478628
69633950712503896,4,1,2,0.8,0.001,583442.2922715604 68979.12819830407 115380.84482691008 10945.07753569922 -44834.20078979985 -4080.3625097749864 -14.311842613607952 15922.283020118162
69629760429339048,4,1,2,1.0,0.001,583459.2716479254 68965.07522165148 115325.81117557919 10951.414435859815 -44812.99854048367 -4079.8784942159677 -14.285609035965667 15921.835412017077
69656907255579464,4,1,3,0.0,0.001,583376.3004883262 69034.5739141852 115609.65919267421 10920.341282625084 -44924.53890899945 -4083.1492245857335 1316.523226784458 15914.635846648016 -785.3897945696607
69652708929666456,4,1,3,0.2,0.001,583393.2874941356 69020.63309446021 115554.5525088569 10926.622245471473 -44903.30595142091 -4082.666044232282 1315.943281052728 15914.196961317124 -785.0403914567112
69648511121277416,4,1,3,0.4,0.001,583410.2320881383 69006.5663813252 115499.58176767614 10932.965969663366 -44882.12465067075 -4082.1802214216423 1315.0816002538033 15913.75780343364 -784.5537719673391
69644291456360560,4,1,3,0.6,0.001,583427.36522255 68992.52578484408 115444.09891185511 10939.296774468303 -44860.75266706142 -4081.695225857088 1314.4192373228948 15913.312237453763 -784.163744434979
69640116225934432,4,1,3,0.8,0.001,583444.1919016269 68978.4947249972 115389.487448104 10945.622606303787 -44839.707173626986 -4081.2110676525695 1313.7765067612372 15912.87078105443 -783.7844696364865
69635906476419184,4,1,3,1.0,0.001,583461.2426982179 68964.3324537186 115334.29240959711 10952.013915087446 -44818.44541749777 -4080.725003902774 1313.1703014033244 15912.418144840813 -783.4223848052966
70868640468844384,4,1,4,0.0,0.001,565471.4751768264 69137.5056920997 109757.81663212688 10698.064499004651 -44010.96232940577 -4488.731148594557 1870.3117863967977 112532.00844629799 -1217.3543118646276 -39623.9843064814
70862542626428640,4,1,4,0.2,0.001,565498.7731294916 69123.4562870726 109705.89067507895 10704.494567675249 -43990.144732334265 -4488.036064482098 1869.3815805873924 112480.92785518653 -1216.7749443702007 -39604.026541945226
70856435379942832,4,1,4,0.4,0.001,565526.1818497053 69109.39969934594 109654.12655416185 10710.929027999216 -43969.390888555856 -4487.3404811782375 1868.5238239597825 112429.40784382283 -1216.2310565071696 -39583.90937410348
70850336439155400,4,1,4,0.6,0.001,565553.5776319503 69095.43291616322 109602.35418048505 10717.31882911078 -43948.63493298092 -4486.645504062022 1867.377497411144 112377.95517529469 -1215.5463647987774 -39563.817931466925
70844252381591824,4,1,4,0.8,0.001,565580.8066753383 69081.26290570782 109550.82760718881 10723.809112853593 -43927.97089093732 -4485.949281547916 1866.5180435279794 112326.73286705345 -1215.0021510596584 -39543.81036058275
70838169810464536,4,1,4,1.0,0.001,565608.1447633295 69067.3403175678 109498.83418570168 10730.176173556238 -43907.13297180197 -4485.256056304613 1865.42644711685 112275.6955395044 -1214.3440474554004 -39523.87347944138
73344100588940528,4,2,1,0.0,0.001,569091.7924127869 69751.35097958874 110410.6693977286 10573.478530727702 -43577.47900195919 -4977.237922326335 34938.973851155395 -772.1095261424234
73339845064194128,4,2,1,0.2,0.001,569108.5516316579 69736.73237525678 110357.09212357554 10580.095807902215 -43556.74623521592 -4976.640660862326 34937.919700121005 -771.9848829309605
73335588658546720,4,2,1,0.4,0.001,569125.4335605197 69722.36747833907 110303.19615456101 10586.586949097653 -43535.895600470096 -4976.046947482495 34936.859791237046 -771.8595132272042
