loss,weight_order,prod_distance_order,time_delivery_order,lambda,thetas
221405621663,2,2,3,0.8,0.8682245918258293 0.908071353166122 0.6701423457062845 0.8835432119452596 0.24160451372158537 0.2933945936582193 0.031483997814885326 0.7746351863267916
150658854092,3,1,1,0.0,0.8373237963133315 0.46800790447698626 0.5900070575377135 0.7776379658643352 0.8571895593845125 0.9488248026861766
165785673090,3,1,1,0.2,0.7291426181382105 0.26577405007187405 0.8792611447431474 0.5256233347447056 0.44436422490374206 0.992323871334479
187442956738,3,1,1,0.4,0.7700247738443164 0.6009456233799987 0.5787976738350155 0.2288179408425753 1.0019100952922475 0.8987974524195345
166031995291,3,1,1,0.6,0.6730184224004254 0.6221530622975445 0.2643608338861496 0.5289242928417768 0.6158807035979126 0.7988231683034387
161632429493,3,1,1,0.8,0.6098305838657618 0.5162809014942755 0.12818538667917345 0.604667229667169 0.32877266315567455 0.9401430879136128
159968095393,3,1,1,1.0,0.8148747487729447 0.6931001124551448 0.9616716160778279 0.616232570621623 0.41002274792646676 0.849761519323838
162164231201,3,1,2,0.0,0.6794671102472444 0.29589107333779896 0.700235933943233 0.5896473967886908 0.13388107579437414 0.10746734139233786 1.045618268898295
147353250341,3,1,2,0.2,0.9055596313917299 0.8968977896958583 0.9938610677095793 0.8470517530061887 0.28735664330051996 0.11090956588002812 0.8457894339704486
191797564586,3,1,2,0.4,0.7104572040902815 0.6269810622555199 0.12506505548916638 0.1945275198553226 0.2458734403062261 1.0575335221478943 0.774786238987291
168222468196,3,1,2,0.6,0.9236382169872162 0.8798718788205959 0.4875767114888534 0.4903229789002538 0.7212633250845049 0.7420550345079417 0.7494630585112632
165799564678,3,1,2,0.8,0.7781739963154726 0.7760466053119449 0.1287282938984167 0.5413751694725337 0.19623305367720564 0.8593857157534093 0.8551912232788617
202584547173,3,1,2,1.0,0.7535298827795373 0.42419208369887446 0.23915410536807544 0.06273444337962984 0.7456222967478114 1.043217555084234 0.7211447575306631
169836207679,3,1,3,0.0,0.8461235462690319 0.5008561146003938 0.8693166447754036 0.4646206537140716 0.46333226128586674 0.7490207283899987 0.5598226179522092 0.088182449333086
152379852225,3,1,3,0.2,0.9399245197967613 0.5344159954815171 0.2956625617973575 0.759198847896071 0.11110275857521244 0.9872967013121259 0.7426353902654971 0.7220369010470108
187069339704,3,1,3,0.4,0.8011169406113821 0.4655843785273926 0.2655755696034989 0.23700205772901764 0.6926822510046721 0.2226835582347403 0.6072154901952809 0.9850403276121181
170464950871,3,1,3,0.6,0.830024222621955 0.3138691211213664 0.12203659697261668 0.46307997791904654 0.4165193887863671 0.7255625717588257 0.6482502676257001 0.9273634304018853
161612362182,3,1,3,0.8,0.9191228466391503 0.02527592381831009 0.872805535906635 0.5811407350281123 0.6201322727543485 0.5420430155154772 0.536314582532837 0.8732471239967919
140610817273,3,1,3,1.0,0.9364937587775461 0.99466973201368 0.27752048910344806 1.006125718284273 0.2985316210373714 0.7737665645341538 0.2823867397358849 0.5026263539887718
190113831545,3,1,4,0.0,1.0301377571689678 0.8594487667690459 0.9858862632562999 0.18783115581836834 0.5042435753120368 0.3638250651522847 0.9341507532759581 0.6764525172849551 0.07933885952367631
139332173623,3,1,4,0.2,1.1701933221146052 0.6810369701465141 0.6482542918655901 0.9588505956842748 0.9030684124368346 0.550525031899239 0.5297117518696789 0.4687334498861102 0.529500461475703
155286336370,3,1,4,0.4,1.0156105951890582 0.6294022569577137 0.5817606711372677 0.6529675548550774 0.5378046953854464 0.5269840595962192 0.6847337089278932 0.39484986135112426 0.512296857430476
172445058044,3,1,4,0.6,0.782151229799177 0.8254065615040042 0.3108118556515376 0.40501690581321687 0.152264453006147 0.10994733654364562 0.8969974666897333 0.20021801786950685 0.4891352175653194
179292968979,3,1,4,0.8,1.1061505621355268 0.5335790855456752 0.5849170099963767 0.3097849053060028 0.9686069150674196 0.8827168883899844 0.7103563688865164 0.7181425581254719 0.2513198527828848
158074557347,3,1,4,1.0,0.938324781222485 0.9698083543683155 0.03523549995154789 0.5893218548031959 0.6981285284993308 0.5368382607399611 0.3706961413280339 0.11575368164707635 0.8306035875954176
45797740691,3,2,2,0.2,0.7312747603610014 0.3194310329186612 0.8887018741709626 0.5492665093581635 1.0403784500694915 0.07509052253106593 0.16075416050485083 0.10174172762265482
106546535995,3,2,4,1.0,0.9683375073412503 0.3054837887914764 0.4439130327539101 0.0132785398071823 0.17339274133133364 0.04191910805494566 0.7750716391835454 0.9671176423245396 0.780340100464996 0.7921552508672436
