loss,weight_order,prod_distance_order,time_delivery_order,lambda,thetas,diverge
211214009246,1,1,1,1.0,64.46721093256924 2632.983143677344 136886.05667514814 471.6041015817326,False
212148451953,1,1,3,1.0,137.9453488763659 5703.232487786112 294143.32276344154 1111.3391655964665 11299.291297474661 127058.44647321731,False
213382589555,1,1,3,0.2,136.60476203259722 5650.1733456104585 288662.5208622656 1095.8230406077346 11158.355343348116 125980.30725389464,False
212679731631,1,1,2,0.0,63.769648242708236 2586.2937742025288 135284.51240733467 478.3637251875326 4673.831550174469,False
213438108900,1,1,1,0.0,64.57621279262288 2694.0787879720965 136938.39428404858 474.3882391454656,False
278884997884,2,1,2,0.4,10247.647615663856 584558.0831808724 38629575.810239576 21190889.558565237 76933.81788868965 747104.103165259,False
212642003133,1,1,1,0.2,64.58374867856286 2681.4094024591304 136743.76152543738 477.41782346488753,False
294438968734,2,1,3,0.4,12384.100360339398 700381.6786050507 46240665.727821805 25706903.09646114 96175.09165064014 953290.4425765299 10547328.967295386,False
290124934393,2,1,1,1.0,10089.691796008652 575427.2460702793 38072973.79902511 20954414.804796454 75082.1616081163,False
284528532076,2,1,2,0.8,10708.894580122373 612817.620048622 40509241.78789156 22247562.318910882 80843.98133757515 783912.9350750282,False
209958817098,1,1,2,0.4,65.4224390336222 2670.4737586433253 138826.96594144427 481.54021771074844 4670.320122876556,False
299357668230,2,1,3,0.2,12686.942000910902 721416.0364120556 47893324.75038042 26356026.321414545 97332.72317568217 954130.99667084 10462658.04512901,False
300632924875,2,1,3,0.6,12902.850957663291 728295.4082734287 47966705.212387785 26787302.488891553 99804.14986911308 982208.6091689741 10791932.73199371,False
212197415541,1,1,1,0.4,65.93346307934735 2729.984077081781 139843.22325107345 483.3879099944277,False
287409381425,2,1,2,0.6,10708.222034706512 616296.2731510401 40935904.48836477 22363630.68892184 80428.68557078824 777099.6999550181,False
288472429851,2,1,2,1.0,10895.935776258815 625208.0849390393 41421629.411870666 22702583.73132867 81536.76420215273 787348.5747924444,False
298453831202,2,1,3,0.8,12767.923558616985 719847.2685933368 47427082.08082784 26460519.040573213 98774.86119037532 971767.1034238162 10678803.760250483,False
304947426121,2,1,1,0.2,10798.939023509392 619372.6501183251 41080542.63786676 22354631.879701022 82219.58834626594,False
210811964953,1,1,3,0.0,138.65001308525706 5741.609527612005 294484.61343856284 1121.5214721060904 11473.247143903794 129598.04866890844,False
210246777994,1,1,2,0.6,65.44276119279667 2692.018748858432 138922.59407121845 487.6722646433104 4729.14093335894,False
211727660767,1,1,2,0.2,64.8481549722791 2672.8086116495983 137729.57267421557 484.4391246253271 4680.34934282543,False
211891563117,1,1,3,0.6,140.3773833102182 5830.977143164008 297773.77186845115 1126.6325509268804 11433.996846655315 128462.62105352376,False
210761604956,1,1,3,0.4,137.36726116529732 5628.334587004309 291113.5137712392 1110.7817690464021 11331.02869276663 127692.78978885105,False
211333883909,1,1,2,1.0,63.789286445501794 2612.665524546097 135288.97256314917 470.50068070693817 4526.508773412646,False
305508142501,2,1,1,0.4,10821.352784131725 620523.4236810395 41111380.088752836 22578869.89968701 80849.49833953247,False
297655844711,2,1,3,1.0,12851.2260983626 727965.1919300891 48019821.8001382 26675879.54682986 98222.40607422109 958197.5298750306 10453105.428810647,False
300620773051,2,1,1,0.8,10586.590933935922 605660.0051117627 40185552.27705033 22071096.544202212 79068.79777594794,False
209687299985,1,1,3,0.8,140.78464210613888 5782.749737783827 299190.0163081151 1132.72170020311 11548.5370984186 130318.61471835649,False
289814468665,2,1,3,0.0,12293.073678068333 692722.1846998619 45676811.61632562 25606394.103348076 94098.93270607192 926908.6322663393 10220410.324403927,False
283898213638,2,1,2,0.2,10586.194470413051 607032.216078227 40279008.9743982 21987829.494817454 79126.66674271692 765409.9401487221,False
212595572090,1,1,1,0.6,64.53252516468007 2639.6826374604534 136928.90189698612 473.7324192086901,False
212635870763,1,1,2,0.8,65.78040035386864 2699.0044038801393 139414.677583749 486.30240930923975 4680.699356967629,False
5488819302184494563328,1,1,4,0.2,580585475.2710993 23863545099.538452 1186910313125.325 6933677484.87674 85556519382.68404 1078841468988.5408 13822624660475.805,False
296752689115,2,1,1,0.0,10309.30627504823 590568.5665659508 39189598.794540554 21513542.80720833 76702.24030401999,False
5425422619164698214400,2,1,4,1.0,627097414.2982283 25719710908.32955 1469719519628.991 1284259780218.2917 7427830773.466321 91449692993.63586 1152585531569.319 14770357585941.248,False
5560707354862978859008,1,1,4,0.8,577513381.4457616 24169333771.75962 1179255471316.948 6924761847.257967 85711299656.449 1083565126886.4678 13914345837494.574,False
5608664255152937500672,2,1,4,0.0,631783003.9055036 26777567975.522804 1560456843331.867 1292132460401.7747 7501881425.815942 92580495808.84277 1169278604852.65 15012375959787.928,False
295617688157,2,1,1,0.6,10413.603076878699 595130.5601217388 39392082.49294758 21775609.789778538 77566.43545933436,False
214271732243,1,1,1,0.8,64.31255460616916 2671.342133839198 136517.04371790396 473.3629798611873,False
280782700464,2,1,2,0.0,10305.57111950346 589798.3773306767 39148405.99393028 21371795.381699238 77166.71459880572 745270.5922932421,False
