loss,weight_order,prod_distance_order,time_delivery_order,lambda,thetas
122393607856139,1,1,1,0.0,4.8964673953161055 -1.0475394379755416 -0.3388038217848687 -0.7226870127154414
149013516164705,1,1,1,0.2,4.805424010565201 -1.0574082849797308 -0.4099100432387339 -0.9847611493059594
118454365413769,1,1,1,0.4,4.706373276268005 -0.80860886298801 -0.9406553892779054 -1.1212476530631077
124960857621804,1,1,1,0.6,4.773825938841777 -0.8605442914029079 -0.6000707311510889 -1.101973278017826
61197952486549,1,1,1,0.8,4.710145842348815 -0.21137033949134082 -1.0393031988778354 -1.4881531220524682
99783054760305,1,1,1,1.0,4.809542456326064 -0.7025911248743721 -0.5820003817518585 -1.109176506485717
153410293456323411968,1,1,2,0.0,4.618699202932894 -0.6790514924397825 -0.25697124097035456 -1.1712309807084746 -1.2924835055924786
121362474355452477440,1,1,2,0.2,4.635370205478284 -1.0307524711152516 -0.22222966865631597 -1.0150421209402718 -1.1492825227554435
119995510607589163008,1,1,2,0.4,4.544400153275449 -0.3130208387589737 -0.873414156276559 -1.3844429887249095 -1.143146612573838
72764991331209199616,1,1,2,0.6,4.618305186744924 -0.9367285559908991 -0.6989848727023522 -1.0404867497623325 -0.8896968253737592
29764671805003579392,1,1,2,0.8,4.803929969009517 -0.8111726235009923 -0.9891209438186102 -0.5955759837190705 -0.5688958668382523
94567397723670282240,1,1,2,1.0,4.615895376810357 -0.7541382871667345 -0.8866563999141399 -0.919610774939038 -1.0146057910623556
378533137300009389163282432,1,1,3,0.0,4.666196428931136 -0.8467273118424128 -0.4258748725755622 -0.8521939483724694 -0.749949096071728 -0.8208731867085618
642047585522750386056724480,1,1,3,0.2,4.481775700740473 -1.0240402001731674 -0.7121082913810431 -0.7807203460100207 -0.8357489560255609 -1.0691302044844213
413490579110979771165573120,1,1,3,0.4,4.542427899028444 -0.3592347662781461 -0.8278926774682649 -0.601514017707659 -1.4421369108155615 -0.857677585164045
246405959007313255685160960,1,1,3,0.6,4.767589002856011 -0.24017380834587163 -0.399119712164845 -0.8194306710740472 -1.0855756892819262 -0.6621007333767086
755802770314176433590632448,1,1,3,0.8,4.453125484243494 -1.0354443592572367 -0.5333129891532082 -0.4455738298704926 -1.3039187078747105 -1.1598235996558839
851802808741034716582379520,1,1,3,1.0,4.519251580643406 -0.3509456079655071 -0.7672009658573519 -1.240253653690584 -0.5600883965922476 -1.231610021740219
5191608800190313728568596350631936,1,1,4,0.0,3.788311536061486 0.07885961405240935 -0.3554084007758323 -0.17823467965783946 -1.1117075218103432 -0.9116695460752944 1.1777103530509276
5855444669475603946571221558099968,1,1,4,0.2,3.843081854699037 -0.15952746638367454 -0.16472329452905282 -0.3687773181551919 -0.6213110357812517 -0.6613358226830948 1.250623338749202
5878535502405891415343623288389632,1,1,4,0.4,3.6795540710892483 -0.530745343882573 -0.08055460701110122 -0.7994033702988742 -0.8588690527897005 -0.1887523422578481 1.2529049818195503
6240981869117252035890086443745280,1,1,4,0.6,3.8281121627863826 0.10575979579192285 -0.018019030042990963 -0.259182325031907 -0.9995706993180619 -0.5405247801333326 1.291084611900128
5286141385808837107180696875565056,1,1,4,0.8,3.866792569412969 -0.11777045773457896 -0.5668187873247468 -0.47918711662879626 -0.7947489776451827 -0.3558876264427977 1.1881677647072695
5803794372010911123982882621620224,1,1,4,1.0,3.964918501020005 -0.08521808254318113 -0.08030888134114358 -0.3309256950921718 -0.7452629269987641 -0.4055462058538793 1.2449982815012877
227461519295205,1,2,1,0.0,4.648967206170452 -1.0240048380645208 -0.8756889189163832 -0.6539879154957915 -0.9559773941692992
243260823541356,1,2,1,0.2,4.6868542766762635 -1.1087966324266498 -0.660120472037284 -0.6622488609023384 -0.917448133628559
191003779841133,1,2,1,0.4,4.567446192667073 -0.3745108411716094 -1.0014803342872842 -1.0121297881726738 -1.3664279453430648
149844029624431,1,2,1,0.6,4.788710774556305 -0.2693790988369775 -0.21020789437798115 -0.8598913680407293 -1.395474053132325
