loss,weight_order,prod_distance_order,time_delivery_order,lambda,thetas
61994437,2,2,4,0.0,7.6180675461394864 0.03684080141690461 -0.09708796964861009 -0.04256677566211176 -0.04796659962982513 0.009861301539885525 -0.01699141910430592 0.02099911393458442 0.018179200147370504
61994444,2,2,4,0.2,7.618277341527823 0.03683957089558813 -0.09710164921365667 -0.04256319189234982 -0.04798344534996254 0.009956848567464397 -0.01744879163538024 0.020949324852915528 0.018325755963225963
61994407,2,2,4,0.8,7.617992046729555 0.036831739838838765 -0.09705514449509443 -0.0425567279438003 -0.047950471060617054 0.009852112123349485 -0.016919108310237293 0.021003498091301056 0.018155834418182047
62017282,2,3,2,0.8,7.604514064423008 0.0395270444549344 -0.09729895426427314 0.17408485412766098 -0.04834850886755944 -0.12049695314613307 0.051763838229236955 0.034973817659212494
62020711,2,3,4,0.2,7.6191074362098385 0.039663612875527526 -0.09698869140456134 0.17419243549854396 -0.04812415877587336 -0.12058645193221215 0.007520461913574502 -0.016310047745098026 0.021337124261217456 0.0176650690881854
62020668,2,3,4,0.6,7.619317090463092 0.039655954800633546 -0.0969956664484884 0.1739800798734538 -0.0481381352131895 -0.1204808341040953 0.00762629667524184 -0.016792596587021015 0.021282933287118562 0.01781995837017337
61992753,3,2,2,0.0,7.603268000765593 0.07900561269353511 -0.0975540509103131 -0.023398999282963868 -0.04289633262311547 -0.048331441714595184 0.0530442633718318 0.03575794896539686
62019225,3,3,2,0.2,7.6047768968284775 0.0808703078273154 -0.09746214901171676 -0.02286928921043775 0.1737169078849107 -0.048500605666494334 -0.12049874381574652 0.05135557291471943 0.03497477833544325
62019092,3,3,2,1.0,7.604732380822202 0.08071661992234899 -0.0974293158138666 -0.022799736653136757 0.17329033782087774 -0.04848364260604057 -0.12028734101340363 0.05134731312777428 0.034968520123448
62022582,3,3,4,0.6,7.619846454689673 0.08055160909279191 -0.09710989654690527 -0.022629769800985793 0.17339096593486028 -0.04825888481026939 -0.12036947169596308 0.00816238844524573 -0.01805369009932182 0.020795616387480197 0.018275432310046236
