loss,weight_order,prod_distance_order,time_delivery_order,lambda,thetas,diverge
327495329079782845448192,2,3,3,0.4,-8559.852677084324 -354980.9250143762 -20431148.499375906 -20235788.606847595 -49445756949.49731 -124116711450822.88 -63942.31995756263 -616547.2593973253 -6688066.967883804,False
24508715631067,4,2,1,0,-7.614242295654558 -551.2995840058367 -39229.112971541945 -2896240.4799016016 -218591144.00335574 -18231.50043023997 -40704546.52242747 -64.77359331999126,False
17917633422824,4,2,4,0.2,-10.490483701711181 -718.3029163686687 -50780.63569179952 -3739160.2448729733 -282021303.9599128 -24354.92354583907 -54484422.98382436 -84.83640149316012 -817.7582639928235 -8866.309969009051 -102468.62176659805,False
243217255144017847386112,4,3,2,0.6,-7845.0564626653295 -327927.22464969545 -18920037.97313744 -1223476366.130276 -84229704295.92834 -18543992.253796298 -45270252833.543915 -113448795618892.44 -58796.435350904685 -570569.2666315882,False
181897120755850229579776,4,3,4,1,-7486.86308602543 -309053.73737768753 -17762903.82021888 -1147284910.2107015 -78984146557.94289 -17702606.456738584 -43243198365.367455 -108465153897159.66 -56008.510107025286 -542381.9893029792 -5901524.6218847055 -68393834.56633367,False
3492014371479336400950351306080387072,4,4,2,0.2,-11151553.435977671 -466991129.7876237 -27092485691.004513 -1764554485208.2498 -122377138645063.73 -27199399363.26777 -68097152870436.46 -1.7414449043252413e+17 -4.531339920087601e+20 -83562770.59483178 -804909640.881554,False
42810676985686944382976,2,3,4,0.6,-3287.242868087333 -138070.56271132498 -7990605.4023932 -7776272.311759643 -18989438345.69441 -47593108040096.43 -24586.539562957507 -237308.94140371316 -2573809.3228233447 -29770674.97538472,False
68460891589104550019072,2,3,4,0.2,-4167.52297777498 -172939.29387957224 -9969492.881216837 -9843510.892460676 -24019656377.04506 -60187327735538.12 -31133.045907440228 -300277.196589299 -3256250.577292881 -37660200.92690447,False
21650347945069,4,2,2,0.2,-4.97245330030869 -334.4539627529438 -22608.907506822256 -1621061.6000467385 -120037824.88798404 -13040.728862549053 -29898467.89649846 -44.0450325473214 -432.55381118342615,False
8482544901688438047662341819495088128,3,4,4,0.6,-18358917.203525733 -769592966.1946495 -44516165191.975716 -2884926202526.5054 -44708808894.576866 -111735508910778.66 -2.852048003323842e+17 -7.407097426769404e+20 -138692438.94976342 -1344701330.6944916 -14617729125.154827 -169281554441.86194,False
210113536437,2,1,4,0.6,1.6417763468836992 29.695559877256997 1739.5794784403313 1309.429509805285 5.523069278921941 47.17694452548169 502.33908582170886 5793.078994452474,False
211396957563,1,1,2,0,1.6434953293111674 29.713816724202736 1306.2257646552023 5.392650646043852 48.12845063156059,False
13265488974092465444536235307338563584,2,4,3,0.8,-20382554.631838117 -845688014.6602925 -49001680057.24408 -49850844426.84455 -125169752071536.9 -3.2104556230648774e+17 -8.37860115673254e+20 -154052727.26026127 -1492436819.4327652 -16207681010.969728,False
948530604614013875696355084498632704,4,4,4,0.8,-6535708.937519193 -271335160.50274634 -15673730316.166624 -1015962232157.9608 -70141123436970.35 -15828123627.504932 -39358974694764.875 -1.0001213004024458e+17 -2.5870506267987296e+20 -49373473.34074572 -480359844.6375649 -5248488973.302146 -61079641816.09303,False
211895792144,1,1,2,0.8,1.6434755137215324 29.46150955364843 1312.8536169843485 5.37405291914868 47.3558904245297,False
2038994740318,1,2,2,0.4,-0.8318773978120253 -73.66483823917461 -4313.120861833602 -10463653.062751155 -12.931276010980463 -132.19750749288661,False
212699173182,1,1,3,1,1.6424743591941149 29.622496916220015 1307.3292259660407 5.245417705397346 46.150924821417924 488.84079255569407,False
3835043430813547392274426008772280320,4,4,3,0.4,-12233262.998299338 -506630834.84932315 -29208460100.186066 -1890928048164.0662 -130361784837555.0 -29857599705.651978 -74789018155550.69 -1.9133402688536845e+17 -4.9804675733654005e+20 -91706769.72434784 -884645652.0173247 -9580977231.233006,False
2041112960487,1,2,2,0.2,-1.1597689174060757 -87.16948106247969 -5052.186604439097 -12197564.331071405 -15.372052101160994 -155.59253898857432,False
214989797345,1,1,2,0.6,1.6463818369406331 30.36372004322511 1317.3225776846648 5.310693752500153 47.92346584411588,False
210725361945,1,1,3,0,1.6428263506866894 29.997218603919 1312.3352970225433 5.03352680036914 46.84570245643267 508.2918380894979,False
210231388285,1,1,4,1,1.6341452353232242 28.70822422235596 1295.3397237561292 5.3333537363353924 45.48803591159755 490.7802122624273 5673.516530812187,False
1456395256575,1,2,4,0.4,1.06031975081393 4.962702138510119 -14.080865551299114 -296864.5885568152 1.2214905294998397 4.7082152396979025 42.91478071882733 487.4059262104327,False
209933959794,1,1,3,0.4,1.6412223512989363 29.400619417236324 1307.2628224437633 5.005991975714949 45.952974633308195 495.5058660750583,False
1982778928221,1,2,2,0,-0.9926718367255944 -80.43576888534761 -4671.569663891895 -11292560.662895357 -14.62949151372974 -140.88159304072542,False
1526716421957,1,2,4,0.2,0.4790979635577932 -18.38919451417775 -1330.3572206750453 -3403030.785799928 -3.5678987657346464 -37.65483878502004 -411.44967959944137 -4769.550713752859,False
240213363453116169584640,1,3,2,0.4,-6366.125778126062 -266623.7503282809 -15050010.337871267 -36738699116.112495 -92055964990440.45 -47779.845041864064 -462990.0073062248,False
212811866486,1,1,4,0.2,1.634607029043011 28.988869673371102 1292.5796695208824 5.684851604973549 46.276546087849454 491.30298953429445 5658.666893580994,False
1714792983749,1,2,3,0.2,-2.557188584895991 -144.10667563594185 -8214.51875563654 -19640786.069593783 -26.11670759691911 -256.7399163507377 -2786.0662883821406,False
12109084107871310839808,1,3,1,0.4,-1311.4039046350035 -54787.293510449395 -3095033.8052739897 -7539388392.310901 -18857021948930.395 -9859.040130464116,False
1001368550614779554786676907536547840,1,4,1,0,-4569765.217439514 -188576763.10805228 -11178560624.033966 -28071506780107.773 -7.20091097026454e+16 -1.8795817959740742e+20 -33830391.23686526,False
84772563310977630208,1,3,4,1,-129.77610429068116 -5486.035914943378 -308706.0245461139 -752712872.6138196 -1884165928658.1008 -994.2943963846944 -9716.056074512315 -106258.92751856579 -1236564.714929422,False
275386342714738529533952,1,3,3,0.4,-7315.3884577287345 -303242.47836700187 -17331476.03443264 -42399451131.94457 -106463528529901.9 -55424.696964125804 -536294.3326399873 -5823417.78731906,False
4069039238128464297984,1,3,3,1,-898.5725141442082 -37096.88722485648 -2120776.911004792 -5166269931.316399 -12923583249460.732 -6786.234100889712 -65865.8504072556 -716043.2915204853,False
2434370447875,1,2,1,0.8,-0.07198978025503733 -42.006840241076205 -2579.011545247741 -6347971.574048763 -7.5702279171988405,False
1129544247897424779590080754767364096,1,4,1,0.8,-4882864.974800268 -202883901.70248732 -11922830022.496326 -29891895619455.145 -7.657022817179702e+16 -1.996254372569755e+20 -36288756.69242549,False
19876050256248409423872,1,3,2,1,-1837.5112518577446 -75788.73461617663 -4337858.366438557 -10574727253.933428 -26472649027123.613 -13728.098878680943 -132690.29230871357,False
31524843868684051021824,1,3,4,0.4,-2675.6439936099605 -110479.21474414547 -6315349.792770271 -15390239646.367655 -38502870616577.305 -20026.951367656675 -193332.16188899736 -2099251.510598362 -24318848.06268295,False
1470461548742,1,2,4,0.6,-2.557740356352964 -145.3539968108978 -8223.210560584066 -19683116.510904036 -25.61375543679086 -253.39378823353098 -2746.2876433957745 -31649.934269318,False
14540297645829520936581964377626771456,1,4,2,0.4,-18632901.402280558 -773605320.7094461 -45723771918.51965 -115116892758913.89 -2.95904763381043e+17 -7.736139628651282e+20 -140007028.08718163 -1357112510.258217,False
210196904081,2,1,2,0.2,1.6422573850843518 29.545096322758432 1719.51648376716 1310.0014770939076 5.551049944044607 46.912727913614994,False
212394174094,2,1,2,0,1.6426669209259281 29.010284480664815 1720.0199034351572 1308.3630353259607 5.29706484567163 47.43448527167663,False
212577183986,2,1,2,0.4,1.6407209081180953 28.822783163343612 1682.8032117226585 1305.51661395595 5.431882794298532 45.96836017048499,False
2057332197109,2,2,1,0.2,-1.4150497466601708 -96.77946553823223 -5515.552476360815 -5625.406795385443 -13544479.03796166 -17.76654816717945,False
211051361189,2,1,3,0.4,1.639154165556633 29.557128205525938 1700.2948633677613 1300.7273605736953 5.618558664666184 46.81016425218877 499.7463672506097,False
210986256767,2,1,4,0.8,1.6400094430603511 29.85290169218393 1716.8234346034435 1306.8862292426472 5.151497442097787 46.62027279826034 498.48691336770804 5767.89514483581,False
1771888948233,2,2,2,0.4,-1.791380044205113 -110.42796390761463 -6275.187096064712 -6474.67429249894 -15538038.783128131 -19.989285987625813 -199.15362621528033,False
213299649523,2,1,1,0.4,1.6418764485540405 29.302569608592457 1735.1049698545335 1308.3616712752705 5.214772127038793,False
1732135622167,2,2,2,1,-1.2244206437437937 -88.68387481128883 -5050.802607783306 -5197.879582279676 -12542435.079566997 -16.013989300824754 -162.90848287538387,False
2515161584681,1,2,1,0.4,-2.767050869408581 -152.4391715567498 -8701.474643813366 -20817441.953699913 -27.75188095926587,False
213597784034,2,1,3,0.8,1.6423493396007323 29.232278943661736 1725.7955731420416 1308.1784232035554 4.920610122912977 47.36488729035771 507.87352203202005,False
465696372119436045320192,2,3,2,1,-9521.661351678911 -395164.37523731886 -22693849.60449222 -22548530.940995675 -55147087059.04414 -138447230572994.34 -72316.60373307847 -702816.9243292557,False
1488246601493,2,2,3,0.8,-2.088748753683915 -125.33198990625591 -7247.6275550618375 -7154.615014248944 -17154599.797026176 -23.180595961888315 -224.97182409889308 -2450.551962790744,False
13727013935650077731590996930290778112,2,4,2,0.8,-19987602.853884194 -815717406.8288302 -46565771172.28625 -48600100097.62288 -121331774405838.31 -3.094996548434736e+17 -8.035662012181188e+20 -148540782.97609836 -1430135545.866812,False
1361647962666,3,2,3,0.6,0.9563812079305758 -1.0204927850511778 -72.33380340894587 -5606.418246501216 -231.89395303217285 -781285.6814508874 -0.15257884729162052 -2.3329887909734452 -32.02693762430598,False
8348001702595387162061665958847578112,2,4,1,1,-14566244.731519083 -601978649.4812319 -34719981590.24439 -35407386036.01899 -88408974251350.14 -2.256209712736663e+17 -5.8617719093399316e+20 -108362738.05623353,False
444549092822435598696448,3,3,1,0.4,-9413.79036183098 -385493.82599616284 -22113438.505288918 -1425582121.3620408 -22198261.100937903 -54074392098.58188 -135267166892869.8 -70346.65123121558,False
16205118643202257059840,3,3,4,0,-2146.9905763374977 -89292.18897430926 -5153969.512027648 -333809224.47704417 -5066536.526677111 -12341927294.42111 -30861534952585.51 -16038.720627396266 -153681.25138299 -1654702.93062366 -19014287.91417568,False
23221599871437,4,1,2,1,0.8156281880249274 -29.341833981657366 -2621.2165538036043 -212637.87878121078 -16937154.43627832 -377.70430367023346 -1.280633325442985 -12.800733806653984,False
193600044591,3,1,1,1,1.609738617900069 26.92199023353136 1570.0608117852012 101972.99469079077 1243.6541291342185 4.948236257982635,False
3237877995267573727497043493229953024,2,4,2,0.4,-9546747.732242076 -394419371.33708894 -22696749282.01397 -23320889775.638493 -58472308615799.47 -1.4975267136854006e+17 -3.902688284615659e+20 -70887109.98542607 -682457196.5839834,False
1638847131132,1,2,3,0.4,-2.6223784389355083 -147.6695158663417 -8383.334349938337 -20097099.0749521 -26.507174181233296 -265.9182419246585 -2895.2226984877607,False
1290428252456,2,2,4,0,1.4179722131356476 19.881133371784568 1204.1940581062827 797.0296592068751 1615542.1675105111 3.703457857926617 30.108781352740376 322.6448404266511 3723.1460863597736,False
224138441474211797495596805066326016,1,4,4,0,-2649132.914707217 -109104230.05455849 -6478856252.352911 -16267184077238.73 -4.172526480352595e+16 -1.0891007565384509e+20 -19908480.735945117 -193780298.65641797 -2119289259.42209 -24686719097.62304,False
103973054840300111921152,1,3,1,1,-3824.2200907415768 -159176.63901235897 -9035381.536432961 -22055218832.51187 -55284569963413.586 -28508.225648544114,False
1476002046461,3,2,2,0.6,0.04082404621798419 -37.083624333831864 -2104.918690457245 -133827.57619846583 -2321.9500152626497 -5740834.910118592 -6.801084389044783 -70.12301271368457,False
21579029301331096502272,3,3,2,0.4,-2188.3842816107913 -90550.86992229265 -5205336.161511956 -336138724.58579326 -5187196.624754083 -12689296898.446522 -31853806065528.74 -16428.402198258478 -158865.4235220237,False
196730792133397695168512,3,3,3,0,-7095.649996280322 -293441.07323932584 -16945727.6046239 -1098512070.9105067 -16731541.29661352 -40768185792.167496 -102032112690090.67 -53383.037655426204 -518168.6713596779 -5646460.682591171,False
13361935869985599483007455262297554944,1,4,4,1,-20907421.291374587 -873206837.1308196 -50843435646.30686 -126944151870553.9 -3.238447756683031e+17 -8.409004348679987e+20 -155386107.0314861 -1493324074.7625704 -16156345032.43339 -186525096369.95346,False
2362056273897852628215791981340655616,3,4,3,0.4,-9161122.864291968 -380176904.6901987 -21946868593.22069 -1423465966641.3462 -22340729539.313465 -55942371518332.93 -1.4312620888791914e+17 -3.726779956172426e+20 -68408948.9943774 -660425284.0351802 -7168374380.411349,False
1338694598344971473384661568268009472,3,4,4,1,-7177588.8488094965 -297715357.694022 -17138415157.562078 -1109759883388.4397 -17539046243.320923 -44004832246304.8 -1.1279934689302749e+17 -2.9425627248089665e+20 -53605452.791294456 -515807248.8122254 -5585472470.105738 -64547967483.60956,False
14810542408314436018956732751539077120,3,4,3,0,-22726998.495727107 -935995037.318555 -53462295625.506424 -3441980747571.879 -55572323528.543945 -139502221704381.48 -3.577017357556576e+17 -9.331986742680017e+20 -171484657.71231583 -1665826483.9942884 -18152737474.106155,False
921886571377605081890801273362448384,3,4,2,0.6,-5396074.314233629 -223464568.77331415 -12987623676.439455 -848167570488.9459 -13177491843.294035 -33046287870042.848 -8.468262994307565e+16 -2.2087605162957993e+20 -40497169.032510296 -392293652.2428241,False
340401299525064181415936,3,3,3,1,-9232.482269809136 -383723.2598812089 -22155200.394426525 -1436644854.6011422 -21859871.917926505 -53461041875.92357 -134214704836543.89 -68580.99067679026 -657537.1271092583 -7104053.229532755,False
18786959256216,4,1,3,0.8,-2.7965679437417617 -289.22235965615425 -21735.550202327908 -1650749.968353011 -126788491.74896152 -7707.292183822886 -27.689567182501232 -272.6225153167572 -2961.0056842694366,False
14313629677051892905680916966923042816,3,4,1,0.4,-19999142.609627444 -835242182.9222336 -48350452196.04274 -3138297758936.4272 -48901947462.730446 -122731739579575.22 -3.146113624074864e+17 -8.205565434663067e+20 -151236052.34688848,False
126827792805577439051776,4,3,1,1,-5351.124533358962 -225284.34783392798 -13122044.194265196 -855329782.3210677 -59268253241.75307 -12645386.467139252 -30850181522.864292 -77237057716154.17 -39892.90411384131,False
17732077902412,4,1,4,0.6,-0.029058480878696225 -90.53345164607755 -7086.0243507223995 -548539.9858346534 -42602118.1936234 -2089.088560795214 -7.029406547036169 -72.3993461750283 -795.0281264514205 -9198.535205408178,False
20903129789398,4,2,2,0,-7.727484968821718 -532.234211192316 -37172.26801839973 -2716040.560993691 -203681970.06946847 -18655.341660281454 -41978840.23943466 -65.13545546396402 -630.8911474660162,False
250154588645789196615680,4,3,1,0.4,-7485.942414877785 -310276.50494033657 -17821637.49001204 -1149492145.8110445 -79032798149.30345 -17709327.91931845 -43261723900.15201 -108475124983467.84 -56114.88336969462,False
23378083257470,4,1,2,0.4,-4.608555861630409 -419.29276580274416 -31407.80029378003 -2378996.3605569424 -182359733.56115806 -11432.946597412589 -42.3170943840475 -417.08100975882905,False
122833581588052810137600,4,3,1,0.8,-5308.974275747793 -220723.4250276376 -12713082.852465011 -822333511.3766117 -56695234997.299446 -12508517.421020122 -30433209074.163174 -76010956277144.05 -39770.067638915956,False
2753909539177856761856,4,3,4,0.8,-921.4004531096149 -38519.3622511841 -2223081.3205473535 -144032574.3804156 -9942586530.512445 -2179299.19249322 -5319410881.116941 -13330347884301.377 -6844.326526284843 -65711.93974340019 -711318.9270377257 -8226099.045220141,False
17617109578682,4,2,4,0,-4.539212997551675 -410.46227750950936 -30628.281633484472 -2314453.9359841803 -177145543.11630654 -11356.815714609305 -24661698.95519011 -41.0301634169013 -402.8781136720927 -4377.117320320464 -50599.674759916925,False
17125047140954,4,1,4,0.8,-1.8059343350488644 -217.56647410411958 -16516.03548466204 -1259040.3659498552 -96925806.95051764 -5700.152289261036 -20.67338115751369 -200.24993775617057 -2174.2862627701024 -25053.751675291303,False
204954004478272705921024,4,3,3,0,-7545.91608581724 -314728.7008016659 -18256031.255925253 -1188042191.943774 -82290080088.19196 -17880277.72125742 -43736055300.558014 -109776342353378.42 -56641.96664703205 -548280.5669019651 -5964379.701113147,False
21488648155933,4,1,3,0.6,-7.232781491237482 -609.5076549808659 -45471.01331213468 -3444177.064633501 -264253855.58248442 -16848.113931721517 -61.21045753943732 -590.5328959092348 -6390.175565304692,False
23375642057910,4,2,1,0.4,-3.0233113095967 -238.86620416542058 -16531.886390718635 -1202824.367133996 -89967277.67227452 -8743.07280136189 -19950854.424307674 -29.55551512853002,False
11593551807267067079512105125838585856,4,4,4,0,-22439041.275960185 -930899004.4288697 -53249157742.009445 -3421198580172.1147 -234418002177115.84 -54591654213.33595 -136374023031511.64 -3.481045815431231e+17 -9.044561317947391e+20 -167285028.53193387 -1604922132.692518 -17302994570.82875 -199082978516.73358,False
7465775119708990322958662614848110592,4,4,3,0.8,-17113225.778970435 -702044634.6598141 -40294058055.40718 -2604346787367.835 -179500942051502.8 -41709290117.288895 -104391070961242.83 -2.6696902742678368e+17 -6.94900182376798e+20 -127987474.72492301 -1236959083.4173067 -13425248704.985312,False
5150417043884869332475694690775072768,4,4,4,0.6,-14724041.339477587 -609238462.2007459 -34962171854.13247 -2254518531660.332 -154918513377086.38 -35959250484.26317 -90184844337058.6 -2.3111787841162675e+17 -6.028377668977213e+20 -111504983.10962732 -1081905746.7762015 -11755416753.49532 -135991749588.34782,False
211584411716,1,1,3,0.2,1.6433152279122822 29.17597105347408 1304.0767650825976 5.494354951912824 45.58354721686348 491.77090330214935,False
1722542864806467811953949448882618368,4,4,3,1,-8253260.806473136 -340067254.99700564 -19393612876.040405 -1245575019100.283 -85438452575980.45 -20098922988.36951 -50254184676297.8 -1.2838010990527032e+17 -3.337874413624957e+20 -62296600.57765478 -604175254.3814473 -6578887571.341594,False
37925459921142728884224,4,3,4,0.2,-3426.011831163412 -143109.7820234592 -8272713.65672051 -536619790.5332044 -37042811660.39485 -8092221.890739775 -19753024646.1854 -49523723358853.1 -25532.091424581486 -247110.24029287725 -2689145.39847944 -31191180.991136488,False
1962180701592246956920050793213591552,4,4,3,0.6,-8803159.38980437 -365094423.84893435 -21033170511.5885 -1362941250053.1858 -94188541848956.97 -21453339309.038113 -53655704822517.8 -1.3706163714337214e+17 -3.562496722666407e+20 -66104330.43367141 -640621326.0569814 -6974792272.0397415,False
5490892610686507507617262264488296448,4,4,2,0,-14021584.646937173 -587055412.4648968 -33792753389.163677 -2182088091597.9792 -150117621238995.53 -34140057585.999863 -85388439824405.75 -2.1829886374884186e+17 -5.682116136186156e+20 -105391746.2013765 -1022610409.2495577,False
1302858637257634893141046680214306816,1,4,2,0.2,-5661900.277193157 -234851267.19248366 -13825497740.840303 -34667084197954.703 -8.881591279238563e+16 -2.3157213480583178e+20 -42343460.36735892 -410860151.87322044,False
99017193123102416961536,1,3,4,0.6,-4682.249955851652 -195504.46590940104 -11097551.391097412 -27162148700.19364 -68244659144546.77 -35124.2159706029 -340330.9838329422 -3706244.141196697 -43025345.92783714,False
212481291921,1,1,2,0.4,1.6432426257404988 29.4514594809681 1307.5294244181516 5.167216988324872 47.24177638348997,False
2512865852499,1,2,1,0.6,-1.7026682083696905 -108.86693219411173 -6285.08492196335 -15120186.247926936 -20.143606902224047,False
2989022069320883422836916381991043072,1,4,3,1,-9195189.729664855 -386193785.5296427 -22437512449.018856 -56217594412920.53 -1.4391655066590989e+17 -3.749714354800947e+20 -68873946.71988484 -665653346.041564 -7227240467.905643,False
9111388606273465352192,4,3,4,0.6,-1682.7021007707513 -69449.82308787611 -4000355.692992231 -259346442.95454344 -17928013587.12368 -3973834.4517678306 -9690470864.74772 -24267271886179.086 -12572.564688477938 -121215.38513812512 -1315623.8865153065 -15243363.64851953,False
679636386151540822600958172628779008,4,4,4,0.2,-5409821.570486648 -224569954.74885362 -12998400516.248808 -844298514481.3516 -58376201644664.805 -13174373231.799246 -32945885161585.56 -8.418964457875931e+16 -2.1898661218483962e+20 -40564407.222218916 -392335096.0727811 -4264623198.8339314 -49424646653.20829,False
22739983504440827830529048994381824,1,4,4,0.2,-864947.6450870357 -35654817.542314 -2101478329.325953 -5243145284513.224 -1.3367409219687184e+16 -3.469005254540964e+19 -6501632.38550727 -62661659.67818978 -678009281.1816418 -7824289657.673262,False
210975916645,1,1,4,0,1.6375985341793493 29.852174254933644 1296.8011204256657 4.9941207051540655 45.126755016987055 486.21560494220495 5584.872485774826,False
1717921277332,1,2,3,1,-0.05258294124049745 -41.022941724670964 -2534.3898120310437 -6242000.860375277 -7.6748508690530635 -76.17210754033147 -837.2420076684461,False
194732158127,3,1,1,0,1.5604622050725974 23.407543494897585 1305.9105338505601 82465.40075912669 1141.6377260481186 5.173793659865176,False
212255439996,2,1,3,0.6,1.6416178323939339 29.369945310326916 1743.7861615251486 1310.6478536891336 5.470771950006003 46.9661340068017 508.0527336018565,False
212695068696,2,1,1,1,1.6411497329042897 29.093149273007164 1721.6269102166511 1310.2636178196208 4.821316293486242,False
542642254969611386401512329727442944,1,4,4,0.6,-4168914.930373522 -172286542.34266418 -10168056685.952578 -25458148049975.457 -6.511178949690687e+16 -1.6945980022009686e+20 -31153054.532934915 -300781694.8311542 -3269183368.193726 -37944163941.47044,False
6140368774636352059874992937756524544,1,4,2,1,-12444530.050960869 -513156785.9866843 -30308796665.72222 -75767591370296.58 -1.9347438198227645e+17 -5.0273008794865684e+20 -93168106.82148138 -902228753.8114496,False
5765651759590085700156797984798932992,4,4,4,1,-15891727.92118812 -651990126.3677272 -37508518041.147354 -2432948954607.8306 -168351542629622.0 -38627057514.194786 -96398194727313.45 -2.4579075295552307e+17 -6.378278198233512e+20 -119024326.77006702 -1145805470.0994842 -12409324169.203455 -143487759564.02643,False
80171461398257767284736,3,3,2,0.2,-4242.921388529584 -177712.86636121167 -10287201.562085398 -667906708.1764907 -10033124.300322095 -24498154076.364975 -61407197147541.43 -31921.306850803965 -308919.63429336797,False
1719978772259,1,2,3,0.6,0.10784840715813138 -34.03105552672989 -2176.5060226381097 -5412018.477703762 -6.64109976424266 -65.39853182048911 -720.9627460260756,False
211711929060,2,1,2,1,1.6409995244568254 29.582337053535745 1717.884127902061 1306.3196189165278 5.12732032931863 46.96230572213416,False
1501268392710,2,2,3,0,-2.5416731324169386 -143.26837989007717 -8201.536509448635 -8165.77348992188 -19501593.686435703 -25.562659719998575 -256.2352797004604 -2793.3913102920246,False
378110057456703578832896,3,3,2,0.8,-9250.689434855107 -382765.4204306468 -22137469.618758027 -1436524566.1552222 -21835962.16338871 -53253641757.389915 -133363673164715.17 -69497.92977526526 -671105.9108325266,False
213511645783,2,1,1,0.6,1.6412766287781975 28.923125353166775 1698.9382942574314 1308.6920623067858 5.719007099544542,False
212181657515,2,1,4,1,1.6383445770766625 29.5290706222585 1749.054665607854 1298.5131711815295 5.437433476508491 45.949242314194656 494.25661842994987 5700.509910622233,False
1313801608688,2,2,4,0.8,0.26870918382368947 -27.436209689718027 -1599.1427715011073 -1805.2698233874291 -4522942.412531604 -5.122272991533686 -52.52880992627745 -576.5970076217639 -6686.375340474796,False
2027930364835,2,2,1,0.8,-2.0059198470868065 -122.5517186972614 -7073.102922969226 -6979.750856834505 -16768016.866651589 -21.874909587382714,False
212341605669,2,1,3,1,1.6395860244985045 29.01001503794806 1720.9856379704754 1307.4660404554563 5.580384106394778 46.04513492998801 498.63466156662776,False
2215673321469789324600612323623698432,2,4,2,0,-7976952.924876439 -328929880.5687856 -18944019397.457157 -19421820533.11165 -48562991298597.69 -1.2409826549945368e+17 -3.2283936816734215e+20 -60198132.502702676 -582747682.7114997,False
1954191906977,2,2,1,0.4,-0.9191265214868252 -77.69459656958978 -4434.247015403067 -4519.871033068039 -10974798.268214282 -13.991900428446076,False
3607028802842658317997997069927710720,2,4,2,0.2,-10152252.284064112 -425386191.8221433 -24599303955.283882 -24736893045.34539 -61898013897505.71 -1.5827012414670083e+17 -4.1191578002480497e+20 -76469279.8932036 -741049429.1107084,False
714422480561782971536650922599907328,2,4,3,0.4,-4843654.491487818 -203080867.65563592 -11768719483.45208 -11767969465.735985 -29365443305579.234 -7.489126234499152e+16 -1.9444081891379737e+20 -36312013.531645834 -352305830.67320216 -3838176443.849006,False
212894969577,2,1,4,0.2,1.6408240514347878 29.977570063286986 1733.0458801288207 1303.7544276184055 5.657654221414454 46.36308665019333 498.0187250110358 5751.465739848748,False
1310690111081,2,2,4,0.6,-2.325801203053365 -135.7232078845133 -7782.830324077856 -7675.234857624022 -18349949.552716747 -24.03725641689529 -236.6535373548375 -2581.1753045632913 -30015.809171488578,False
195689011167,3,1,2,0,1.5906711109319622 26.4450350899814 1470.6875073022068 94886.58861530533 1207.0148321932302 5.243553966956882 43.96192051232414,False
6108900130974157520414317495218864128,2,4,3,0.6,-14029572.02909745 -582490225.5150908 -33610583271.519707 -34201257514.16189 -85570479722941.1 -2.1867002372969837e+17 -5.685797631924725e+20 -105159257.05526726 -1018484468.5811977 -11078736185.392176,False
481113966262102278537216,2,3,2,0.4,-9681.300508052402 -399532.90635584306 -22963791.438957945 -22928525.762117215 -56071098795.12428 -140720408032689.03 -71867.43362724283 -690624.209508014,False
1345008575071,2,2,4,1,0.7625105261040491 -7.273542180562083 -383.0569064955978 -685.315856464795 -1877004.9899949355 -1.57884422152339 -17.398797268068073 -187.9975049200747 -2167.7361208985253,False
1549068992652,3,2,2,0.2,0.12845873228820426 -36.34348338798735 -2139.1628480188556 -140632.4285277485 -2100.1337403172074 -5172619.234586812 -6.104507189279816 -62.894877171144756,False
1662544700906,3,2,1,1,-0.3279618401455282 -54.032444877686686 -3153.3969843647974 -204414.9145923155 -3144.677913454345 -7653157.838433616 -9.53980794593709,False
4886873808131545836561235318855958528,2,4,3,0.2,-12470774.061984513 -521419012.55253255 -30007406019.00665 -30434185581.518265 -76255690808886.25 -1.95204005952106e+17 -5.0854038563218784e+20 -94089339.7303726 -916280242.9610524 -10021365568.78523,False
1734191131064,2,2,2,0.2,-2.695584387317296 -150.60213266028177 -8634.585672921152 -8531.666022804362 -20409911.685826767 -27.633665609772738 -268.08732606147277,False
1312717892516,3,2,3,0,-0.3130441573124032 -51.849300961179225 -3005.9781775157485 -193643.91860501698 -3124.5220293962366 -7636275.388654298 -8.962732349380069 -95.58202787995427 -1044.7730253897555,False
1467662408352,3,2,2,0,-1.542695985157513 -105.13753350960745 -6167.270900293983 -402735.6806648035 -5896.148720364621 -14149340.196845938 -18.66291987250295 -182.62703277695195,False
2890074800641290164907960016029351936,3,4,2,0,-9540344.486209342 -391806821.5119094 -22414389012.486664 -1444447110882.8596 -23331768682.906128 -58550110126163.484 -1.5003169044484317e+17 -3.910789382433366e+20 -70844908.74946128 -681763697.327495,False
16446080782251781855102206933953675264,3,4,1,0.8,-21353174.62955824 -892888152.2653211 -51413070868.96847 -3317902347615.847 -52247315938.46711 -131258204254165.05 -3.3684846548919526e+17 -8.795587112453156e+20 -159573805.79686692,False
29182630259449860096,3,3,3,0.6,-72.79271140089243 -3067.114015961018 -177075.7503943429 -11457306.841084402 -174073.46296108473 -424110427.07668835 -1060831387747.0349 -556.7554329440392 -5428.312018553846 -59286.94227553824,False
20014833823817,4,1,3,1,0.9800648835435779 -17.700696190153295 -1766.0099663831559 -148807.3157492793 -12098343.108366065 -41.64525375335779 0.5735312793433259 -1.9210723739243165 -24.624875562521183,False
8118284886806225747968,3,3,1,0,-1277.6528187667677 -53868.32414523842 -3124860.77984365 -203557955.77711865 -3010922.93056464 -7320428504.6087885 -18267526805418.406 -9587.506946579479,False
