loss,weight_order,prod_distance_order,time_delivery_order,lambda,thetas,diverge
211633300396,2,1,3,0,1.6401807132459658 28.803216410567835 1698.0891473753622 1307.434056917633 5.209186963693358 47.489549166460826 507.61004839131505,False
1480428639735,2,2,3,0.6,-2.081656471295565 -125.81765212811595 -7278.409282126565 -7150.3879537741905 -17169161.693073917 -22.58965331436618 -220.96260613309622 -2407.7683065545816,False
1357336837539,2,2,4,0.4,-0.47579689415178916 -58.0804263777945 -3337.88222711674 -3483.7219982159877 -8460853.332266673 -10.232250901840784 -106.41630199287812 -1153.6285029249668 -13302.068345069356,False
1699119569406,2,2,2,0,-2.071456827525449 -124.06698263611591 -7123.37827559438 -7102.724437282486 -17011102.53750652 -22.47785830033101 -222.12279270686847,False
1344958500988,2,2,4,0.2,-1.7670146209177267 -111.09494668371441 -6317.897138289069 -6433.030928175521 -15467799.302500168 -20.244598113202912 -199.2195669768853 -2184.5569090419363 -25455.123564210826,False
265765053794183053312,2,3,1,1,-205.1496457048328 -8507.023330175745 -489743.54965261114 -487888.3196135526 -1192508434.2523189 -2991771873813.9634 -1557.6904968378453,False
18267023064018,4,1,4,0,-5.423993474484148 -476.604941001266 -35525.75965425638 -2685614.989395741 -205638988.4874016 -13224.229566706319 -47.96919916352551 -461.1484886592645 -4988.866396287256 -57479.82914777038,False
16174724637297,4,2,4,1,-5.167361684671601 -326.12757701164446 -21584.601790793375 -1530118.435764394 -112575143.53063712 -13590.042679881479 -31370187.25031708 -45.27007254623284 -445.5411697396486 -4847.121223602068 -56260.99423229193,False
358267215133471951290368,2,3,4,0,-9546.080001772334 -396151.5196659103 -22784116.65587821 -22547440.04954315 -54993836611.811386 -137692052422500.33 -72370.32074764438 -705075.9998814346 -7694419.283680805 -89354799.30103393,False
1214794422720,3,2,4,0.8,-2.222140434732767 -134.35455599473545 -7840.476058847718 -510494.54574449273 -7423.832645719265 -17732659.234473605 -23.9014347581391 -234.0830369864173 -2545.821695438556 -29475.141989954398,False
114631013772417944256512,3,3,4,0.4,-5623.726121394762 -233475.50298751506 -13399078.892615223 -864514934.1871636 -13339144.424655946 -32666918330.014286 -82096808707493.52 -42345.13422682536 -410136.90666612424 -4464683.536791888 -51834752.38001926,False
1858471216603675853790569731847094272,2,4,4,0,-8056503.490993073 -337137070.300935 -19452393933.67779 -19701208875.26598 -49444783384080.664 -1.2674489520484328e+17 -3.305723694885504e+20 -59704949.06806092 -574719556.8524314 -6230043914.514042 -72067987077.84784,False
1681699912403,3,2,1,0.6,-2.275328447770383 -135.85155041604722 -7897.440684626483 -514805.6326662471 -7559.280289522337 -18075881.316586904 -23.95916715958632,False
1660296619483,3,2,1,0.4,0.010232629784608371 -41.080224218965 -2455.5033284883066 -161618.2524097565 -2375.3381296946213 -5840275.657769327 -7.0907075545970555,False
303466476642380869009408,3,3,1,0.6,-7708.540779091623 -321593.7521274719 -18588259.103744328 -1207411828.0152202 -18241245.02385287 -44568966400.480484 -111759904363585.58 -57726.25742115229,False
8500922938721179795456,2,3,4,0.8,-1467.998796097665 -60060.518247345244 -3436671.5920491214 -3467886.781977 -8461030220.287796 -21199978886553.395 -10986.881395320039 -105618.00781431797 -1140989.265962933 -13154440.315581765,False
193595344625,3,1,1,0.4,1.5620961988646775 23.662197571379565 1328.5753013937197 84255.7338305801 1143.7136415067398 4.315973469054224,False
198719701415,3,1,3,0.2,1.60598705490264 26.897161409292636 1551.6766879421864 100962.42562318707 1234.106464950251 4.903694199996335 43.67393666883369 467.98860331551526,False
202052542375,3,1,4,1,1.5967857793191125 26.37986127969715 1517.8558208252944 98608.0723022932 1215.0690495799495 4.9939905506987365 42.42218714774414 457.2099007192179 5266.314144992405,False
7399716637087681726480818247634518016,3,4,1,0,-14367071.588676086 -596211145.6304038 -34464410405.02029 -2234515344267.749 -35121379314.66172 -88154622701606.61 -2.2606522151672666e+17 -5.899852705789931e+20 -106979485.22056358,False
4680030989636639874983688884182843392,2,4,3,1,-12227937.47004564 -507824777.7069391 -29338580016.228634 -29830826374.90843 -74712158606648.55 -1.9115128039001878e+17 -4.9766173595108665e+20 -91500230.12999776 -883496856.4569408 -9575660188.774366,False
1760561374914,3,2,1,0.8,-2.5814629534212936 -148.7080448655842 -8652.640297747723 -562205.725484535 -8213.029906060303 -19548152.9452946 -26.303192661052663,False
36395781451392617545728,3,3,4,0.6,-3215.651238535001 -133234.45301626748 -7671733.343463461 -495961636.72259086 -7584612.866723347 -18482367656.12822 -46256315583789.555 -24201.903583427502 -234901.29472441232 -2559643.1896092007 -29711540.725542244,False
200368718962,3,1,4,0.2,1.5456192392330441 23.52264548284181 1264.7789846426133 79626.2563310283 1109.645082621892 4.26085101603635 38.542530793452386 413.9047266271819 4763.846237569216,False
122741843505026810511360,3,3,4,0.8,-5799.733622550765 -242209.70492992835 -13982806.60607445 -905270902.2398938 -13774442.246968837 -33769155761.580063 -84951673582400.38 -43325.24178276272 -418353.1114702805 -4547771.810219986 -52754707.02217875,False
240512664785334386556928,3,3,3,0.4,-7807.562728670007 -323007.57227712835 -18540609.860731173 -1195429618.046852 -18457224.90981377 -45044709390.71354 -112816169856758.53 -58517.53638964389 -563681.8142317752 -6102597.027869044,False
37183629541382308233216,2,3,4,1,-3087.602485711171 -127400.72446939051 -7335501.116550985 -7282815.548951998 -17738371090.07778 -44354687108553.22 -22960.495694373207 -221415.09462830206 -2405153.757558921 -27885221.768296737,False
1318484937732,3,2,3,1,-1.9801656870469295 -121.56570455215972 -7005.739832787317 -453570.3795979189 -6905.095677257024 -16560589.700815368 -21.625354127611473 -215.34131807780065 -2334.1667592771664,False
198073575483,3,1,2,1,1.588484404448523 25.723940066430007 1470.2546993653 94787.78942751506 1194.3765643543609 4.717898044625917 44.033693939387724,False
198010604222,3,1,4,0,1.635567261469895 29.447984083719614 1702.724012809628 112243.53595967295 1291.5854333731731 5.581702433510109 45.25214815300737 486.7960062279792 5589.96905616267,False
11880565748353637655927179997637246976,3,4,4,0.2,-21424040.1137721 -885907153.6886243 -50758219482.42094 -3270355799021.65 -52336295107.24108 -131260451215250.06 -3.362827085165617e+17 -8.766041749355819e+20 -161629908.1487296 -1576515406.6865737 -17245655062.52077 -200778647514.03363,False
432105452493279670042624,3,3,1,1,-9274.519660143718 -384835.9427718815 -22171039.05587449 -1436132897.5495322 -21891091.35199606 -53337954699.47586 -133360601065648.39 -70339.85618025997,False
26003094930064,4,1,1,0.2,-0.33179193605289337 -111.5963390846415 -8672.738436378762 -667279.8755531698 -51614436.457271144 -2710.7117800690285 -9.192300952714943,False
26729472791949,4,1,1,0.8,-2.6340720896169523 -276.6567346493214 -20816.289143180646 -1580530.654871946 -121375024.08119401 -7420.055925376458 -27.05412200043343,False
32498143145508112171008,3,3,2,0,-2734.9469411158298 -113776.5182946665 -6566282.035228735 -424893058.1172691 -6441205.846277419 -15662093392.288397 -39093455610560.01 -20624.39565109521 -200881.12053238985,False
4405461376225438227579915354144505856,3,4,2,1,-11861868.700461289 -491551018.1050495 -28209639730.084606 -1821760053457.2476 -28930517687.416904 -72452562832750.31 -1.8539632310699094e+17 -4.8284260546819083e+20 -90267427.31814362 -881618836.1585759,False
18510791309790,4,1,4,1,-2.442438413927639 -263.1208372642718 -19867.599898679477 -1509654.8973534827 -115918226.54604213 -7077.721529416435 -26.074365250699376 -255.29584109691552 -2804.5261472821644 -32722.995336863005,False
1660445202700,3,2,1,0.2,-1.8581915872913042 -116.72517781899157 -6728.803159147437 -435985.1474894515 -6648.146771381772 -15994784.406855619 -20.591643712983462,False
194585992965,3,1,1,0.2,1.6353796665378737 28.53302673971882 1656.450005462005 108229.25345492078 1293.5144789961569 4.938678132848605,False
19692150347219,4,1,3,0,1.477679598242412 18.066731989130886 873.6822821996237 50213.15283953161 3122877.473297021 972.7570237423037 4.43701098307827 35.22414710686683 378.44068755049915,False
10233382517424074126367146210786017280,4,4,1,0.8,-18100853.863629594 -761615497.4554389 -44240287957.39667 -2876727753368.9272 -198880883507743.53 -44140115902.20182 -110511359186777.31 -2.826793850309026e+17 -7.359011638198838e+20 -135243790.27507636,False
25178740037926,4,2,1,0.8,-8.586867550890327 -613.0981937504321 -43677.83359126399 -3225658.675132395 -243589896.4931831 -20190.206852319974 -44885876.014784254 -71.53358256841597,False
120328473152675670654976,3,3,4,1,-5846.869212657912 -241052.8568630282 -13855793.311445547 -894665564.4730184 -13790486.285587909 -33606360972.122482 -84112226837419.53 -43970.07561367507 -426325.44795818394 -4643679.2602194855 -53935025.84603267,False
24324296566441,4,2,1,0.6,-7.925960108170244 -555.6143430493786 -39182.691775955755 -2876727.2698841062 -216355451.62095574 -18965.06349961283 -42491777.622006156 -65.22933556605865,False
19062936589471,4,2,2,0.4,-3.309286816678621 -250.93130804731808 -17341.08662937865 -1258989.6973009359 -94065657.64989439 -9387.721472193925 -21467821.30021443 -32.07930534185634 -310.1838020996717,False
1147692816267916345344,3,3,4,0.2,-563.7781076175443 -23181.75803990287 -1325294.6714153518 -85392000.7557174 -1336448.969550125 -3265316124.9880915 -8187784429758.291 -4187.572518851188 -40152.309974639225 -433583.63431811624 -4998503.657976981,False
22382704007679,4,2,2,0.8,-5.80482358175344 -401.3569332317644 -27831.395007904026 -2026699.7496577501 -151773321.47537667 -14636.21484663056 -33115401.19955254 -50.32616892374707 -491.9530741528739,False
20043756239555,4,2,3,0,-6.269123144881604 -444.9530741556714 -31158.157585671765 -2276479.644292831 -170531036.66083512 -15537.350384153315 -34978917.52645642 -54.47277670671807 -527.3129649588865 -5734.949689446862,False
23488714626563,4,1,2,0.8,-6.004571406075715 -520.2597988507218 -38812.33113469752 -2936792.784419678 -225005927.4013078 -14359.189992510941 -51.881872851563394 -507.8710850079209,False
21413122812070,4,2,2,0.6,-4.0323043393523 -263.1936271261744 -17259.305110416353 -1216995.0501556797 -89148397.22445792 -11115.18533716233 -25695540.740542855 -36.76541724323687 -361.84895589941965,False
61829720307137553367040,4,3,1,0.6,-3732.10115167961 -154720.6218115299 -8932786.6938538 -578947663.8605947 -39965548919.91613 -8813662.726599284 -21509404253.292732 -53926242427986.24 -27948.013095729002,False
89646425706111187288064,4,3,3,1,-5042.587535120705 -210011.78167837588 -12105491.12341418 -784011139.0218482 -54140092580.4032 -11898030.011857472 -29003631147.721333 -72600168777222.03 -37776.40344887482 -365795.07355339953 -3979279.0334759494,False
4480459493877987996994576210871713792,4,4,1,1,-11864123.068356574 -502368160.16533715 -29378547953.85812 -1923494593653.6555 -133828171286386.58 -29006453182.157253 -72802309322607.3 -1.8665277311821354e+17 -4.8693519237576334e+20 -89709236.37332661,False
18623627625358,4,2,3,0.2,-1.2429637503295528 -121.44467442606421 -8133.153457829004 -580284.699560278 -42878855.883803666 -5009.784281760682 -11679322.47499874 -16.704880370002606 -161.0234702409928 -1750.6762969963106,False
21211005573437,4,2,2,1,-4.954464100306439 -411.0672421103695 -30063.705749852077 -2250123.2972835726 -171276182.37562802 -12383.57823676274 -27251484.871161956 -44.528826210867344 -427.69324674500695,False
340508559996866801958912,4,3,2,1,-9323.80300226438 -384132.4414938738 -22009012.04317553 -1417378550.622244 -97346393456.64888 -22005569.817482185 -53640809650.24741 -134235943339061.27 -70431.91164078352 -684244.3064441334,False
8422136759821734261651512775449509888,4,4,1,0,-16263827.348687766 -674423727.7155042 -38784900497.34322 -2503367329152.242 -172245831693005.6 -39782071126.143196 -99861055540760.25 -2.559921775746645e+17 -6.676072286868359e+20 -121801186.01965536,False
386293805925125303828480,4,3,2,0.8,-9955.941765592366 -412549.70820333046 -23673226.243615657 -1524100569.5474424 -104506354634.7173 -23474978.919530015 -57174866634.169785 -142976370956144.5 -74679.71121664006 -720773.9010933881,False
7451512452392140369464107018397679616,4,4,1,0.4,-15599254.392974334 -649912169.76045 -37412087821.992744 -2418929382637.405 -166606392357690.3 -37946678894.57953 -94769469622708.34 -2.4181148270168688e+17 -6.279601742983751e+20 -116318359.17548323,False
1894805636540181753000055538217648128,4,4,3,0.2,-8568678.347320337 -351337155.25378287 -20026235557.443466 -1287500377152.3254 -88463215549939.52 -20921731803.303043 -52446662051115.58 -1.343184929840396e+17 -3.500800058946103e+20 -63670536.54793524 -611171974.594513 -6612251727.407105,False
75846534331171724749245045878554624,4,4,1,0.2,-1558039.863774011 -64903618.7626705 -3758622536.357115 -244237532833.65265 -16896092698584.855 -3798857601.452832 -9511465950527.9 -2.4332748353101e+16 -6.335454207843427e+19 -11730222.766017016,False
210109594284,1,1,2,0.2,1.6408486320631885 29.63065856162664 1302.7520588335765 5.436252320442531 47.15101029337001,False
215258629073,1,1,3,0.8,1.64307548609496 29.402942555953853 1305.7719792250343 5.117126317395676 46.583049266140726 502.61808164341045,False
210789683598,1,1,4,0.8,1.6347215193994429 29.334007433958632 1297.3361859273907 5.207837680893564 45.38715705274286 486.25758945036387 5600.432440602197,False
2023445947797,1,2,2,1,1.1543441651454105 9.711758509015757 202.6414435945051 218632.9234633694 1.78750925039658 11.572547809957966,False
268306832360181927510016,1,3,2,0.8,-6770.765154688085 -276688.1875093219 -15969010.235561348 -38901714000.53165 -97290430385183.23 -50496.79070546777 -486222.92500797973,False
248918250646391144579072,1,3,2,0,-6523.759419431147 -271216.4945113775 -15391915.925275864 -37488982454.03322 -93709194131183.11 -48582.547553831035 -469034.267314761,False
211601068395,1,1,3,0.6,1.6429732669666977 30.012950093036785 1311.1403944107353 5.358238193432018 48.02770358491608 517.3455710010335,False
145349140758189813268480,1,3,4,0.2,-5746.233994814242 -238204.5118136401 -13552302.144770628 -33029805361.994423 -82684864534458.62 -43277.737030196804 -421079.6689964283 -4600170.358077044 -53519864.291529,False
630185860928310609969152,1,3,1,0,-9344.509548867942 -385439.71796866873 -22139684.87324608 -54180722852.64696 -136114176683755.7 -69508.90651425654,False
72218493470301856202752,1,3,3,0,-3761.7545500820866 -157081.84945407382 -8897195.848248862 -21734844888.459435 -54516936658190.2 -28412.85429348831 -276929.17746330285 -3031727.300880338,False
1781428280210,1,2,3,0,0.9121886724574985 -1.117890654587833 -350.0264632380853 -1092531.4186924566 0.33464979819175444 -5.862973653538414 -66.83151082964015,False
85853497987979217469440,1,3,2,0.6,-3798.5730205402147 -159667.93556727015 -8984881.863045963 -21945775795.515236 -55031559941617.375 -28284.79475420677 -272317.7573211289,False
333949346778170628505600,1,3,1,0.6,-6813.006423993327 -283494.631379814 -16134244.439387789 -39462095150.736305 -99084240512804.84 -50994.86888863635,False
210865257072,1,1,4,0.6,1.6415629679890718 29.53582113587815 1306.676325996394 5.255062173180507 47.68472004673733 507.9473592568912 5877.46000274747,False
212148723266,2,1,2,0.8,1.6418894539180209 29.355990995063074 1721.9979174164637 1305.9289776428095 5.118879500599897 46.18600508702471,False
146941263435558921812765881653002240,1,4,3,0.6,-2035877.323209617 -84968682.82974601 -4970696115.978134 -12459084762453.912 -3.190359775212776e+16 -8.313913646017923e+19 -15385674.46271252 -149572774.02799883 -1632464548.4960253,False
24585311231805082332472399137486143488,1,4,1,0.4,-22789991.950936045 -944891408.1195588 -55673622674.3192 -139583409993335.39 -3.574376784167533e+17 -9.313268236733318e+20 -169870536.02086592,False
7402294489460870996611334066606702592,1,4,2,0.8,-13463404.87037028 -558519046.4953142 -32915828664.283184 -82593320611720.92 -2.1167501238810086e+17 -5.5197680782534836e+20 -101757465.92256427 -985775145.4760348,False
7950197572509433994485100560619929600,1,4,2,0,-14081586.270334577 -585829351.3596047 -34327904942.365383 -85926156454830.86 -2.197590290606307e+17 -5.7204028161268725e+20 -105564082.68588024 -1020769319.4887179,False
11868536168395826553524006133874819072,1,4,3,0.8,-18420437.58590773 -770233430.2621225 -44880216842.2058 -112291408861145.56 -2.8710266630936157e+17 -7.471919826460044e+20 -138257551.5223295 -1330235256.8388247 -14355469665.519815,False
211335399096,2,1,1,0,1.6407429841857923 29.76632491872339 1721.806407327486 1307.0879442447251 4.954112137747634,False
210148441598,2,1,4,0,1.6397141038008418 29.608393908566285 1721.5023978887968 1303.6471459946831 4.982593982267899 46.83438962804139 500.4330272743181 5788.496824680232,False
1511714175425171298106529706193977344,1,4,4,0.4,-6966094.574754497 -287560325.1123603 -16979035832.337523 -42491424143402.13 -1.0865885332557904e+17 -2.8284253985890927e+20 -52101672.276937485 -503995494.1492917 -5483908270.543998 -63627582938.27267,False
2668016817455890436196905530410663936,1,4,2,0.6,-8150517.660323212 -338567985.06399894 -19872076258.026554 -49753614039742.7 -1.2727911847700931e+17 -3.3138430259074145e+20 -61336538.70363664 -596407190.5201614,False
2043961612191,2,2,1,1,-1.204153828462831 -88.40719790146693 -5085.624196375437 -5158.193797134852 -12465982.552863507 -16.175898711661873,False
2490140785624049171593729427378274304,1,4,4,0.8,-8951496.770505395 -370170422.28154784 -21825300952.389492 -54616366244156.56 -1.3959320695317442e+17 -3.63012714496538e+20 -66974451.35686577 -645430947.6527073 -6986434518.621326 -80635041533.33449,False
1710120766924,2,2,2,0.6,-0.6037503381572114 -63.55614843743606 -3603.1488795137902 -3793.2316621966734 -9231635.379694937 -11.366416733190585 -117.25806859936387,False
286301898479428582768640,2,3,2,0.8,-7516.953752240482 -314378.28727346624 -18194318.42301653 -17755617.3338201 -43327143537.53469 -108553010614499.89 -57006.84351742067 -555408.216989214,False
120293994788729368084480,2,3,2,0.2,-4925.382453124593 -203312.53542215028 -11744070.190250708 -11589734.02770866 -28177764527.688572 -70362567190679.016 -36706.53860488079 -353196.87504376087,False
1500195472524,2,2,3,0.4,-2.5210286501230987 -142.98435678777955 -8230.073647279947 -8134.2854590494835 -19460416.67834577 -26.237222931387468 -263.2521074625662 -2874.9746951838847,False
211166031101,1,1,1,0.6,1.6424127008370943 29.38576384948232 1308.1400716919213 5.515927615765898,False
13710575110988340457616180093218979840,2,4,1,0.2,-18370376.605224606 -756807924.2444901 -43555593759.200806 -44895566890.00583 -112585574408378.12 -2.8832385598437914e+17 -7.512171380065392e+20 -138453261.9528876,False
231243106763478612836352,2,3,1,0,-6245.655167512787 -256556.7603795597 -14675443.277039474 -14766698.839264465 -36047392742.94907 -90320683150744.86 -47069.53934889693,False
1009679506074532708352,2,3,1,0.2,-408.0624112388231 -16989.815018551406 -978067.772367632 -967894.1984342434 -2365103120.752564 -5932113752376.034 -3066.0041411008424,False
15225144835522940415164508402261950464,2,4,1,0.4,-19512075.92340685 -816294304.5148903 -47028918225.34482 -47536533999.54205 -118944904872468.19 -3.0414474602994586e+17 -7.916229335506467e+20 -147401143.4286211,False
245576750988544140378112,2,3,2,0.6,-6936.494524615822 -289814.65260792384 -16679744.283463115 -16408138.135638513 -40086280435.25351 -100536121791860.27 -52050.76635963868 -502343.94156334776,False
826295469088502477153554248119615488,2,4,1,0,-4513566.722756209 -188688117.144678 -10913753532.176044 -11020341132.259472 -27625964829534.266 -7.075389662466392e+16 -1.8441886155858254e+20 -33850512.46576006,False
4476205406021968998461113101600161792,2,4,1,0.6,-10590328.525977356 -438923735.4443545 -25320768763.68752 -25791039511.384018 -64510218014864.52 -1.6491667486685827e+17 -4.2923255621122005e+20 -79712343.38508104,False
308527891605992400486400,2,3,3,0.6,-8264.958331482818 -341137.2263041857 -19621677.63712547 -19584836.16030007 -47938921985.07339 -120468759506012.73 -60949.1810156621 -583181.4905743834 -6292292.877910659,False
1668202680307,3,2,1,0,0.49376368271089144 -20.305067890610434 -1234.7645136542408 -81706.35990576608 -1277.4522795439034 -3241188.585188693 -3.2825644519750896,False
7100966257009677892883335521113210880,2,4,4,0.6,-15820348.747555098 -657780322.7500808 -37977412494.610825 -38615996003.354866 -96789993228676.81 -2.4788798878595222e+17 -6.461708399957592e+20 -118183810.20657517 -1136728302.7991183 -12310103017.554716 -142371326082.0663,False
6596749111624833247679029973593620480,2,4,1,0.8,-12906196.089711905 -533112236.2768002 -30757175058.67932 -31429259683.31605 -78560858255679.1 -2.005794894594363e+17 -5.2107787632902655e+20 -97684121.22200327,False
198358333461,3,1,3,1,1.5658674203841938 24.726509110410184 1349.687892887332 86002.84326768696 1149.7027248477575 4.690279070713208 41.65838102221947 446.9583255126142,False
197358388655,3,1,2,0.4,1.5461317074977752 22.522055427014045 1256.3508785849135 79042.63878352022 1109.4434149908718 4.667787268306672 39.320678959510104,False
195184991270,3,1,1,0.6,1.6128507034016921 26.78466931595352 1538.6189009515258 99434.21751372119 1248.9203812891617 5.538772498230659,False
198084430901,3,1,3,0,1.6141848006688408 27.741747388315343 1593.380589563861 103909.18895486473 1251.1283217443176 5.572032755882078 44.97369501159133 489.84542546064233,False
1449434933454,2,2,3,1,-0.5142197389740575 -60.47605318102969 -3459.0484254157273 -3585.2177238893696 -8724695.400365742 -11.033685589137004 -110.23386563838552 -1214.339050200627,False
315533605720540241958045384290861056,2,4,4,0.2,-3350506.2357996 -139125514.83263224 -7995014433.241715 -8171623226.833845 -20459911813089.418 -5.2331814474570296e+16 -1.3621076783722924e+20 -25370921.05884451 -246862298.08562636 -2691303006.3655834 -31232507661.63033,False
1199889959225,3,2,4,1,-1.122984670598072 -85.59675848169758 -4977.434845633349 -322805.04309775267 -4947.499238002624 -11912210.494718224 -15.151944377865636 -156.24365697339226 -1705.6627422707677 -19825.172588535625,False
199054958936,3,1,4,0.6,1.5142594499322084 20.479306248218254 1111.9763953075822 68641.34621850749 1047.0546093208734 4.614034999729212 37.34879352566397 395.88603719765814 4549.881047129218,False
1359764253710,3,2,3,0.8,-0.44702502443723957 -57.331680382435 -3313.9036537747456 -213321.372730736 -3432.8504368216404 -8367403.712606272 -10.116517889046497 -105.1493973240177 -1149.0764317415224,False
199533565314,3,1,4,0.8,1.597265543553763 26.464836638880136 1525.162044312035 99163.51701529579 1218.249225659424 4.851082421979022 42.93946825232534 459.9584325284802 5298.984607734937,False
1217016951828,3,2,4,0,-0.9142312596321105 -77.46093050920994 -4476.974120652452 -289109.89162689506 -4480.418663927289 -10820587.351548692 -14.092285106889985 -141.62108704819627 -1554.2364988625318 -18075.11119651188,False
196536957514,3,1,2,0.8,1.5008824279902218 19.17113027418036 1014.1976869094276 60909.750779083945 1022.2556957202928 3.898457784274807 37.67346100342208,False
198248554516,3,1,3,0.8,1.5622199448729956 24.21683370073692 1340.1042085813522 85610.6612292219 1149.5295224409317 4.533786679195554 41.56978079066195 442.17741258094634,False
199660009293,3,1,4,0.4,1.534082147554819 22.26199581566311 1183.3323945499149 73545.26099813933 1082.4448598550116 4.777598101702358 39.04481136641267 419.3041570943767 4855.84908082449,False
107586509110673598840832,3,3,2,0.6,-4874.0114722177 -203102.31269991343 -11669227.299881143 -754325551.9265047 -11561454.766495826 -28310377904.597084 -71136731818560.47 -36429.95559208146 -350903.60714319546,False
272473918779535210413827775495405568,3,4,2,0.2,-2945535.9034326095 -122442658.8845348 -7063130411.557386 -457669246992.5591 -7188164108.121675 -18009820667667.332 -4.609878990058375e+16 -1.2008046324785547e+20 -22141687.94616431 -214906280.90425795,False
7452728365317567333913444273054810112,3,4,2,0.8,-15388677.901982134 -640294962.8693138 -36856865841.86706 -2383554285854.5923 -37567556380.55153 -94150202577127.55 -2.4104484537716138e+17 -6.280114067333365e+20 -115541680.5280697 -1119410464.8966248,False
576842799751164732951241801208954880,3,4,3,0.8,-4555964.502353104 -186888903.34245268 -10660998886.939495 -683904078607.2853 -11094745676.11578 -27737006328788.754 -7.084548999391089e+16 -1.841693557666293e+20 -34226934.20165251 -330871025.08182883 -3594767249.1807065,False
21952443178949,4,1,3,0.4,-5.254293882327195 -464.93529542840815 -34721.92909249535 -2626184.540070914 -201127290.99286267 -12735.03106314555 -46.84826030106556 -452.27772495302486 -4916.627480679919,False
