loss,weight_order,prod_distance_order,time_delivery_order,lambda,thetas
62023098,2,2,4,0.0,7.623124656412821 0.004360081017953619 -0.05285328663823832 0.014061214866856249 0.006416172382217821 -0.05080167704240609 -0.12647978024301565 0.02737262092696258 0.034789177680969265
62023084,2,2,4,0.2,7.623086356561514 0.004358769514237579 -0.05284586295917249 0.014061481786461128 0.006413826312313819 -0.050775891799984874 -0.1263898774481982 0.027362957084183535 0.034760595951344155
62023043,2,2,4,0.8,7.6229715547617705 0.0043548397405986546 -0.05282358056123568 0.014062279848711178 0.006406812242273431 -0.05069870661837274 -0.1261205924702285 0.02733403170639151 0.03467498907504016
62019542,2,3,2,0.8,7.5890911695606995 0.003533338934774591 -0.06012592149779918 -0.016508832917454655 -0.0006255678267108795 0.023025874425320798 -0.020667799968649782 -0.007187980336917427
62026325,2,3,4,0.2,7.623340947758443 0.00437632799983882 -0.05316159220066648 -0.01657037937185319 0.0067167937603023605 0.023085684541189252 -0.05053301823397642 -0.1264372177568415 0.027358843954278008 0.034760049926106325
62026295,2,3,4,0.6,7.623263907313475 0.004374274043784836 -0.0531465969232608 -0.016506206537830668 0.006712041591565916 0.02305344038573783 -0.05048282845379439 -0.12625683951275976 0.027340112633680237 0.03470269537099715
62018926,3,2,2,0.0,7.589303639910908 -0.06731357162563244 -0.05961612085608964 0.032472384441397106 0.014894976090533899 -0.0018484005935876127 -0.020633952228680565 -0.006898350200576884
62022106,3,3,2,0.2,7.589561630370546 -0.0671786556133734 -0.05993083851703521 0.03245805337555933 -0.016278832366389426 -0.0015702834565778814 0.023025175910067478 -0.020625090432686226 -0.006909998368597181
62022088,3,3,2,1.0,7.589526538661582 -0.06721659885171623 -0.05989632191195756 0.032477197514295016 -0.016148206251110714 -0.001575213250870621 0.022959049827039002 -0.02060514000389566 -0.006906819920229277
62028402,3,3,4,0.6,7.6239890760136175 -0.06670685709136025 -0.052870942123048034 0.03271000046493542 -0.0161686331643679 0.005805994070057883 0.023004092682994585 -0.05138591804435425 -0.1268863040155656 0.02793712791049612 0.03495297114756198
