loss,weight_order,prod_distance_order,time_delivery_order,lambda,thetas,diverge
2383374054492587355948539152606612843612149550940160,3,3,4,0.4,8.210326093651395e+17 3.4283407289786995e+19 1.9785135082967138e+21 1.2815564888556828e+23 1.9383849731000458e+21 4.727619885383197e+24 1.1838174354066675e+28 6.230462212656126e+18 6.085676989863078e+19 6.666176255832895e+20 7.77391654882788e+21,False
3319834342614084737826816,3,2,4,0.8,78200126.99490574 3187182044.296214 182422871565.27826 11776609702536.037 177403887724.01913 418982528967963.9 587939412.756401 5697005714.845945 61993542240.185585 718789395024.9967,False
1613251793245689606670587029095044145023306249080455642598749836613368649089024,2,4,4,0.0,7.685111789819385e+27 3.2086904127954814e+29 1.8496630970203285e+31 1.8671990433651728e+31 4.657895022267403e+34 1.1872155236541101e+38 3.0799219364788677e+41 5.743630096002382e+28 5.559000149352523e+29 6.054409083657065e+30 7.03538187742891e+31,False
763188347591678,3,1,1,0.4,-12913.241789694091 -891756.0595804299 -64107679.76165202 -4735731240.697408 -26517112.53565544 -94348.90362720312,False
6402031190534947095999989135928763649758196662272000,3,3,1,0.6,1.1194899270194862e+18 4.614113046723933e+19 2.64586857576976e+21 1.7058689091811756e+23 2.647449088757943e+21 6.469471067354409e+24 1.6232916001730824e+28 8.433751006345547e+18,False
780327026513719,3,1,3,0.2,-15465.502096125305 -1067809.7845014834 -76731470.84432966 -5665952067.49647 -31297827.774848733 -117359.83782907543 -1138959.5121033285 -12393338.683592597,False
5253061700194074091323392,3,2,1,0.6,80119546.39757083 3304768708.784987 189290288921.1029 12177216042524.707 182049308919.40698 430325066906621.25 605070900.973604,False
676284001030284,3,1,4,1.0,-15385.544893326105 -1061508.6086072077 -76298006.43428019 -5636983282.134741 -31173067.02938992 -116698.96710325852 -1132995.281148415 -12335795.532805117 -143123519.4537278,False
7164595864719985929428360218333464418422038549356999926645255156197401986859008,3,4,1,0.0,1.414028260664863e+28 5.776859556525856e+29 3.3119743632714633e+31 2.138548626742992e+33 3.4583420912327556e+31 8.680834790663428e+34 2.225534013634102e+38 5.805364243063515e+41 1.0597990395400534e+29,False
2618360397121274406029357697632563075821742619361280,3,3,4,0.8,8.564929999254533e+17 3.538687010437398e+19 2.031248165283305e+21 1.3090642099701651e+23 2.0264251332947398e+21 4.950102359747321e+24 1.2408044440201272e+28 6.440901993015775e+18 6.251499688005427e+19 6.814844756320021e+20 7.918286418963343e+21,False
181183465388828258552959512532438294760461044809728,2,3,4,0.8,2.1304721066212067e+17 8.789165782113586e+18 5.0476822212683425e+20 5.0422708175820554e+20 1.233085205358314e+24 3.09648630997673e+27 1.5984566624009661e+18 1.54724995246377e+19 1.6845445800746415e+20 1.9556081235550942e+21,False
4997345691698301284659600345866434298175642002259968,3,3,3,0.4,1.1280005792760031e+18 4.66938134854045e+19 2.688609313006676e+21 1.7392303770471803e+23 2.6633473892354344e+21 6.49545797435017e+24 1.6262210544186038e+28 8.390404539475024e+18 8.058917186986682e+19 8.707564981791426e+20,False
3237978463404327748763648,3,2,3,1.0,72936153.29472518 3046153477.7118087 175141180073.86023 11292163595120.895 165311831262.64166 390111436166072.3 546099040.6699798 5279044935.444665 57379293722.19325,False
4417461847505853198855169454001602109265526659144213845756694592374771437010944,2,4,3,1.0,1.1839931183120301e+28 4.9397094807455394e+29 2.8675168873553505e+31 2.8914113463025478e+31 7.247880834136513e+34 1.8557976987210564e+38 4.834997895864625e+41 8.862448331421917e+28 8.539491755592678e+29 9.245958386135756e+30,False
6062707442454556913434624,3,2,1,0.8,86314469.10612114 3590616674.0269136 206995604724.68317 13400473751651.443 195805495066.82663 462290671193663.5 645136877.3795954,False
814513937600583,3,1,2,1.0,-14598.592486715503 -1008872.6674689152 -72545625.48271559 -5359380088.258074 -30011101.18230952 -109004.40752961558 -1046126.8016313843,False
7821875824391178395511160832,4,1,1,0.2,546412983.7272152 39212459794.09102 2892037129692.4966 217552702080732.3 1.6610491874221982e+16 1112344285545.4722 4067347052.3238826,False
412373319213679,3,1,4,0.2,-12118.650876203435 -833103.5597258819 -59714295.09349757 -4401407917.481329 -24637882.321599573 -90446.33771944806 -872834.8159207498 -9476098.030176291 -109761594.57678285,False
43194172246649345301901475840,4,1,1,0.8,1288938910.1425924 92400517592.74542 6807783006681.652 511639259710387.06 3.903368505439908e+16 2617088412172.9517 9674485778.679146,False
799009073606787765787190475749847081861226912808960,2,3,4,1.0,4.479162147283175e+17 1.849985902126396e+19 1.0665540182930956e+21 1.0603586468483233e+21 2.592005116430817e+24 6.502580522897178e+27 3.3414418633160417e+18 3.2258902456234144e+19 3.506846224765935e+20 4.068861483323487e+21,False
759450651603280061505957634569761889167895083089920,3,3,4,0.6,4.625790565366943e+17 1.9245803981137433e+19 1.1038544518095296e+21 7.107498988630925e+22 1.0926307495328175e+21 2.666591603869649e+24 6.682491391576291e+27 3.428207663979307e+18 3.2841302685844607e+19 3.543386411014659e+20 4.0826360313159263e+21,False
891762752666286,3,1,4,0.0,-17698.876372260827 -1220470.3584651304 -87667048.88490461 -6473270248.707201 -36076147.346374474 -133039.03439367027 -1290320.4989627616 -14060811.529178109 -163316209.69589376,False
10990127053715479571886850274596371254568874748504305228833796342472928265240576,3,4,4,0.2,2.0712585225093205e+28 8.6433166719133e+29 4.996928605347954e+31 3.2402006862133805e+33 5.052230991320592e+31 1.2652645123944537e+35 3.237484779927572e+38 8.431140569467599e+41 1.5471637400157396e+29 1.4881714214805093e+30 1.609826382655813e+31 1.8576033126304766e+32,False
9020726604822764684111843835463300496344753129914368,3,3,1,1.0,1.3342609155825925e+18 5.551667215170495e+19 3.2207324926426166e+21 2.094530832068684e+23 3.1515888224827007e+21 7.690713294084233e+24 1.9268965926160727e+28 9.933398741778117e+18,False
682307733775951085510812581960344911230330879344640,3,3,2,0.0,3.919347193395793e+17 1.610384069265603e+19 9.222374431608562e+20 5.947997042772205e+22 9.262960652660408e+20 2.2610928684864348e+24 5.665311172454713e+27 2.9395452309305554e+18 2.842966386403039e+19,False
4189010135868687172492417941870915266925843475666183231357557283888467938377728,3,4,2,1.0,1.1497740554459558e+28 4.7576068403507534e+29 2.7418795472532603e+31 1.7800011575922795e+33 2.80885352441387e+31 7.044927311850743e+34 1.805285293464119e+38 4.7083158751257975e+41 8.677516190030135e+28 8.409723732123202e+29,False
3947937048820132610048000,3,2,1,0.2,70127064.9706289 2874295276.4747868 164496028795.2921 10593400023436.045 158526184843.9115 373056224663551.25 528527010.43533266,False
9487964072425863071097462465318807647602177552421931902803490221871379295240192,4,4,1,0.8,1.7386706646392076e+28 7.216725498338869e+29 4.157928894364062e+31 2.691604247564808e+33 1.8575306914419177e+35 4.242195860208736e+31 1.0627530300882733e+35 2.7201837568597594e+38 7.085922556158331e+41 1.3119443906542371e+29,False
1238344667396513,3,1,1,0.2,-16556.85955881957 -1140681.27104536 -81818935.03926207 -6032724057.745023 -33885618.559121855 -124400.39743781957,False
2512091228586625874769522897261641491473715225952256,3,3,4,1.0,8.44077075405521e+17 3.517575091583034e+19 2.0204834978972482e+21 1.302374957112517e+23 1.9925972143405822e+21 4.857319707128997e+24 1.2153638987164016e+28 6.235429718266169e+18 5.969979446030177e+19 6.448623174658188e+20 7.445939636720943e+21,False
157935394451750766013524738048,4,2,1,0.8,2757552952.9352 191690242400.0361 13995053290710.967 1047038778037179.8 7.965787672941754e+16 5689335953468.651 1.2415594714915508e+16 20585536697.855892,False
23774730928291866148900043716228158248420470947840,3,3,4,0.2,8.230813623559275e+16 3.402850384364071e+18 1.951472602719347e+20 1.258832096014919e+22 1.9417890309409948e+20 4.7295495603188854e+23 1.182351028560485e+27 6.188696882127112e+17 6.016926724207182e+18 6.581010735510402e+19 7.673863052090438e+20,False
1765180156680031056664836722692665285950920536604240788030834157734686162419712,4,4,3,0.2,8.255880660791641e+27 3.460875116971157e+29 1.996791095875993e+31 1.2910357609280859e+33 8.887378105557562e+34 2.0159956993848466e+31 5.055561675505385e+34 1.2954926597224717e+38 3.3789323128917755e+41 6.197566168039302e+28 6.014075621444921e+29 6.561179494840418e+30,False
68515328645969234846902250091268563324817659967607560320981678705821370810368,4,4,1,0.2,1.4867225166400738e+27 6.212208658981297e+28 3.5978323272199826e+30 2.337529354595437e+32 1.6167707095128356e+34 3.6212531132200177e+30 9.057004773062207e+33 2.3146762480284496e+37 6.021487072286825e+40 1.1130268431845095e+28,False
63765707084290643254591881216,4,2,3,0.0,1981400869.2698603 137681021067.98685 10060392632317.23 753514577971943.1 5.739498032426872e+16 4088561074917.258 8929140377539105.0 14825536875.291168 143139576892.18222 1552080533322.7373,False
53602526606579419270506086400,4,2,2,0.8,1742648442.0482259 120279472145.97523 8751595653930.993 653127674563987.8 4.958995434424391e+16 3598092523128.116 7865914720047153.0 12972823448.017582 125026281359.27855,False
21142664905052935839050366976,4,2,2,0.4,1089516514.980503 75233978448.95639 5480521915742.772 409633453453761.0 3.1153131496772308e+16 2240896810239.0996 4885234942409430.0 8215066163.076229 79430236539.89459,False
4128814449984903431896061595906007938308853282214609413251080861266649106350080,4,4,1,1.0,1.1496230920452504e+28 4.798504722902533e+29 2.7601410171399673e+31 1.783171899899251e+33 1.2280562859746671e+35 2.8033517588452906e+31 7.018694360225562e+34 1.7954173283523238e+38 4.674364432283251e+41 8.575563084789274e+28,False
27660342155709022077590700032,4,1,4,1.0,1251027496.4150784 89971417147.7077 6646670040472.986 500612040857579.06 3.825616949594982e+16 2568311116510.9995 9515117022.199879 92699851452.67514 1011670089062.1569 11753600615512.826,False
71696658744036354635755159552,4,2,2,1.0,1969196156.5236044 137741113775.81223 10074669461050.406 754316251673703.8 5.740493128124804e+16 4034841581764.794 8758743122663286.0 14795883169.96617 142181124385.6892,False
129953009208902517377510408192,4,1,2,0.8,2375959787.0040073 171041874193.01376 12655521169236.838 954987954629240.1 7.312970445530051e+16 4806615880826.674 17886464345.182205 173182598695.22488,False
7392444625958135325791592025823369047041435159938775021149059278891505762172928,4,4,1,0.0,1.555408923493317e+28 6.499246782166005e+29 3.7656176316390476e+31 2.446262148102811e+33 1.6914750455498628e+35 3.7814951859235605e+31 9.440891579308055e+34 2.4085581920524175e+38 6.254663153153344e+41 1.175073856964976e+29,False
18767168968905327528906850304,4,2,2,0.6,1042475516.8367859 71236981330.49046 5172516570458.234 385985847369017.4 2.932914803763394e+16 2158691282302.9482 4739165241232089.0 7830095453.707402 75998478685.55048,False
8114364349697040651566945443387465216518217281830912,4,3,2,0.8,1.4339929206613304e+18 5.931595150413538e+19 3.400231245951086e+21 2.188766432791583e+23 1.5019252357411155e+25 3.389159546940945e+21 8.272243466260674e+24 2.0722255363016933e+28 1.0672609661079407e+19 1.0269569879309692e+20,False
5192244619499313005900733803663631587032743656030208,1,3,2,0.0,9.377887067956957e+17 3.850811327985555e+19 2.2148799483045096e+21 5.403706920710086e+24 1.3534487835743263e+28 7.056611530833588e+18 6.818190396996565e+19,False
20251121933940230608388096,4,1,3,0.0,-32619288.71736336 -2330060326.7681303 -171126915976.36728 -12824670008369.627 -975934561985539.6 -66032235358.34985 -246780673.74138492 -2393123864.7442727 -26018646876.93479,False
3947195886899223768466456576,4,2,3,0.2,506564529.4369654 34715264907.9814 2520551101491.1196 187950274886859.0 1.4266954651520212e+16 1049283715420.9985 2303101905133993.0 3787808377.0846868 36578570333.73688 397716179817.1719,False
118823136971908873295090417664,4,2,1,0.6,2438945314.7738686 168395126690.5435 12232404380767.432 911235991254765.8 6.906599913614242e+16 5020763812722.518 1.0946120554329052e+16 18329648369.03127,False
6885615112031666209211538963852746147429746529644243599962947837286858849517568,4,4,1,0.4,1.4801859103682216e+28 6.118948048424468e+29 3.501908152962328e+31 2.2507594313128063e+33 1.5417228881296286e+35 3.6123916846603194e+31 9.051658325470137e+34 2.317153303267847e+38 6.036445129682614e+41 1.1113152053907023e+29,False
1262302038228322033614092890148225623569811491520512,4,3,1,0.6,5.3569426077456416e+17 2.203525533882298e+19 1.2680518347185e+21 8.207749988496561e+22 5.664292865564858e+24 1.2632654199178674e+21 3.0786757081388207e+24 7.705754103853987e+27 4.0148636153730365e+18,False
212634688584,1,1,2,0.2,-0.37425660475682765 -52.8893107844815 -3124.9024997625684 -9.84597289619936 -101.85872886590144,False
5696168421542348854062744235009550817381432338415616,1,3,2,0.8,9.767813553633742e+17 4.045351331163323e+19 2.3107074323943955e+21 5.648052159979397e+24 1.4176063981638752e+28 7.297954782866823e+18 7.0516408512646136e+19,False
210138426408,1,1,4,0.8,-51.570287143281455 -2166.5519644660485 -107479.27870798907 -626.4076573370835 -7735.973804098619 -97610.90068213147 -1251713.0146533744,False
1718825037487339570828447950715070350811777212612608,1,3,2,0.6,5.4347675380814976e+17 2.247663939852947e+19 1.2795851003590476e+21 3.1143905945880954e+24 7.787177770098929e+27 4.125679978774633e+18 4.024294948058001e+19,False
211978605857,1,1,3,0.8,-0.7924507542915986 -69.5580294377064 -4018.4509750348816 -14.766020652531992 -156.2377633201257 -1781.106461848525,False
13084498551446370450960160701464755827288624618012672,1,3,1,0.0,1.3608425230174295e+18 5.58673347881948e+19 3.2128071745596634e+21 7.834820151218905e+24 1.9613367789038837e+28 1.026940532582684e+19,False
7294521706396771483183345905233112346364487556661248,4,3,2,1.0,1.3548560492668764e+18 5.585100585797245e+19 3.2093654788602866e+21 2.072626453034664e+23 1.42728190286567e+25 3.206248712820844e+21 7.834557973889343e+24 1.9647539885845177e+28 1.0281883290449928e+19 1.0001861011547002e+20,False
1509827587193327810009761594730779356723178815619072,1,3,3,0.0,5.4577395109178035e+17 2.2862103620038713e+19 1.2891244651088784e+21 3.1459457803374113e+24 7.883177886607702e+27 4.106399866422859e+18 3.9577332423860716e+19 4.2857899775899736e+20,False
11304738399466654157768064098591471652718677508727341714721540937090099755089920,1,4,3,0.8,1.7787646119904622e+28 7.329757084606872e+29 4.348096475581038e+31 1.09102150142436e+35 2.7962813784175128e+38 7.292289188718479e+41 1.3322165709083028e+29 1.2904595047000638e+30 1.4064029851654344e+31,False
19431884722583201906688,1,2,3,0.0,4854628.534132244 200762677.87474892 11053134555.674978 26183138784477.195 36176099.92412176 346806158.35241437 3743244738.9913697,False
3064781698847970601165468359821773122292950765666304,1,3,4,0.2,8.289507648773318e+17 3.401495860127969e+19 1.960148053698439e+21 4.7881181001303273e+24 1.2006969150775402e+28 6.209800213117108e+18 6.004147104085503e+19 6.524147641762989e+20 7.559671973877811e+21,False
137545075274181435866838641567491790074143627709852261791189220746544424157184,1,4,3,0.6,1.964684064774467e+27 8.10336248080587e+28 4.7990160291814406e+30 1.2036600398646326e+34 3.084421518348807e+37 8.043705234238597e+40 1.4616874868462912e+28 1.4074208956697377e+29 1.5243645038482085e+30,False
7093603332927727251813788316176501849761857555922944,1,3,1,0.6,9.964463595745087e+17 4.208168690668569e+19 2.3569283347102098e+21 5.758223769404675e+24 1.4441326283653058e+28 7.492791624983351e+18,False
3049098474578063751380992,2,2,1,1.0,55384321.71505171 2270269572.151962 129686790539.94896 126234608980.55952 299405180972829.4 412433113.3107541,False
1341965032967663701363364961208259937080525812855737200863280625744806194184192,1,4,4,0.4,6.584314896035176e+27 2.7837180644560973e+29 1.6027277320928365e+31 4.0075139136176765e+34 1.0242060762026349e+38 2.66489735364547e+41 4.9171713309847e+28 4.737457390577554e+29 5.131375666625797e+30 5.928923385464776e+31,False
23162094313919904638774871877465796140286550200012312750087432262653551445016576,1,4,1,0.4,2.2153941085921235e+28 9.207470664386655e+29 5.40916661544273e+31 1.355650943902115e+35 3.470406872657086e+38 9.039682333787163e+41 1.655337792526912e+29,False
209839532804,2,1,4,0.0,-57.341542638709655 -2508.9477121664045 -147617.91365635817 -119618.30098207989 -678.4747322875369 -8302.433212149412 -104336.23215054595 -1334791.5083628425,False
209410763786,2,1,1,0.0,-4.499019985597011 -318.354162126621 -21300.55214460346 -11559.755406794862 -40.96031465477504,False
13250518908324727804896973888492224927258606341001208235011030243841675580407808,2,4,1,0.2,1.7968018576576796e+28 7.413964275499707e+29 4.265032308130574e+31 4.39445136191213e+31 1.1032779841665735e+35 2.8295978264193256e+38 7.385061125003604e+41 1.3358939420677889e+29,False
212274372899,1,1,4,0.6,-54.920079131639326 -2316.8057999290922 -113988.9114926365 -667.689218571814 -8252.767183508256 -104202.8550786846 -1336657.9616275437,False
917597205020199223296,1,2,2,1.0,-968330.3299633365 -40014187.70434928 -2199064430.902894 -5193972750070.223 -7305496.8436942315 -70975725.50632417,False
212379475638,2,1,2,0.4,-4.356264853307771 -308.0652107920957 -20517.65639361101 -11306.7072148088 -39.29454165803428 -384.85526984638284,False
7431313850282507533147486732817952053353696591265736928838067502550685470162944,1,4,2,0.0,1.352448600226116e+28 5.569765135827172e+29 3.3023598168409e+31 8.280070819103552e+34 2.121216761287621e+38 5.530577122525421e+41 1.0166448817013836e+29 9.811232973617491e+29,False
2543853191405302933166812832969160725217584917512192,2,3,2,0.2,7.04969246587888e+17 2.9396236271211655e+19 1.7023399680972465e+21 1.6679220166306308e+21 4.077188915990449e+24 1.0232545173844439e+28 5.212352815455411e+18 4.999370949143703e+19,False
4974552616219191675977728,2,2,3,0.4,85110124.30049774 3526737907.6451488 202901095113.3983 192326775901.393 452495859637936.9 639188069.3038372 6175539297.015114 66967298166.880615,False
211394737867,1,1,3,0.6,-0.800161313139478 -69.11916877594706 -3999.57378231211 -14.651073977017791 -157.15962312875664 -1804.3233435811799,False
5115329470644665935352697702909240132838985216032768,2,3,2,0.6,1.0050095473217715e+18 4.176612360426549e+19 2.410539023512742e+21 2.373679251421121e+21 5.791902441343412e+24 1.4510235265687083e+28 7.562703046485408e+18 7.323048012545047e+19,False
1340349429827833446793216,2,2,2,0.6,40677939.28061728 1692512940.5000308 97350019464.48479 92201409896.59149 217456915029700.47 307642518.55085903 2991017634.2834272,False
6928519420136667628264719953530217487822082809205531141238049936844525364314112,1,4,2,0.8,1.3103231749749981e+28 5.401927385875229e+29 3.1980681347430616e+31 8.012238960329603e+34 2.0505282092865774e+38 5.340204277798364e+41 9.733718062766866e+28 9.353987267174201e+29,False
4794873083584010297304561948899012090372024994627584,2,3,1,0.0,9.02872073266019e+17 3.744599046080037e+19 2.1551439918008914e+21 2.131093747667428e+21 5.195917486365794e+24 1.3006271386960837e+28 6.773183071445543e+18,False
1836050964089301577766334671988783505275924152057856,4,3,3,1.0,7.213089985077272e+17 3.0146124665549574e+19 1.7520279769559927e+21 1.142342410205492e+23 7.925041881044964e+24 1.7016304990414284e+21 4.1490241372439334e+24 1.0390366531297396e+28 5.419939437277823e+18 5.236548904817678e+19 5.689151566972435e+20,False
5828505797991741856043832502197787940942172339044352,2,3,2,0.8,1.080843665198882e+18 4.500049497090404e+19 2.594790765483552e+21 2.546522562873437e+21 6.197845730540815e+24 1.5488746244678269e+28 8.033603715128742e+18 7.721496683068105e+19,False
211400722253,2,1,2,0.8,-4.511135750440809 -319.96292264507395 -21401.772861697245 -11562.172627668966 -40.897523771096665 -399.60765621957603,False
