mse,weight_order,prod_distance_order,time_delivery_order,thetas
4160654933251626496,3,1,1,0.3801998393875079 3.179405469632615 136.93903707129883 8725.717979981673 114.66335854142889 1.3810442008899675
3044705045959000576,3,1,4,0.7560596940014387 2.3780643919107938 119.30389525605098 7452.534353654001 107.27534067898617 1.1142039250733857 4.668050826813032 41.015943220003486 475.281748962103
6977281758744271872,3,1,2,0.7453410719872297 3.1513817987403283 171.82843867582434 11299.195131674467 129.13388373226002 0.9630259058292074 4.980945180636643
3147196956552921360629760,3,2,1,0.1749692844370019 -2.162783646094578 -144.39975092440181 -9618.47606436973 -143.27331181491505 -361382.8562062802 -0.36315427259865707
196852891452839001325568,3,2,2,0.4078400924295251 1.459859891860157 69.44157051963128 4387.0588119541035 48.62980861658585 90325.60422101863 1.0586113712162653 2.185240495768464
68800363225948399020802048,3,2,3,0.20089190265625162 -12.81693281042551 -760.7795113330974 -49774.94376515796 -708.6057833623527 -1689532.4869150424 -2.0771188057647487 -21.29107304465081 -240.93588799201734
3755447136679791918695847425021143856646717440,3,3,4,-352.4642180935067 -14815.437861802535 -862031.4449639725 -56123391.69382143 -830405.3961548313 -2017558829.4377007 -5033176971946.571 -2639.6253412761976 -25444.146672874962 -275719.65733486734 -3187587.844315292
2532031143767175881985547767125454827198349312,2,3,3,-289.8178232206526 -12164.884070655911 -707796.2270651539 -681844.2007803704 -1656633115.3778214 -4132814342845.4087 -2167.008180958335 -20892.268856836305 -226388.8806412548
3271534522515238912,3,1,3,0.2581253093265396 2.9704005329516896 123.966958024468 7737.476978958335 109.308185089815 0.788730356790057 4.711708644418927 42.673196053793795
11598813201310929908162808874917769480411021312,3,3,1,-619.7752457685918 -26036.299915272302 -1514883.139092033 -98628186.38394348 -1459323.067576737 -3545648078.480447 -8845413737258.102 -4638.190795831112
7434807864702427725116885955075650751645614080,3,3,3,-495.86875308648456 -20846.406878671274 -1212947.3639367241 -78970402.88061203 -1168418.8612228406 -2838782312.4403653 -7081842262168.225 -3714.0970336223168 -35801.768334538276 -387953.4078822524
17855011114256911689636337859291775412610269184,3,3,2,-769.4234859257175 -32304.278767406176 -1879623.4465757872 -122375586.80554059 -1810632.9140493665 -4399175909.872811 -10974669156939.785 -5755.494912259782 -55479.8273503021
6039407906322684455741080018714956329616496044076263305193176694784,3,4,1,-1943327.3847992562 -81501566.8578808 -4749975919.328394 -309653518581.69025 -4721490622.300866 -11778588779336.334 -3.002424412445506e+16 -7.790184426970263e+19 -14521343.736098459
67394924082695867484602368,3,2,4,0.4906357429986661 -12.005002537308325 -753.3565179141771 -49351.64609522217 -701.8831477040538 -1672179.5794286518 -2.0006121977291373 -21.3357298457775 -238.77590253786832 -2768.5564893749556
348195354724228149244033714025490044039299458925804806307078733824,3,4,2,-466658.8772336854 -19571313.042674482 -1140629807.3278832 -74358185236.12234 -1133755532.7288625 -2828283183862.232 -7209302148429280.0 -1.8705186567489696e+19 -3487070.6987592448 -33603661.49641508
2835401032311410745077708456105554073714758735806636006774952427520,3,4,3,-1331570.0180813028 -55844957.56535796 -3254687331.616614 -212174787405.28723 -3235149779.4266458 -8070610524125.471 -2.0572331566754676e+16 -5.337744778451447e+19 -9950040.034786047 -95884966.21156716 -1038488248.5154111
191839424254897339801022758912,4,1,2,0.021570696780535692 -57.1713106915129 -4268.673833190082 -323024.9890815423 -24754189.554819807 -1568.6288732135156 -5.723429503027524 -56.30757151991922
511181838908643759100002304,4,1,1,0.44975979814557776 -1.9022492878435266 -188.8595460411459 -15800.82881988134 -1277824.9952166893 -10.432303281225582 0.41450190566909956
207305454017734254744047714304,4,2,1,0.004701609311286048 -59.841608862700625 -4416.965210855265 -330212.92712331074 -25122054.045135166 -1834.5952800135847 -4024955.152898329 -6.2170789289971875
5380151049881323634216386268777357204025113662581555166045397843968,3,4,4,-1834169.18230612 -76923547.28779094 -4483166524.256569 -292260130316.3857 -4456303865.545968 -11117079839473.656 -2.8338116448530484e+16 -7.352716010666378e+19 -13705666.468633046 -132076582.8858443 -1430463603.1374238 -16526135471.858547
9924446691852482718516379648,4,1,3,0.01445401609887137 -11.799318746538859 -944.436971938702 -72711.50252088689 -5630328.06317474 -297.36792332602516 -0.27319091538412443 -10.371738512990785 -116.63248488111641
267394503359194029752143839232,4,1,4,-0.7723988165512223 -67.50155781983129 -5044.571493405743 -381496.31341813476 -29225096.628011484 -1864.229861422944 -6.684681262932083 -66.38927046710138 -728.1361251354781 -8460.36382587936
263516450964997301170641829888,4,2,4,-0.4559561917979995 -68.6953301226853 -5005.09675928039 -372750.96841826435 -28292909.9344311 -2151.252060417367 -4736493.4441859 -7.109839933980429 -74.73425518414658 -817.5521459448806 -9485.481291930382
28533618732423751445785120717915164287455723520,4,3,1,-972.9527358922171 -40856.07257281669 -2377638.0979650985 -154822168.15348688 -10716729907.42072 -2289076.340803937 -5561381749.626467 -13873612622915.799 -7276.767318546601
7486630999030199413860354628844171498188490855093503507273693003776,4,4,1,-2163649.6384446234 -90741704.89596048 -5288500338.445419 -344760310598.3229 -23883353008925.402 -5256804093.96612 -13114064099508.15 -3.342852594682991e+16 -8.673487798681192e+19 -16167679.101380428
8334606665461467549174254305885870595623616512,4,3,2,-526.1176316359814 -22110.940633696813 -1287584.2954091188 -83881021.66080967 -5808271438.5111475 -1237429.1924470891 -3005986243.1259704 -7498142519211.08 -3934.5968968486673 -37925.969515099474
238573082988726519798847686632219367041925120,4,3,3,-88.72028594691443 -3747.913318889263 -218484.16217706117 -14242396.285733119 -986684039.0640169 -209448.13978402986 -508670210.1562585 -1268591674346.5276 -665.9123517763761 -6420.960009437461 -69585.94677596545
110536684909615932889135841280,4,2,3,-0.15286645624679485 -41.93701594245268 -3172.5969490255925 -240177.1585949841 -18410057.91060988 -1165.345836032705 -2516565.927834339 -3.5701327068303237 -41.06103681137863 -453.40552104462665
1763657135045132158626917316060443655563398494294574195826606735360,4,4,2,-1050190.5720877259 -44044168.20365048 -2566928179.396377 -167339401132.48624 -11592472640370.234 -2551509404.0029163 -6365139996173.828 -1.6224978253504648e+16 -4.2097629119029625e+19 -7847460.527714242 -75623169.86054605
301337522578041900714791272448,4,2,2,-1.0990754670916543 -75.43200876900264 -5416.678225107221 -399721.53742360126 -30168603.286508646 -2525.683515498811 -5616938.044574381 -8.303309284914745 -86.94967506068079
3011142973585617915438855680035228640911969055315769892894614224896,4,4,4,-1372201.176555122 -57548994.068187475 -3354001165.2463675 -218649169900.1051 -15146971036918.21 -3333877984.8482985 -8316928764443.462 -2.1200257267718772e+16 -5.500678296704553e+19 -10253649.98912051 -98810743.78389716 -1070176006.6593423 -12363737588.21276
1125109249648112431771069785850036503809397073520773297934916648960,4,4,3,-838807.5658007987 -35178939.785463944 -2050255705.982184 -133657244285.78796 -9259133805389.521 -2037933704.2800379 -5083932395766.398 -1.2959107055986028e+16 -3.362388606206394e+19 -6267919.287801347 -60401697.6971018 -654184515.0943476
22396279677884526162295663760715705295661170688,4,3,4,-861.8044037713288 -36204.62996907467 -2107126.6378166936 -137216309.70932642 -9498524109.748877 -2028112.2587593913 -4927217764.41438 -12291335638425.658 -6447.154571055536 -62150.15693301134 -673458.6787392797 -7785846.72449143
