mse,weight_order,prod_distance_order,time_delivery_order,thetas
521733382715100.8,1,2,3,50000.0 -0.08253225969894218 0.8368341665886869 0.3923717837285998 0.2717219351693565 -0.19399839620457637 0.07478127668521872
533126931298792.56,1,2,4,50000.0 -0.33288610931843854 -0.7923860078898819 0.4590623788675692 0.03818747522478905 -0.7818472600962256 0.43856538063728356 0.46859068387914693
